district_code,district_name,gram_panchayat_code,gram_panchayat_name,parent_kp_code
164,Mahrajganj,76556,Bhagwanpur Urf Bhulna,1931
179,Bhadohi,86638,Bhagwas,2096
179,Bhadohi,86455,Bhagwati Daspur,2094
160,Kushinagar,74340,Bhainsa,1895
178,Sant Kabir Nagar,85984,Bhainsa Mafi,2087
129,Bara Banki,52284,Bhainsuriya,1535
129,Bara Banki,52578,Bhairampur,1539
178,Sant Kabir Nagar,85836,Bhaisa Khoot,2085
178,Sant Kabir Nagar,269707,Bhaisahi Urf Bhainswaria,2088
164,Mahrajganj,76425,Bhaisahiya,1929
129,Bara Banki,267406,Bhaisuriya,1538
129,Bara Banki,51840,Bhaisuriya Mujahidpur,1529
182,Siddharthnagar,88441,Bhakha,2125
160,Kushinagar,74459,Bhaluha,1897
181,Shrawasti,87583,Bhaluhiya Dasaudhi,2113
182,Siddharthnagar,269597,Bhalukoni Japti,2122
182,Siddharthnagar,88185,Bhalukooni,2122
129,Bara Banki,51638,Bhanauli,1526
181,Shrawasti,87722,Bhangha,2115
178,Sant Kabir Nagar,269404,Bhangura Ahirani,2091
160,Kushinagar,74131,Bhanpur,1892
182,Siddharthnagar,273957,Bhanpur Masjidiya,2122
182,Siddharthnagar,88188,Bhanpur Rani,2122
179,Bhadohi,86344,Bharatpur,2093
179,Bhadohi,86557,Bharatpur Baragaon,2095
164,Mahrajganj,76867,Bhargavan Urf Laxmipur,1935
129,Bara Banki,51574,Bharhe Mau,1525
182,Siddharthnagar,88603,Bharmi,2127
147,Gonda,297492,Bharsada,1739
160,Kushinagar,74132,Bharsarwa,1892
181,Shrawasti,87848,Bhartha Kalan,2117
181,Shrawasti,87849,Bhartha Roshan Gharh,2117
129,Bara Banki,267400,Bharthi Pur,1538
147,Gonda,297484,Bharthipur,1737
178,Sant Kabir Nagar,269544,Bharthua,2087
178,Sant Kabir Nagar,85838,Bharwal Parbata,2085
160,Kushinagar,74205,Bharwalia,1893
178,Sant Kabir Nagar,268328,Bharwalia Baboo,2084
178,Sant Kabir Nagar,86244,Bharwalia Budhan,2091
164,Mahrajganj,76719,Bharwaliya,1933
129,Bara Banki,51759,Bhatehata,1528
129,Bara Banki,51924,Bhatgavan,1530
164,Mahrajganj,76868,Bhatgavan Urf Tarkulva,1935
182,Siddharthnagar,88191,Bhatgawa,2122
182,Siddharthnagar,88516,Bhatgawan,2126
160,Kushinagar,74133,Bhathahi Buzurg,1892
160,Kushinagar,74134,Bhathahi Daria Tola,1892
160,Kushinagar,74135,Bhathahi Khurd,1892
160,Kushinagar,74136,Bhathawa,1892
178,Sant Kabir Nagar,85909,Bhatpar,2086
178,Sant Kabir Nagar,86245,Bhatpara,2091
179,Bhadohi,267527,Bhatpurwa,2093
147,Gonda,297437,Bhatpurwa,1750
147,Gonda,297453,Bhatpurwa,1736
181,Shrawasti,268808,Bhatpurwkla,2113
129,Bara Banki,52439,Bhatthiya,1537
160,Kushinagar,74586,Bhatwalia,1899
179,Bhadohi,266504,Bhauthar,2092
129,Bara Banki,51576,Bhavaniyapur Khewli,1525
179,Bhadohi,86558,Bhavapur N. Baragaon,2095
182,Siddharthnagar,273852,Bhavari,2118
160,Kushinagar,74738,Bhavpur,1901
182,Siddharthnagar,88289,Bhavpur,2123
178,Sant Kabir Nagar,85699,Bhawani Gara,2083
164,Mahrajganj,76794,Bhawanipur,1934
164,Mahrajganj,76934,Bhawantnagar,1936
659,Sambhal,297381,Bhawawala,1592
179,Bhadohi,266211,Bhawnath Patti,2093
182,Siddharthnagar,88660,Bhawpur,2128
182,Siddharthnagar,87990,Bhawpur Urf Gulari,2119
129,Bara Banki,52052,Bhayara,1532
178,Sant Kabir Nagar,85771,Bhedaura Pikaura,2084
129,Bara Banki,52440,Bhediya,1537
164,Mahrajganj,76720,Bhediya,1933
178,Sant Kabir Nagar,268911,Bheeti Hardo,2086
178,Sant Kabir Nagar,85772,Bhela Kharg Kala,2084
129,Bara Banki,268072,Bhenduva Brahmanan,1525
129,Bara Banki,268626,Bhetmuwa,1530
171,Moradabad,297294,Bhikanpur Baga,2001
178,Sant Kabir Nagar,268350,Bhikha Dand,2084
147,Gonda,297433,Bhikhampur,1750
181,Shrawasti,87652,Bhikharipur Masahi,2114
181,Shrawasti,87850,Bhikhpur Tarai,2117
129,Bara Banki,51925,Bhikhra,1530
129,Bara Banki,52648,Bhilwal,1540
179,Bhadohi,86743,Bhim Senpur,2097
178,Sant Kabir Nagar,86055,Bhin Khoini Khurd,2088
160,Kushinagar,74588,Bhisvalala,1899
164,Mahrajganj,76498,Bhiswa,1930
160,Kushinagar,74813,Bhiswa Mathia Dinrao,1902
182,Siddharthnagar,274004,Bhita Nankar,2120
164,Mahrajganj,76360,Bhitauli,1928
129,Bara Banki,51760,Bhitauli Khurd,1528
129,Bara Banki,51926,Bhitaura,1530
129,Bara Banki,52441,Bhitaura Lakhan,1537
129,Bara Banki,269555,Bhithaura,1535
178,Sant Kabir Nagar,85773,Bhitia,2084
178,Sant Kabir Nagar,85990,Bhitia Kalan,2087
182,Siddharthnagar,270383,Bhitiya,2126
182,Siddharthnagar,88605,Bhitpara,2127
129,Bara Banki,52649,Bhitri,1540
129,Bara Banki,272985,Bhitura,1526
659,Sambhal,297323,Bhojarajpur,1586
659,Sambhal,297321,Bhojpur,1586
147,Gonda,297356,Bholajot,1748
171,Moradabad,297224,Bhoor,2000
171,Moradabad,297312,Bhoora,1998
171,Moradabad,297308,Bhoorabaas,1998
147,Gonda,297332,Bhopalpur,1748
182,Siddharthnagar,88290,Bhoplapur,2123
164,Mahrajganj,272492,Bhotaha,1929
164,Mahrajganj,268169,Bhotha,1933
182,Siddharthnagar,88662,Bhrthna,2128
147,Gonda,297491,Bhudkudi,1748
129,Bara Banki,51639,Bhuhera,1526
160,Kushinagar,271260,Bhui Sohara,1904
178,Sant Kabir Nagar,85911,Bhujaini,2086
182,Siddharthnagar,273851,Bhujrai,2118
160,Kushinagar,74739,Bhuli Agarwa,1901
179,Bhadohi,86642,Bhuraki,2096
179,Bhadohi,86643,Bhusaula,2096
182,Siddharthnagar,274047,Bhusaulamafi,2127
164,Mahrajganj,76361,Bhuwana,1928
164,Mahrajganj,76362,Bhuwani,1928
129,Bara Banki,267392,Bibia Pur,1527
129,Bara Banki,52443,Bibipur,1537
129,Bara Banki,52445,Bibiyapur Ghat,1537
147,Gonda,297394,Bibiyapur Gonsai,1738
129,Bara Banki,52444,Bibiyapur Thana,1537
659,Sambhal,297313,Bichapuri Sailab,1586
158,Kaushambi,299393,Bichhaura,1875
125,Bahraich,302484,Bichhia,1483
179,Bhadohi,86560,Bichhiya,2095
129,Bara Banki,52340,Bichhlakha,1535
160,Kushinagar,74068,Bichpatwa,1891
181,Shrawasti,87586,Biduhni,2113
178,Sant Kabir Nagar,86247,Bigra Aual,2091
178,Sant Kabir Nagar,86248,Bigrameer,2091
160,Kushinagar,74884,Bihar Buzurg,1903
160,Kushinagar,74885,Bihar Khurd,1903
147,Gonda,297465,Bihata Halbal,1743
179,Bhadohi,86744,Bihiyapur,2097
129,Bara Banki,51842,Bihura,1529
160,Kushinagar,74814,Bijai Kaf,1902
160,Kushinagar,74069,Bijaipur Dakhin Patti,1891
160,Kushinagar,74070,Bijaipur Uttar Patti,1891
171,Moradabad,297258,Bijayrampur,2006
129,Bara Banki,52580,Bijhla,1539
179,Bhadohi,266373,Bijla,2094
129,Bara Banki,269876,Bikar,1528
129,Bara Banki,52515,Bikauli,1538
129,Bara Banki,51844,Bilauli Hazratpur,1529
129,Bara Banki,51843,Bilauli Mahraj,1529
129,Bara Banki,51703,Bilhari Babuapur,1527
171,Moradabad,297365,Binawala,2003
129,Bara Banki,52581,Bindaura Dharthariya,1539
129,Bara Banki,52288,Bindaura Paraspur,1535
129,Bara Banki,268606,Bira Pur,1537
164,Mahrajganj,76363,Biracha,1928
164,Mahrajganj,76364,Birachi,1928
129,Bara Banki,52516,Birauli,1538
182,Siddharthnagar,88133,Birdpur N0.11,2121
182,Siddharthnagar,88135,Birdpur No.10,2121
182,Siddharthnagar,88136,Birdpur No.13,2121
182,Siddharthnagar,88759,Birdpur No.14,2129
182,Siddharthnagar,88137,Birdpur No.2,2121
182,Siddharthnagar,88138,Birdpur No.4,2121
182,Siddharthnagar,88139,Birdpur No.5,2121
182,Siddharthnagar,88140,Birdpur No.6,2121
182,Siddharthnagar,88141,Birdpur No.7,2121
182,Siddharthnagar,88144,Birdpur No3,2121
182,Siddharthnagar,88145,Birdpurno.1,2121
181,Shrawasti,87851,Birpur Bagahi,2117
182,Siddharthnagar,273693,Birpur Ratanpur,2122
160,Kushinagar,74740,Birwat Komwalia,1901
129,Bara Banki,52164,Bisai,1533
178,Sant Kabir Nagar,85991,Bisauwa,2087
179,Bhadohi,86457,Bishapur,2094
160,Kushinagar,74137,Bishun Pura,1892
181,Shrawasti,87853,Bishunapur Padvaliya,2117
182,Siddharthnagar,88607,Bishunpur,2127
160,Kushinagar,74071,Bishunpur Baria Patti,1891
164,Mahrajganj,76426,Bishunpur Fulwaria,1929
164,Mahrajganj,76365,Bishunpur Gaburuya,1928
164,Mahrajganj,76427,Bishunpur Kurthiya,1929
160,Kushinagar,267095,Bishunpur Raja,1892
164,Mahrajganj,76634,Bishunpura,1932
160,Kushinagar,74957,Bishunpura Buzurg,1904
178,Sant Kabir Nagar,85912,Bishwa Nathpur Kala,2086
164,Mahrajganj,76635,Biskhop,1932
181,Shrawasti,87587,Bisunapur,2113
164,Mahrajganj,76284,Bisunpur Adrauna,1926
181,Shrawasti,268931,Bisunpurramnagar,2117
182,Siddharthnagar,88663,Bisunpurwa,2128
178,Sant Kabir Nagar,85913,Bisya Hannu,2086
179,Bhadohi,86346,Bitthalpur,2093
129,Bara Banki,52286,Bitthaura,1535
164,Mahrajganj,76721,Bodna,1933
182,Siddharthnagar,87991,Bohali,2119
129,Bara Banki,51994,Boja,1531
164,Mahrajganj,267107,Bokwa,1929
182,Siddharthnagar,274044,Buda,2121
182,Siddharthnagar,88809,Budapar,2130
164,Mahrajganj,76869,Buddhirampur,1935
182,Siddharthnagar,88054,Buddikhas,2120
178,Sant Kabir Nagar,86249,Budha Kalan,2091
178,Sant Kabir Nagar,86250,Budhan Nagar,2091
129,Bara Banki,52165,Budhana,1533
182,Siddharthnagar,267747,Budhaniya,2124
129,Bara Banki,52290,Budheda,1535
129,Bara Banki,52582,Budhgaura,1539
182,Siddharthnagar,273988,Budhiya Tayar,2120
129,Bara Banki,52651,Budhnapur,1540
129,Bara Banki,52053,Budhwara,1532
147,Gonda,297470,Bukkanpur,1735
164,Mahrajganj,76724,Burhadih Khurd,1933
129,Bara Banki,52291,Burhwal,1535
181,Shrawasti,87854,Buthar,2117
164,Mahrajganj,76636,Chadlaha,1932
160,Kushinagar,74072,Chaf,1891
178,Sant Kabir Nagar,86251,Chagera Mangera,2091
182,Siddharthnagar,88292,Chagrihwa,2123
178,Sant Kabir Nagar,86252,Chaie Kalan,2091
129,Bara Banki,267382,Chaila,1538
181,Shrawasti,273793,Chailahi,2117
160,Kushinagar,74138,Chainpur,1892
164,Mahrajganj,77002,Chainpur,1937
179,Bhadohi,86347,Chak Beera,2093
179,Bhadohi,86459,Chak Bhuidhar,2094
160,Kushinagar,74516,Chak Chintaman,1898
179,Bhadohi,266826,Chak Gumani,2092
171,Moradabad,297276,Chak Hamidpur,1999
179,Bhadohi,267441,Chak Harivansh Bhatan,2094
179,Bhadohi,266229,Chak Jurawan,2093
179,Bhadohi,86645,Chak Kishundas,2096
171,Moradabad,297337,Chak Lohra,1997
182,Siddharthnagar,88195,Chak Majhari,2122
179,Bhadohi,86349,Chak Niranjan,2093
179,Bhadohi,266475,Chak Sahab,2096
179,Bhadohi,86647,Chak Sundar,2096
179,Bhadohi,266452,Chak Todar,2096
171,Moradabad,297348,Chakarpur,1997
129,Bara Banki,51928,Chakaura,1530
182,Siddharthnagar,88196,Chakchai,2122
164,Mahrajganj,76637,Chakdah,1932
160,Kushinagar,74343,Chakdaiya,1895
160,Kushinagar,271646,Chakhani Dukhi Mishra,1903
160,Kushinagar,74887,Chakhani Khas,1903
160,Kushinagar,74519,Chakhnipuran Chhapra,1898
160,Kushinagar,74590,Chakia,1899
178,Sant Kabir Nagar,86133,Chakia,2089
152,Jaunpur,299246,Chakmahan,1822
147,Gonda,297441,Chakpan,1750
181,Shrawasti,268792,Chakrabhandar,2113
129,Bara Banki,51995,Chaksar,1531
152,Jaunpur,299260,Chaktali,1823
181,Shrawasti,87727,Chakwa,2115
659,Sambhal,297384,Chamarpura,1592
178,Sant Kabir Nagar,86253,Chamarsan,2091
182,Siddharthnagar,274153,Champapur,2119
129,Bara Banki,51705,Chamrauli,1527
179,Bhadohi,267446,Chanaipur,2094
182,Siddharthnagar,88760,Chanar Gaddi,2129
182,Siddharthnagar,274070,Chandai,2119
659,Sambhal,297169,Chandan Kati Chuha,1995
178,Sant Kabir Nagar,268130,Chandani,2083
164,Mahrajganj,268527,Chandanpur,1926
178,Sant Kabir Nagar,271159,Chandapar,2088
129,Bara Banki,269873,Chandauli,1528
178,Sant Kabir Nagar,86134,Chandauli Mafi,2089
178,Sant Kabir Nagar,268917,Chandhar,2086
179,Bhadohi,266430,Chandi Gahna,2094
178,Sant Kabir Nagar,85703,Chandideeha,2083
129,Bara Banki,52292,Chandnapur,1535
129,Bara Banki,52584,Chandoora,1539
147,Gonda,297457,Chandpur Durga,1743
129,Bara Banki,52583,Chandra Sihali,1539
147,Gonda,297478,Chandradeep Ghat,1735
160,Kushinagar,74888,Chandravta,1903
147,Gonda,297427,Chandsuha,1749
129,Bara Banki,52448,Chandupur,1537
129,Bara Banki,267204,Chandwal,1529
129,Bara Banki,52054,Chandwara,1532
129,Bara Banki,51581,Chaori Aladadpur,1525
178,Sant Kabir Nagar,85839,Chapara Purbi,2085
160,Kushinagar,74889,Chappra Ahirauli,1903
160,Kushinagar,74208,Chara Gaha,1893
182,Siddharthnagar,274073,Charigava,2119
182,Siddharthnagar,88665,Charthari,2128
171,Moradabad,297211,Chatkali,2000
182,Siddharthnagar,273884,Chatva,2118
129,Bara Banki,51930,Chaubeesi,1530
160,Kushinagar,74073,Chaubia Patkhauli,1891
164,Mahrajganj,266790,Chauka,1927
182,Siddharthnagar,88197,Chaukaniya,2122
129,Bara Banki,52517,Chaukhandi,1538
164,Mahrajganj,76366,Chaumukha,1928
160,Kushinagar,271781,Chauparia,1899
160,Kushinagar,271676,Chaura Dheerpatti,1899
178,Sant Kabir Nagar,86135,Chaura Kala,2089
160,Kushinagar,74139,Chaura Ram Tawakalshahi,1892
178,Sant Kabir Nagar,85704,Chauri,2083
182,Siddharthnagar,88447,Chauri Khurd,2125
160,Kushinagar,271839,Chawarhi Urf Anjahi,1900
164,Mahrajganj,76935,Chawtarwa,1936
181,Shrawasti,268919,Chaypurwa,2117
129,Bara Banki,51640,Chcharoova,1526
182,Siddharthnagar,88293,Chechraf Buzurg,2123
181,Shrawasti,87656,Chetia Murar,2114
182,Siddharthnagar,273915,Chetiyava,2118
179,Bhadohi,266436,Chetnipur,2094
178,Sant Kabir Nagar,86254,Cheutana,2091
147,Gonda,297166,Chhachhpara Muttwalli,1741
178,Sant Kabir Nagar,85705,Chhadana,2083
160,Kushinagar,74890,Chhahun,1903
179,Bhadohi,86750,Chhanaura,2097
129,Bara Banki,52653,Chhandrauli,1540
178,Sant Kabir Nagar,86255,Chhanguria,2091
178,Sant Kabir Nagar,85775,Chhapawa,2084
178,Sant Kabir Nagar,269411,Chhapia Anand Rai,2091
178,Sant Kabir Nagar,86256,Chhapia Chhitauna,2091
178,Sant Kabir Nagar,86257,Chhapia Mafi,2091
160,Kushinagar,74818,Chhapiya,1902
164,Mahrajganj,76871,Chhapiya,1935
178,Sant Kabir Nagar,86136,Chhapra Maghrabi,2089
164,Mahrajganj,76638,Chhapwa,1932
178,Sant Kabir Nagar,85706,Chharachh,2083
178,Sant Kabir Nagar,86258,Chhata,2091
129,Bara Banki,52449,Chhatauni,1537
129,Bara Banki,268607,Chhataura,1537
160,Kushinagar,267122,Chhatthu Katya,1892
179,Bhadohi,86566,Chhechhua Uparwar,2095
129,Bara Banki,51641,Chheda Nagar,1526
129,Bara Banki,52167,Chhilgawan,1533
178,Sant Kabir Nagar,86059,Chhitahi,2088
164,Mahrajganj,76726,Chhitauna,1933
182,Siddharthnagar,88667,Chhitauna,2128
178,Sant Kabir Nagar,86137,Chhitauni,2089
178,Sant Kabir Nagar,85776,Chhitrapar,2084
164,Mahrajganj,76936,Chhtihi Bujurg,1936
181,Shrawasti,87589,Chichadi,2113
178,Sant Kabir Nagar,85992,Chikaniadeh,2087
129,Bara Banki,269871,Chilauki,1532
178,Sant Kabir Nagar,268918,Chilauna,2086
147,Gonda,297422,Chilbila Mahas,1742
182,Siddharthnagar,88814,Chilhiya,2130
160,Kushinagar,74819,Chilua,1902
179,Bhadohi,86353,Chintamanpur,2093
129,Bara Banki,51929,Chiraiya,1530
160,Kushinagar,74210,Chirgoda,1893
129,Bara Banki,52237,Chirra,1534
160,Kushinagar,74961,Chitaha,1904
182,Siddharthnagar,88056,Chitahi,2120
181,Shrawasti,87728,Chitaipur,2115
182,Siddharthnagar,267618,Chodar,2130
178,Sant Kabir Nagar,86060,Chol Khari,2088
182,Siddharthnagar,266919,Chorai Ditiy,2131
147,Gonda,297302,Chorseeha,1746
182,Siddharthnagar,88057,Chuakhda,2120
171,Moradabad,297352,Chuha Nagla,1997
182,Siddharthnagar,270321,Chuhi Grant,2123
164,Mahrajganj,269496,Chunwatiya,1934
129,Bara Banki,52238,Daalmau,1534
182,Siddharthnagar,88371,Dabara,2124
178,Sant Kabir Nagar,86188,Dabra,2090
178,Sant Kabir Nagar,85840,Dadarwar,2085
181,Shrawasti,87657,Dadauli Bantbara,2114
129,Bara Banki,52293,Dadiya Mau,1535
129,Bara Banki,52056,Dadra,1532
178,Sant Kabir Nagar,85993,Dadra,2087
129,Bara Banki,52518,Dadrauli Bhawanipur,1538
129,Bara Banki,273346,Dafarpur,1533
160,Kushinagar,74140,Dahari Patti,1892
181,Shrawasti,87590,Dahaver Kalan,2113
659,Sambhal,297202,Daheli,2004
129,Bara Banki,52654,Dahila,1540
181,Shrawasti,87591,Dakahi,2113
182,Siddharthnagar,273460,Dakhinahava,2120
160,Kushinagar,271671,Dal Bahadurchhapara,1899
129,Bara Banki,269869,Dallookhera,1526
179,Bhadohi,86355,Dalpatpur,2093
147,Gonda,297464,Dalpatpur,1743
129,Bara Banki,52295,Dalsarai,1535
178,Sant Kabir Nagar,269545,Damruwar,2087
129,Bara Banki,51706,Danapur Kyampur,1527
171,Moradabad,297327,Dandi Durjan,1997
178,Sant Kabir Nagar,269552,Dandia Kalan,2087
129,Bara Banki,51931,Dandupur,1530
179,Bhadohi,86752,Danghar,2097
160,Kushinagar,74742,Daniari,1901
129,Bara Banki,51642,Daniyalpur,1526
182,Siddharthnagar,88671,Danokuinia,2128
129,Bara Banki,51643,Dara Pur,1526
171,Moradabad,297253,Darapur,2006
164,Mahrajganj,76500,Darauli,1930
659,Sambhal,297324,Darauli,1586
129,Bara Banki,51644,Darhara,1526
164,Mahrajganj,76560,Darhata,1931
178,Sant Kabir Nagar,86262,Dari Deeha,2091
178,Sant Kabir Nagar,86263,Dariabad,2091
129,Bara Banki,52519,Darigapur,1538
659,Sambhal,297304,Dariyapur Band,1994
178,Sant Kabir Nagar,268923,Darua Japti Adalat,2086
178,Sant Kabir Nagar,268934,Darua Japti Mafi,2086
164,Mahrajganj,268391,Darwar Bujurg,1936
179,Bhadohi,86568,Darwasi,2095
160,Kushinagar,74074,Dasahwa,1891
178,Sant Kabir Nagar,86264,Dasawan,2091
164,Mahrajganj,76428,Dashrath Pur,1929
129,Bara Banki,52586,Dashwantpur,1539
129,Bara Banki,51932,Dataoli Chanda,1530
129,Bara Banki,52296,Datauli,1535
129,Bara Banki,51645,Daud Pur,1526
129,Bara Banki,51761,Daudpur,1528
129,Bara Banki,52587,Daulatpur,1539
129,Bara Banki,52655,Daulatpur,1540
147,Gonda,297188,Daulatpur,1741
129,Bara Banki,269867,Daulatpur Mohabbatpur,1531
182,Siddharthnagar,88199,Deaipar,2122
179,Bhadohi,86569,Deeghuparwar,2095
129,Bara Banki,52454,Deen Panah,1537
171,Moradabad,297263,Dehri Jumman,1999
179,Bhadohi,266480,Dehriya Dayaram,2096
129,Bara Banki,52000,Dehuva,1531
160,Kushinagar,74891,Deo Pokhar,1903
178,Sant Kabir Nagar,85707,Deokali,2083
178,Sant Kabir Nagar,269712,Deokali Khurd,2088
160,Kushinagar,269702,Deorajpur,1897
178,Sant Kabir Nagar,268367,Deoria,2084
178,Sant Kabir Nagar,85918,Deoria Ganga,2086
178,Sant Kabir Nagar,86267,Deoria Nasir,2091
160,Kushinagar,74593,Deoria Pandey,1899
164,Mahrajganj,76873,Dervan,1935
129,Bara Banki,51763,Deshi Mustafabad,1528
178,Sant Kabir Nagar,85919,Deuri,2086
164,Mahrajganj,268744,Deurwa,1931
179,Bhadohi,267430,Devajeetpur,2096
147,Gonda,297161,Devariya Churamani,1741
164,Mahrajganj,76639,Devghatti,1932
129,Bara Banki,52656,Devipur,1540
164,Mahrajganj,76797,Devipur,1934
129,Bara Banki,52058,Devkaaliya,1532
129,Bara Banki,51583,Devkali,1525
129,Bara Banki,52452,Devkali,1537
129,Bara Banki,269866,Devkalia,1528
178,Sant Kabir Nagar,85777,Devlasa,2084
182,Siddharthnagar,88609,Devpur Masjidia,2127
147,Gonda,297378,Devrahna,1748
178,Sant Kabir Nagar,85841,Devri,2085
178,Sant Kabir Nagar,85708,Dewapar Khas,2083
182,Siddharthnagar,88672,Dewaria,2128
182,Siddharthnagar,88866,Dewlaha Grant,2131
129,Bara Banki,267244,Dhadhara,1533
129,Bara Banki,51855,Dhadhsi,1529
178,Sant Kabir Nagar,86062,Dhai Pokhar,2088
659,Sambhal,297281,Dhakasaheed,1994
129,Bara Banki,51646,Dhakauli,1526
129,Bara Banki,52588,Dhakawa,1539
182,Siddharthnagar,88452,Dhamaura,2125
129,Bara Banki,51847,Dhamsadh,1529
147,Gonda,297404,Dhamsara,1739
160,Kushinagar,271249,Dhanaha,1902
129,Bara Banki,51584,Dhanauli Misraan,1525
182,Siddharthnagar,274087,Dhanaura Bujurg,2119
182,Siddharthnagar,88294,Dhandhara,2123
182,Siddharthnagar,270357,Dhangadava,2126
164,Mahrajganj,76367,Dhangari,1928
164,Mahrajganj,76333,Dhani,1927
178,Sant Kabir Nagar,86063,Dhanjaul,2088
164,Mahrajganj,76798,Dhankhari,1934
182,Siddharthnagar,88201,Dhankharpur,2122
181,Shrawasti,87856,Dhannidih,2117
182,Siddharthnagar,88061,Dhanohari,2120
147,Gonda,297305,Dhanohari,1746
147,Gonda,297413,Dhanuhi,1747
171,Moradabad,297245,Dhanupura,2002
129,Bara Banki,52001,Dhaorhara,1531
179,Bhadohi,266438,Dhara Vishwambharpatti,2095
178,Sant Kabir Nagar,268935,Dharaichi,2086
147,Gonda,297416,Dharampur,1742
160,Kushinagar,74594,Dharampur Buzurg,1899
178,Sant Kabir Nagar,269423,Dharampura,2091
659,Sambhal,297307,Dharangpur,1994
129,Bara Banki,52059,Dharauli,1532
164,Mahrajganj,76286,Dhareacha,1926
147,Gonda,297485,Dharmdaspur,1737
160,Kushinagar,74075,Dharmpur Parwat,1891
160,Kushinagar,74596,Dharni Chhapar,1899
129,Bara Banki,51765,Dharsanda,1528
129,Bara Banki,269864,Dharsania,1526
129,Bara Banki,268057,Dharupur,1525
129,Bara Banki,267136,Dhasariya,1538
129,Bara Banki,52297,Dhaukharia,1535
178,Sant Kabir Nagar,85922,Dhaurahara,2086
182,Siddharthnagar,88202,Dhaurahara,2122
160,Kushinagar,74963,Dhaurahara Abadkari,1904
182,Siddharthnagar,88521,Dhaurahramai Parsadikhas,2126
129,Bara Banki,52171,Dhaurhara,1533
182,Siddharthnagar,88761,Dhauri Kuiya,2129
129,Bara Banki,51766,Dhaurmau,1528
182,Siddharthnagar,274076,Dhebruva,2119
129,Bara Banki,52451,Dhedhiya,1537
178,Sant Kabir Nagar,85923,Dheluakhor,2086
129,Bara Banki,242784,Dhema,1525
164,Mahrajganj,76728,Dhesho,1933
178,Sant Kabir Nagar,86191,Dhobaha,2090
182,Siddharthnagar,88523,Dhobha Mustahkam,2126
182,Siddharthnagar,88524,Dhobhi,2126
178,Sant Kabir Nagar,85710,Dhodya,2083
160,Kushinagar,74076,Dhokaraha,1891
160,Kushinagar,74522,Dholha,1898
160,Kushinagar,271423,Dhumpatti,1901
129,Bara Banki,51592,Dhunauli Khas,1525
160,Kushinagar,74145,Dhundhwalia,1892
178,Sant Kabir Nagar,269290,Dhurahra,2090
160,Kushinagar,74345,Dhuria,1895
160,Kushinagar,74893,Dhuria Emiliya,1903
160,Kushinagar,271657,Dhuria Hata,1903
164,Mahrajganj,76431,Dhuswa Kala,1929
179,Bhadohi,86359,Dighawat,2093
178,Sant Kabir Nagar,86270,Dighwa,2091
181,Shrawasti,87593,Digura Jot,2113
164,Mahrajganj,76799,Diguri,1934
178,Sant Kabir Nagar,86139,Dihwa,2089
181,Shrawasti,268840,Dikra,2114
129,Bara Banki,51588,Dilauna,1525
129,Bara Banki,52172,Dingari,1533
659,Sambhal,297275,Dodhi,1994
164,Mahrajganj,76641,Dogahra,1932
160,Kushinagar,74077,Doihara,1891
182,Siddharthnagar,88062,Dokam Aagya,2120
164,Mahrajganj,76730,Doma,1933
181,Shrawasti,87857,Domai,2117
160,Kushinagar,74744,Domath,1901
164,Mahrajganj,76800,Domra,1934
182,Siddharthnagar,273983,Domsara,2120
181,Shrawasti,87659,Doob Kalan,2114
182,Siddharthnagar,88455,Dubai,2125
160,Kushinagar,74146,Dubauli,1892
164,Mahrajganj,76288,Dubauliya,1926
160,Kushinagar,74746,Dubha,1901
182,Siddharthnagar,88677,Dubhara,2128
178,Sant Kabir Nagar,86271,Dudhara,2091
182,Siddharthnagar,88002,Dudhawaniya Buzurg,2119
178,Sant Kabir Nagar,85778,Dudhra,2084
129,Bara Banki,273315,Dufrauli,1527
178,Sant Kabir Nagar,268762,Dughra Urf Khaira,2085
179,Bhadohi,86571,Duguna Uparwar,2095
178,Sant Kabir Nagar,85844,Duhia Kala,2085
178,Sant Kabir Nagar,85845,Duhia Khurd,2085
179,Bhadohi,266493,Duhiya,2097
182,Siddharthnagar,273939,Dulahi,2125
