district_code,district_name,gram_panchayat_code,gram_panchayat_name,parent_kp_code
169,Meerut,79004,Aad,1973
129,Bara Banki,51981,Aadampur Bhatpura,1531
129,Bara Banki,51916,Aalapur,1530
129,Bara Banki,52227,Aalhan Mau,1534
129,Bara Banki,52566,Aalhemau,1539
171,Moradabad,297299,Aari Khera,1998
171,Moradabad,297178,Ababakpur,2002
129,Bara Banki,51980,Abdulla Pur,1531
171,Moradabad,297284,Abdullapur,2001
129,Bara Banki,51830,Achaicha,1529
164,Mahrajganj,266923,Achalgarh,1929
179,Bhadohi,86326,Achhawar,2093
129,Bara Banki,52272,Achhechha,1535
178,Sant Kabir Nagar,86040,Achhti,2088
171,Moradabad,297207,Adampur,2000
164,Mahrajganj,76784,Adbadhwa,1934
129,Bara Banki,242780,Adra,1527
181,Shrawasti,87714,Aelahwa,2115
129,Bara Banki,51692,Agaanpur,1527
129,Bara Banki,52273,Agaanpur,1535
129,Bara Banki,52150,Agasand,1533
182,Siddharthnagar,267594,Agaya,2130
147,Gonda,297480,Agaya Bujurg,1735
182,Siddharthnagar,88126,Agaya Khurd,2121
178,Sant Kabir Nagar,86173,Agiauna,2090
164,Mahrajganj,76487,Agya,1930
164,Mahrajganj,76925,Agya,1936
182,Siddharthnagar,88359,Ahari,2124
160,Kushinagar,74944,Ahernwa,1904
182,Siddharthnagar,87978,Ahiraula,2119
164,Mahrajganj,76621,Ahirauli,1932
160,Kushinagar,266683,Ahirauli,1891
160,Kushinagar,74726,Ahirauli Dan,1901
160,Kushinagar,271633,Ahirauli Hanuman Singh,1903
178,Sant Kabir Nagar,269396,Ahirauli II,2091
182,Siddharthnagar,274029,Ahirauli Padari,2120
160,Kushinagar,271632,Ahirauli Raja,1903
129,Bara Banki,51917,Ahirgaon,1530
181,Shrawasti,87839,Ahlad Nagar,2117
129,Bara Banki,51567,Ahmedpur,1525
179,Bhadohi,86631,Ainachh,2096
147,Gonda,297429,Ajabnagar,1750
129,Bara Banki,52228,Ajayi Mau,1534
179,Bhadohi,86439,Ajaypur,2094
129,Bara Banki,51754,Ajgana,1528
659,Sambhal,297223,Ajhara,2004
129,Bara Banki,51982,Ajpura,1531
129,Bara Banki,51983,Akan Pur,1531
129,Bara Banki,52565,Akaona,1539
182,Siddharthnagar,267600,Akara,2130
182,Siddharthnagar,87979,Akarahara,2119
181,Shrawasti,87574,Akbar Pur,2113
129,Bara Banki,51693,Akbarpur,1527
129,Bara Banki,52506,Akbarpur,1538
181,Shrawasti,87715,Akbarpur,2115
129,Bara Banki,52044,Akbarpur Dhanethi,1532
182,Siddharthnagar,273850,Akdengwa,2118
129,Bara Banki,52151,Akhaipur,1533
129,Bara Banki,52644,Akhaiya Pur,1540
147,Gonda,297401,Akhdaira,1739
659,Sambhal,297240,Akhtyarpur Taga,2005
182,Siddharthnagar,88503,Akolhiya,2126
179,Bhadohi,86632,Akorha,2096
129,Bara Banki,268493,Aladadpur,1540
129,Bara Banki,51984,Alampur Gyaspur,1531
164,Mahrajganj,76926,Aldahiya Mahdeva,1936
129,Bara Banki,52507,Alinagar,1538
181,Shrawasti,268303,Alinagar,2113
147,Gonda,297475,Alinagar,1735
181,Shrawasti,273838,Alinagar Dharam Nagar,2115
171,Moradabad,297315,Alipur Jeondera,1998
129,Bara Banki,51694,Aliyabad,1527
129,Bara Banki,266872,Allahapur Bharali,1529
129,Bara Banki,52274,Allapur Ranimau,1535
179,Bhadohi,266198,Almau,2093
179,Bhadohi,86328,Alua,2093
129,Bara Banki,268541,Aluwa Mau,1537
164,Mahrajganj,76622,Amahwa,1932
182,Siddharthnagar,270419,Amanankar,2126
178,Sant Kabir Nagar,85759,Amar Dobha,2084
129,Bara Banki,52508,Amara Devi,1538
181,Shrawasti,87575,Amare Bhariya,2113
178,Sant Kabir Nagar,86174,Amarha,2090
181,Shrawasti,266783,Amarhwa,2117
182,Siddharthnagar,88360,Amariya,2124
659,Sambhal,297391,Amarpur,1592
129,Bara Banki,52224,Amarsanda,1533
160,Kushinagar,74867,Amarwa Buzurg,1903
182,Siddharthnagar,88038,Amauli Ikdanga,2120
164,Mahrajganj,76851,Amava,1935
178,Sant Kabir Nagar,85680,Amawa,2083
129,Bara Banki,266914,Amawa,1533
179,Bhadohi,86440,Amawa Khurd,2094
129,Bara Banki,52045,Ambaur,1532
129,Bara Banki,52046,Amdaha,1532
182,Siddharthnagar,88595,Amhat,2127
129,Bara Banki,242781,Amhiya,1525
129,Bara Banki,52275,Amlora,1535
178,Sant Kabir Nagar,271153,Ammadei,2088
147,Gonda,297406,Amodawa,1739
129,Bara Banki,52277,Amoli Kalan,1535
129,Bara Banki,52276,Amoli Kiratpur,1535
164,Mahrajganj,76703,Amra Urf Jhulnipur,1933
129,Bara Banki,52568,Amrai Gaon,1539
164,Mahrajganj,269255,Amroha,1928
164,Mahrajganj,269078,Amsahan,1928
129,Bara Banki,52431,Amserwa,1537
179,Bhadohi,86329,Amva Mafi,2093
181,Shrawasti,87717,Amwa,2115
160,Kushinagar,74060,Amwa Khas,1891
160,Kushinagar,74870,Amwa Mehant,1903
160,Kushinagar,74119,Amwa Sri Dubey,1892
160,Kushinagar,74061,Amwadiger,1891
178,Sant Kabir Nagar,268907,Anaie,2086
179,Bhadohi,86441,Anangpur,2094
160,Kushinagar,74798,Anantpur,1902
129,Bara Banki,268550,Andau Mau,1530
181,Shrawasti,87576,Andhar Purwa,2113
160,Kushinagar,74569,Andhari Bari,1899
160,Kushinagar,74332,Andhya,1895
164,Mahrajganj,270983,Andhya,1935
129,Bara Banki,52434,Andka,1537
182,Siddharthnagar,273970,Anduva Sanichara,2120
129,Bara Banki,52278,Anoop Ganj,1535
178,Sant Kabir Nagar,86176,Antari Nankar,2090
129,Bara Banki,52152,Anwari,1533
182,Siddharthnagar,88167,Aoratal,2122
164,Mahrajganj,270737,Araji Sarkar Urf Bairiyahwa,1932
160,Kushinagar,74447,Arak Pur,1897
164,Mahrajganj,268227,Ardauna,1933
164,Mahrajganj,76544,Arnahavan,1931
182,Siddharthnagar,269696,Arni,2122
182,Siddharthnagar,274065,Arri,2119
129,Bara Banki,268231,Arsanda,1534
129,Bara Banki,52435,Arui,1537
129,Bara Banki,52229,Aruwa,1534
129,Bara Banki,268583,Asada Mau,1537
659,Sambhal,297297,Asagareepur,1994
182,Siddharthnagar,273976,Asanahara Mafi,2120
129,Bara Banki,52436,Asandra,1537
129,Bara Banki,52437,Asauri,1537
129,Bara Banki,51568,Asena,1525
129,Bara Banki,242242,Aseni,1526
178,Sant Kabir Nagar,85819,Asharafpur,2085
178,Sant Kabir Nagar,86238,Asharafpur,2091
129,Bara Banki,269613,Ashokpur,1535
129,Bara Banki,52279,Ashokpur Chachusarai,1535
160,Kushinagar,74120,Asmanpur,1892
182,Siddharthnagar,87910,Asogawa,2118
182,Siddharthnagar,88647,Asogawa,2128
160,Kushinagar,74121,Asogawa Khurd,1892
129,Bara Banki,51831,Asohana,1529
129,Bara Banki,52230,Aswa,1534
178,Sant Kabir Nagar,85681,Ata Kala,2083
129,Bara Banki,268180,Atarsuiya,1534
160,Kushinagar,74449,Atharaha,1897
182,Siddharthnagar,267612,Atkoniya,2130
178,Sant Kabir Nagar,269688,Atraulia Urf Mathia,2088
182,Siddharthnagar,267604,Atri,2130
129,Bara Banki,269883,Atwa,1526
129,Bara Banki,51755,Atwatmau,1528
182,Siddharthnagar,87981,Audahi Kala,2119
178,Sant Kabir Nagar,85820,Aura Dand,2085
182,Siddharthnagar,87982,Aurahawa,2119
178,Sant Kabir Nagar,85682,Aurahi,2083
164,Mahrajganj,76785,Aurahiya,1934
182,Siddharthnagar,88277,Aurahwa,2123
179,Bhadohi,86330,Aurai,2093
181,Shrawasti,87644,Auraia Nidhan,2114
181,Shrawasti,87645,Auraiya Tikai,2114
178,Sant Kabir Nagar,85683,Aurangabad,2083
179,Bhadohi,86331,Aurangabad,2093
164,Mahrajganj,76545,Auratar,1931
182,Siddharthnagar,88169,Ausan Kuiyan,2122
164,Mahrajganj,76786,Ausani,1934
160,Kushinagar,74122,Avarwa Safiganja,1892
129,Bara Banki,51696,Avsher Garh,1527
182,Siddharthnagar,88648,Ayar,2128
659,Sambhal,297230,Azeemabaad,2004
160,Kushinagar,74450,Aziz Nagar,1897
129,Bara Banki,52232,Baans Gaon,1534
164,Mahrajganj,76852,Babhanauli Bujurg,1935
181,Shrawasti,87840,Babhani,2117
182,Siddharthnagar,269398,Babhani,2128
164,Mahrajganj,268535,Babhani Bujurg,1926
147,Gonda,297359,Babhani Sarai,1748
164,Mahrajganj,76489,Babhnauli,1930
178,Sant Kabir Nagar,85822,Babhnauli,2085
164,Mahrajganj,270859,Babhni,1932
182,Siddharthnagar,88170,Babhnimaphi,2122
129,Bara Banki,52645,Babuapur,1540
160,Kushinagar,74947,Babuia Harpur,1904
129,Bara Banki,51569,Baburi Gaon,1525
129,Bara Banki,51756,Baburi Gaon,1528
182,Siddharthnagar,88750,Bachara Bachari,2129
178,Sant Kabir Nagar,86128,Bachchaipur,2089
164,Mahrajganj,76278,Bachgangpur,1926
129,Bara Banki,52050,Bada Gaon,1532
129,Bara Banki,52160,Badagaon,1533
164,Mahrajganj,266980,Badahara Vishwambhapur,1929
178,Sant Kabir Nagar,85684,Badahra,2083
164,Mahrajganj,268445,Badahra Raja,1930
164,Mahrajganj,268713,Badahra Vaidya,1931
179,Bhadohi,266494,Badalipur,2097
129,Bara Banki,51697,Badanpur,1527
129,Bara Banki,52280,Badanpur,1535
659,Sambhal,297244,Badanpur Basai,2005
182,Siddharthnagar,88649,Badauli Kala,2128
178,Sant Kabir Nagar,85823,Badgo,2085
164,Mahrajganj,76853,Badhara Baraipar,1935
182,Siddharthnagar,88043,Badhara Bishunpur,2120
179,Bhadohi,86446,Badhauna,2094
182,Siddharthnagar,273978,Badhaya,2120
129,Bara Banki,51919,Badhna Pur,1530
160,Kushinagar,271786,Badhwaliya Buzurg,1899
178,Sant Kabir Nagar,85761,Badhya,2084
182,Siddharthnagar,88505,Badhya,2126
179,Bhadohi,86447,Badi,2094
147,Gonda,297430,Badkuinya,1750
129,Bara Banki,52512,Bado Sarai,1538
129,Bara Banki,268127,Badshahpur,1534
160,Kushinagar,74123,Badurawa,1892
182,Siddharthnagar,88424,Badurgahna,2125
129,Bara Banki,52652,Badwal,1540
659,Sambhal,297206,Bagadpur Imma,2004
160,Kushinagar,74873,Bagahi,1903
164,Mahrajganj,76987,Bagahi,1937
178,Sant Kabir Nagar,86129,Bagahi,2089
181,Shrawasti,87577,Bagahi,2113
147,Gonda,297269,Bagahi,1740
164,Mahrajganj,76490,Bagapar,1930
182,Siddharthnagar,88172,Bagdihwa,2122
129,Bara Banki,52231,Baghauli,1534
178,Sant Kabir Nagar,85685,Baghauli,2083
129,Bara Banki,52048,Baghaura,1532
178,Sant Kabir Nagar,86239,Baghnagar,2091
182,Siddharthnagar,88651,Baghni Nankar,2128
178,Sant Kabir Nagar,85686,Baghua,2083
160,Kushinagar,271160,Baglaha,1898
181,Shrawasti,274190,Bagnha,2113
147,Gonda,297209,Bagulahi,1740
182,Siddharthnagar,88280,Bagulahwa Grant,2123
181,Shrawasti,87646,Bagwani,2114
659,Sambhal,297219,Bahadarpur Sarai,2004
129,Bara Banki,51632,Bahadur Pur,1526
659,Sambhal,297183,Bahadurnagar,1995
129,Bara Banki,52646,Bahadurpur,1540
160,Kushinagar,74728,Bahadurpur,1901
182,Siddharthnagar,88508,Bahadurpur,2126
164,Mahrajganj,76705,Baharauli,1933
659,Sambhal,297237,Bahaudeenpur,2005
178,Sant Kabir Nagar,85687,Bahilpar,2083
659,Sambhal,297180,Bahjoi Dehat,1995
160,Kushinagar,74570,Bahorapur,1899
164,Mahrajganj,76409,Bahorpur,1929
659,Sambhal,297184,Bahpur Patti Prahalad,1995
178,Sant Kabir Nagar,85824,Bahra Dandi,2085
164,Mahrajganj,76788,Bahrampur,1934
129,Bara Banki,52156,Bahrauli,1533
129,Bara Banki,51579,Bahrela Deeh,1525
160,Kushinagar,74949,Bahu Parna,1904
129,Bara Banki,52647,Bahuta,1540
179,Bhadohi,86735,Bahuta Chakdahi,2097
164,Mahrajganj,268081,Bahuwar Khurd,1933
164,Mahrajganj,76789,Baida,1934
182,Siddharthnagar,267748,Baidauli,2124
147,Gonda,297483,Baidauli,1737
160,Kushinagar,74199,Baidauli Mahua Dih,1893
160,Kushinagar,74571,Baij Nathpur,1899
178,Sant Kabir Nagar,85825,Baij Nathpur,2085
164,Mahrajganj,76491,Baijnath Pur Kala,1930
164,Mahrajganj,76410,Baijnath Urf Charka,1929
164,Mahrajganj,76790,Baijudehra,1934
160,Kushinagar,271294,Baijupatti,1904
164,Mahrajganj,76625,Baikunthpur,1932
178,Sant Kabir Nagar,85826,Baikunthpur,2085
164,Mahrajganj,268339,Baikunthpur,1936
129,Bara Banki,52157,Baina Tikar Har,1533
179,Bhadohi,86332,Baira Khas,2093
147,Gonda,297418,Bairampur,1742
659,Sambhal,297158,Bairi Khera,1996
160,Kushinagar,74800,Bairia,1902
164,Mahrajganj,76854,Bairiya,1935
164,Mahrajganj,76411,Bairwa Bankatwa,1929
164,Mahrajganj,76412,Bairwa Chandanpur,1929
164,Mahrajganj,76413,Bairwa Jungle,1929
164,Mahrajganj,76328,Baisar,1927
129,Bara Banki,266926,Baisara,1529
164,Mahrajganj,76855,Baiswar,1935
164,Mahrajganj,76707,Baithavaliya,1933
182,Siddharthnagar,88128,Bajaha,2121
164,Mahrajganj,76708,Bajaha Urf Ahirauli,1933
164,Mahrajganj,76709,Bajahi,1933
129,Bara Banki,52158,Bajgahani,1533
178,Sant Kabir Nagar,269399,Bajhara,2091
129,Bara Banki,268091,Bajpur,1525
182,Siddharthnagar,88283,Bajrabhari,2123
164,Mahrajganj,76280,Bajraha Sonbarsa,1926
178,Sant Kabir Nagar,268090,Bakaha,2083
182,Siddharthnagar,88425,Bakainia,2125
164,Mahrajganj,76414,Bakainia Harriya,1929
178,Sant Kabir Nagar,85688,Bakar Ganj,2083
147,Gonda,297214,Bakharawa,1740
147,Gonda,297421,Bakhriha,1742
181,Shrawasti,87842,Bakwa,2117
164,Mahrajganj,76710,Balahi Khor,1933
178,Sant Kabir Nagar,85828,Balampur,2085
181,Shrawasti,87843,Balanpur Basantpur,2117
129,Bara Banki,51987,Balchhat,1531
160,Kushinagar,74572,Baldiha,1899
178,Sant Kabir Nagar,85762,Balepar,2084
164,Mahrajganj,267165,Bali,1933
129,Bara Banki,268563,Bali Gerawan,1530
160,Kushinagar,74124,Baliawa,1892
160,Kushinagar,74950,Balkudia,1904
659,Sambhal,297173,Ballampur,1995
129,Bara Banki,268579,Ballasainkhera,1540
164,Mahrajganj,76989,Ballokhash,1937
129,Bara Banki,269603,Ballupur,1539
160,Kushinagar,74874,Balua Shamsher Shahi,1903
160,Kushinagar,271460,Balua Takia,1903
178,Sant Kabir Nagar,85690,Balusasan,2083
182,Siddharthnagar,273878,Baluva,2118
147,Gonda,297363,Baluwa Kakra,1748
160,Kushinagar,271255,Baluwa Rampur Sripal,1902
147,Gonda,297376,Balwant Nagar,1748
182,Siddharthnagar,269829,Bamdei,2120
129,Bara Banki,273310,Bamhanwa,1539
129,Bara Banki,52446,Bamhaura Lodi,1537
129,Bara Banki,51923,Bamhrauli,1530
129,Bara Banki,51833,Banar,1529
129,Bara Banki,52571,Banarki,1539
178,Sant Kabir Nagar,86178,Banauli,2090
160,Kushinagar,74876,Banbeera,1903
129,Bara Banki,51988,Bandagi Pur,1531
129,Bara Banki,52159,Bandaginagar,1533
659,Sambhal,297330,Bandari Kamalgarh,1586
164,Mahrajganj,268666,Bandha,1926
178,Sant Kabir Nagar,86043,Bandhopur,2088
160,Kushinagar,74512,Bandhwa,1898
182,Siddharthnagar,88291,Banduari,2123
178,Sant Kabir Nagar,85975,Bandumar,2087
178,Sant Kabir Nagar,86179,Banethu,2090
129,Bara Banki,51698,Bangaawan,1527
160,Kushinagar,74801,Bangradeuar,1902
182,Siddharthnagar,88428,Banjaraha Buzurg,2125
129,Bara Banki,266956,Banjaria,1539
178,Sant Kabir Nagar,269257,Banjaria,2090
178,Sant Kabir Nagar,85691,Banjariya,2083
160,Kushinagar,74731,Banka Khas,1901
179,Bhadohi,86549,Bankat Khas,2095
160,Kushinagar,74125,Bankata Bazar,1892
164,Mahrajganj,76927,Bankati,1936
164,Mahrajganj,271218,Bankatia,1935
182,Siddharthnagar,88431,Bankegaon,2125
182,Siddharthnagar,88366,Banki,2124
129,Bara Banki,52572,Banmau,1539
178,Sant Kabir Nagar,86240,Banni,2091
129,Bara Banki,51834,Banni Sulemabad,1529
129,Bara Banki,52049,Bansa,1532
160,Kushinagar,74732,Banwaria,1901
179,Bhadohi,266303,Banwaripur,2093
179,Bhadohi,86551,Baragaon,2095
164,Mahrajganj,76281,Barago,1926
178,Sant Kabir Nagar,85692,Barago,2083
160,Kushinagar,74127,Barahara,1892
164,Mahrajganj,76493,Barahara,1930
164,Mahrajganj,76929,Barahara Kannhi,1936
164,Mahrajganj,76494,Barahara Rani,1930
182,Siddharthnagar,88655,Barahpur,2128
160,Kushinagar,74951,Barahra,1904
178,Sant Kabir Nagar,268284,Barainia,2084
147,Gonda,297435,Baraipara,1750
164,Mahrajganj,76992,Baraipurwan Urf Gauri,1937
129,Bara Banki,242776,Baraiya,1539
160,Kushinagar,74065,Barampur,1891
178,Sant Kabir Nagar,268752,Baranw,2085
182,Siddharthnagar,88432,Baranwar,2125
129,Bara Banki,51635,Baraoli,1526
147,Gonda,297322,Bararai,1746
178,Sant Kabir Nagar,86044,Barauli,2088
129,Bara Banki,51990,Barauli Malik,1531
129,Bara Banki,52514,Barauliya,1538
164,Mahrajganj,76546,Barava Raja,1931
129,Bara Banki,51921,Baravan,1530
179,Bhadohi,86636,Baravapur Tiwaripur,2096
129,Bara Banki,266979,Barawa,1529
164,Mahrajganj,76348,Barawa Chmaniya,1928
129,Bara Banki,51989,Barayan,1531
129,Bara Banki,51757,Barbaas,1528
147,Gonda,297396,Bardaha,1738
182,Siddharthnagar,273906,Bardahi Nankar,2118
164,Mahrajganj,76329,Bardar,1927
179,Bhadohi,86450,Bardha,2094
147,Gonda,297233,Bareilly,1740
129,Bara Banki,51758,Barethi,1528
182,Siddharthnagar,273874,Bargadava,2118
164,Mahrajganj,76349,Bargadawa Madhopur,1928
164,Mahrajganj,76350,Bargadhi,1928
164,Mahrajganj,76626,Bargadwa,1932
178,Sant Kabir Nagar,86130,Bargadwa,2089
164,Mahrajganj,76416,Bargadwa Ayodhya,1929
164,Mahrajganj,76417,Bargadwa Bishunpur,1929
178,Sant Kabir Nagar,85765,Bargadwa Kala,2084
164,Mahrajganj,266892,Bargadwa Madhubani,1929
164,Mahrajganj,268010,Bargadwa Ramsahai,1936
164,Mahrajganj,270742,Bargadwa Urf Ganwariya,1932
164,Mahrajganj,76330,Bargahpur,1927
160,Kushinagar,74577,Bargaon,1899
160,Kushinagar,271182,Bargha,1898
178,Sant Kabir Nagar,269235,Barghat,2090
181,Shrawasti,87720,Bargi Barga,2115
164,Mahrajganj,76627,Barhara,1932
164,Mahrajganj,76712,Barhara Chargaha,1933
164,Mahrajganj,76548,Barhara Meer,1931
164,Mahrajganj,76418,Barhara Shivnath,1929
182,Siddharthnagar,87914,Barharghat,2118
129,Bara Banki,51699,Barhuwaan,1527
178,Sant Kabir Nagar,85693,Barhya,2083
178,Sant Kabir Nagar,85980,Barhya,2087
178,Sant Kabir Nagar,86242,Barhya Mafi,2091
178,Sant Kabir Nagar,85830,Baridiha,2085
179,Bhadohi,86335,Barigaon,2093
164,Mahrajganj,76283,Barihari,1926
182,Siddharthnagar,88512,Barikpar,2126
164,Mahrajganj,76860,Bariyar Pur,1935
164,Mahrajganj,76331,Barjee,1927
179,Bhadohi,86737,Barmohni,2097
164,Mahrajganj,76628,Barnahwa,1932
164,Mahrajganj,268750,Barohiya,1931
178,Sant Kabir Nagar,85831,Barparwa,2085
178,Sant Kabir Nagar,271742,Barri,2086
160,Kushinagar,74454,Bartha,1897
164,Mahrajganj,76861,Barvan Urf Siyarahibhar,1935
129,Bara Banki,269882,Barvasauli,1531
160,Kushinagar,74334,Barwa Bazar,1895
160,Kushinagar,74201,Barwa Chhatardas,1893
164,Mahrajganj,76496,Barwa Fahim,1930
164,Mahrajganj,76630,Barwa Kala,1932
164,Mahrajganj,76995,Barwa Kala,1937
160,Kushinagar,74579,Barwa Kalan,1899
179,Bhadohi,86451,Barwa Khas,2094
164,Mahrajganj,76351,Barwa Khurd,1928
164,Mahrajganj,270899,Barwa Khurd,1932
160,Kushinagar,74877,Barwa Rajapakar,1903
160,Kushinagar,271643,Barwa Sukdev,1903
164,Mahrajganj,76996,Barwa Vidyapati,1937
160,Kushinagar,271267,Barwapurdil,1904
182,Siddharthnagar,87986,Basahiya,2119
164,Mahrajganj,76862,Basahiya Bujurg,1935
164,Mahrajganj,76863,Basahiya Khurd,1935
129,Bara Banki,51835,Basantpur,1529
164,Mahrajganj,76352,Basantpur,1928
164,Mahrajganj,76419,Basantpur,1929
182,Siddharthnagar,87987,Basantpur,2119
129,Bara Banki,268584,Basantpur,1537
182,Siddharthnagar,270293,Basantpur,2123
182,Siddharthnagar,273869,Basantpur,2118
164,Mahrajganj,76550,Basantpur Khurd,1931
129,Bara Banki,52574,Basantpur Manjhara,1539
164,Mahrajganj,76551,Basantpur Raja,1931
171,Moradabad,297241,Basantpur Ramrai,2002
147,Gonda,297325,Basantpur Tiwari,1746
129,Bara Banki,51836,Basara,1529
129,Bara Banki,52161,Basara,1533
129,Bara Banki,52576,Basari,1539
129,Bara Banki,52575,Basauli,1539
182,Siddharthnagar,88754,Basauni,2129
179,Bhadohi,86452,Basawanpur,2094
182,Siddharthnagar,88858,Basawanpur,2131
181,Shrawasti,87580,Basbhariya Puraina,2113
182,Siddharthnagar,88177,Basdeliya,2122
182,Siddharthnagar,269628,Basdiha Modinankar,2122
160,Kushinagar,74952,Basdila,1904
164,Mahrajganj,76997,Basdila,1937
182,Siddharthnagar,88433,Basdila,2125
160,Kushinagar,74733,Basdila Buzurg,1901
160,Kushinagar,74734,Basdila Gunagar,1901
160,Kushinagar,74735,Basdila Khurd,1901
160,Kushinagar,74878,Basdila Pandey,1903
160,Kushinagar,74580,Bashia Banbirpur,1899
164,Mahrajganj,76353,Baspar,1928
129,Bara Banki,51636,Basti,1526
147,Gonda,297270,Basti,1740
182,Siddharthnagar,274030,Basti Bargadava,2120
178,Sant Kabir Nagar,86243,Basti Basta,2091
182,Siddharthnagar,88601,Bastiya,2127
164,Mahrajganj,76552,Basvar,1931
178,Sant Kabir Nagar,85832,Baswari Gaon,2085
164,Mahrajganj,76420,Bataidiha,1929
160,Kushinagar,74581,Batar Dera,1899
160,Kushinagar,74336,Batesara,1895
129,Bara Banki,51837,Batiya,1529
129,Bara Banki,52577,Batnera,1539
160,Kushinagar,74582,Batrauli,1899
178,Sant Kabir Nagar,268313,Batsara,2084
129,Bara Banki,242782,Batthauli,1525
182,Siddharthnagar,274037,Baunajot,2120
164,Mahrajganj,76553,Bauniya Raja,1931
178,Sant Kabir Nagar,85901,Bayara,2086
182,Siddharthnagar,88178,Bayara,2122
182,Siddharthnagar,88179,Bayatal,2122
164,Mahrajganj,76931,Bazardiha,1936
171,Moradabad,297346,Bazidpur Tigri,1997
129,Bara Banki,52438,Bedhari,1537
160,Kushinagar,271452,Bedupar Ahatmali,1901
129,Bara Banki,51927,Beejapur,1530
129,Bara Banki,269879,Beeje Mau,1526
129,Bara Banki,51700,Beekapur,1527
171,Moradabad,297217,Begampur,2002
129,Bara Banki,52282,Behata,1535
129,Bara Banki,51986,Behlolpur,1531
129,Bara Banki,51922,Behta,1530
129,Bara Banki,52051,Behta,1532
160,Kushinagar,74128,Beili,1892
164,Mahrajganj,268528,Beiliya,1930
179,Bhadohi,86339,Bejavan,2093
164,Mahrajganj,268617,Bela,1926
164,Mahrajganj,76631,Belahiya,1932
182,Siddharthnagar,88755,Belatikar,2129
164,Mahrajganj,268651,Belauhi,1926
182,Siddharthnagar,88436,Belaukh,2125
178,Sant Kabir Nagar,85982,Belauli,2087
182,Siddharthnagar,88437,Belbanwa,2125
164,Mahrajganj,266941,Belbhar,1929
164,Mahrajganj,76554,Belbhariya,1931
164,Mahrajganj,76999,Belbhariya,1937
178,Sant Kabir Nagar,86048,Belduha,2088
182,Siddharthnagar,269528,Belgadi,2128
181,Shrawasti,87581,Belha Raghav,2113
129,Bara Banki,52650,Belhari,1540
181,Shrawasti,87845,Belhari,2117
182,Siddharthnagar,88284,Belhasa (Pali),2123
182,Siddharthnagar,88285,Belhasa (Sikri),2123
179,Bhadohi,267401,Belhua,2095
129,Bara Banki,52235,Belkhara,1534
178,Sant Kabir Nagar,85834,Belma,2085
178,Sant Kabir Nagar,85902,Belpokhari,2086
129,Bara Banki,242783,Belpur,1525
164,Mahrajganj,76864,Belrai,1935
178,Sant Kabir Nagar,86050,Belrai,2088
181,Shrawasti,87776,Belri,2116
164,Mahrajganj,76332,Belsar,1927
164,Mahrajganj,76792,Beltikra,1934
164,Mahrajganj,76865,Belva Bujurg,1935
178,Sant Kabir Nagar,269695,Belwa,2088
160,Kushinagar,74129,Belwa Alamdas,1892
164,Mahrajganj,76422,Belwa Bujurg,1929
160,Kushinagar,74807,Belwa Buzurg,1902
164,Mahrajganj,76497,Belwa Kaji,1930
160,Kushinagar,74808,Belwa Khurd,1902
164,Mahrajganj,76423,Belwa Khurd,1929
164,Mahrajganj,268730,Belwa Khurd,1931
182,Siddharthnagar,88439,Belwa Lagunhi,2125
178,Sant Kabir Nagar,269277,Belwa Mishra,2090
160,Kushinagar,74456,Belwa Sudama,1897
178,Sant Kabir Nagar,85769,Belwa Thakurai,2084
164,Mahrajganj,76355,Belwa Tikar,1928
164,Mahrajganj,76793,Beniganj,1934
147,Gonda,297277,Benipur,1740
129,Bara Banki,269877,Beri,1532
659,Sambhal,297182,Berikhera,1995
129,Bara Banki,52283,Beriya,1535
179,Bhadohi,86554,Berwa Paharpur Uparwar,2095
160,Kushinagar,74953,Betia,1904
182,Siddharthnagar,273981,Betnar Mustakam,2120
129,Bara Banki,51993,Bhaanmau,1531
179,Bhadohi,86340,Bhabhaura,2093
182,Siddharthnagar,88808,Bhad Mustahkam,2130
182,Siddharthnagar,273880,Bhadahi Urf Misrauliya,2118
181,Shrawasti,87650,Bhadaura,2114
182,Siddharthnagar,88757,Bhadehar Grant,2129
129,Bara Banki,52162,Bhadesiya,1533
182,Siddharthnagar,88288,Bhadokhar,2123
129,Bara Banki,52163,Bhadraas,1533
147,Gonda,297417,Bhagahariya Bhagwanpur,1742
164,Mahrajganj,76555,Bhagatar,1931
164,Mahrajganj,76632,Bhagatpurwa,1932
178,Sant Kabir Nagar,85770,Bhagausa,2084
182,Siddharthnagar,273861,Bhagautapur East,2118
182,Siddharthnagar,273879,Bhagautapur North,2118
178,Sant Kabir Nagar,86051,Bhagautipur,2088
160,Kushinagar,74737,Bhagawanpur,1901
164,Mahrajganj,76633,Bhagawanpur,1932
182,Siddharthnagar,88182,Bhaggo Bhar,2122
182,Siddharthnagar,88602,Bhagta,2127
659,Sambhal,297383,Bhagta Nagala,1592
178,Sant Kabir Nagar,85905,Bhagthan,2086
178,Sant Kabir Nagar,85696,Bhagthi,2083
178,Sant Kabir Nagar,85697,Bhagvanpur,2083
164,Mahrajganj,76932,Bhagwan Pur,1936
129,Bara Banki,51992,Bhagwanpur,1531
160,Kushinagar,74809,Bhagwanpur,1902
164,Mahrajganj,76424,Bhagwanpur,1929
179,Bhadohi,266462,Bhagwanpur Kalakhurd,2096
160,Kushinagar,74811,Bhagwanpur Khurd,1902
