district_code,district_name,gram_panchayat_code,gram_panchayat_name,prd_block_name,prd_block_code,lgd_block_name,lgd_block_code
153,Jhansi,70972,Bhadarwara,MAURANIPUR,1832,Mauranipur,1250
165,Mahoba,77109,Bhadarwara,JAITPUR,1939,Jaitpur,1357
153,Jhansi,70749,Bhadarwara Khurd,BAMAUR,1828,Bamaur,1246
157,Kanpur Nagar,72461,Bhadasa,SARSOL,1865,Sarsol,1283
150,Hardoi,68330,Bhadasi,SHAHABAD,1792,Shahabad,1210
135,Chandauli,57914,Bhadau,DHANAPUR,1619,Dhanapur,1037
143,Firozabad,62783,Bhadau,EKA,1699,Eka,1117
142,Fatehpur,62307,Bhadauha,DHATA,1691,Dhata,1109
121,Ambedkar Nagar,46069,Bhadauhi,JALAL PUR,1438,Jalal Pur,855
140,Ayodhya,61239,Bhadauli Bujurg,PURA BAZAR,1675,Pura Bazar,1093
122,Auraiya,46710,Bhadaura,BIDHUNA,1446,Bidhuna,863
134,Bulandshahr,57216,Bhadaura,KHURJA,1608,Khurja,1026
134,Bulandshahr,57557,Bhadaura,UNCHAGAON,1614,Unchagaon,1032
146,Ghazipur,63877,Bhadaura,BHANWARKOL,1720,Bhanwarkol,1138
161,Lalitpur,75255,Bhadaura,MEHRONI,1909,Mehroni,1327
169,Meerut,79237,Bhadaura,ROHTA,1979,Rohta,1397
141,Farrukhabad,61569,Bhadausa,KAMALGANJ,1680,Kamalganj,1098
186,Unnao,92890,Bhadavra,SUMERPUR,2197,Sumerpur,1615
128,Banda,51254,Bhadawal,BISANDA,1519,Bisanda,936
167,Mathura,77895,Bhadawal,CHHATA,1953,Chhata,1371
170,Mirzapur,79509,Bhadawal,JAMALPUR,1984,Jamalpur,1402
158,Kaushambi,72998,Bhadawan,SIRATHU,1875,Sirathu,1293
167,Mathura,77941,Bhadaya,FARAH,1954,Farah,1372
138,Etah,60011,Bhadbas,NIDHAULI KALAN,1653,Nidhauli Kalan,1071
162,Lucknow,75713,Bhaddi Sheersh,MOHANLALGANJ,1917,Mohanlalganj,1335
174,Pratapgarh,82665,Bhaddiv,KALAKANKAR,2033,Kalakankar,1451
173,Pilibhit,81899,Bhadeg Kanja,BILSANDA,2023,Bilsanda,1441
150,Hardoi,272527,Bhadehana,SANDILA,1791,Sandila,1209
152,Jaunpur,69485,Bhadehari,JALAL PUR,1810,Jalal Pur,1228
158,Kaushambi,72660,Bhadehari,KARA,1869,Kara,1287
139,Etawah,60767,Bhadeiyi Kashipur,SEFAI,1666,Sefai,1084
151,Jalaun,68782,Bhadeora,KONCH,1799,Konch,1217
152,Jaunpur,70007,Bhadeora,MUFTI GANJ,1817,Mufti Ganj,1235
159,Kheri,73188,Bhader,BIJUWA,1878,Bijuwa,1296
173,Pilibhit,81976,Bhadera,BISALPUR,2024,Bisalpur,1442
151,Jalaun,68844,Bhaderh Diwara,KUTHAUND,1800,Kuthaund,1218
120,Prayagraj,44295,Bhaderpur Urf Deenapur,BAHRIA,1414,Bahria,831
167,Mathura,77942,Bhaderua,FARAH,1954,Farah,1372
162,Lucknow,75655,Bhadesar Mau,MALIHABAD,1916,Malihabad,1334
156,Kanpur Dehat,72026,Bhadesha,SARBANKHERA,1857,Sarbankhera,1275
183,Sitapur,89072,Bhadesiya,BISWAN,2134,Biswan,1552
162,Lucknow,75714,Bhadesuwa,MOHANLALGANJ,1917,Mohanlalganj,1335
146,Ghazipur,64018,Bhadev,GHAZIPUR,1722,Ghazipur,1140
150,Hardoi,68518,Bhadevna,TODARPUR,1795,Todarpur,1213
157,Kanpur Nagar,72416,Bhadevna,PATARA,1864,Patara,1282
186,Unnao,92838,Bhadevna,SIKANDARPUR SARAUSI,2196,Sikandarpur Sarausi,1614
170,Mirzapur,79510,Bhadewal,JAMALPUR,1984,Jamalpur,1402
183,Sitapur,270999,Bhadewna,KHAIRABAD,2138,Khairabad,1556
183,Sitapur,88994,Bhadfar,BEHTA,2133,Behta,1551
185,Sultanpur,270989,Bhadhara,KURWAR,2174,Kurwar,1592
156,Kanpur Dehat,71630,Bhadhawal,DERAPUR,1850,Derapur,1268
168,Mau,78625,Bhadhin,MOHAMMADABAD GOHANA,1966,Mohammadabad Gohana,1384
151,Jalaun,68716,Bhadhrekhi,KADAURA,1798,Kadaura,1216
152,Jaunpur,70297,Bhadi,SHAH GANJ,1821,Shah Ganj,1239
137,Deoria,58701,Bhadila Awwal,BARHAJ,1631,Barhaj,1049
137,Deoria,58702,Bhadila Doyam,BARHAJ,1631,Barhaj,1049
186,Unnao,92010,Bhadin,ASOHA,2182,Asoha,1600
174,Pratapgarh,82718,Bhadishiv,KUNDA,2034,Kunda,1452
183,Sitapur,89818,Bhadiyasi,PARSENDI,2145,Parsendi,1563
120,Prayagraj,44199,Bhadkar Uperhar,BAHADURPUR,1413,Bahadurpur,830
152,Jaunpur,70210,Bhadkhin,RAM PUR,1820,Ram Pur,1238
138,Etah,59534,Bhadki,ALIGANJ,1645,Aliganj,1063
183,Sitapur,90038,Bhadmara,REUSA,2148,Reusa,1566
186,Unnao,92658,Bhadnag,PURWA,2193,Purwa,1611
186,Unnao,92705,Bhadni,SAFIPUR,2194,Safipur,1612
174,Pratapgarh,82966,Bhadohi,MANDHATA,2038,Mandhata,1456
186,Unnao,92774,Bhadohi,SIKANDARPUR KARAN,2195,Sikandarpur Karan,1613
162,Lucknow,75792,Bhadoi,SAROJANINAGAR,1918,Sarojaninagar,1336
140,Ayodhya,61029,Bhadokhar,MASODHA,1671,Masodha,1089
153,Jhansi,70912,Bhadokhar,GURSARAI,1831,Gursarai,1249
175,Rae Bareli,83940,Bhadokhar,RAHI,2057,Rahi,1475
140,Ayodhya,61172,Bhadokhra,MILKIPUR,1674,Milkipur,1092
138,Etah,60234,Bhadon,SHITALPUR,1657,Shitalpur,1075
155,Kannauj,71432,Bhadousi,UMARDA,1847,Umarda,1265
130,Bareilly,52885,Bhadpuraa,BHADPURA,1543,Bhadpura,961
161,Lalitpur,75140,Bhadra,JAKHAURA,1907,Jakhaura,1325
130,Bareilly,53643,Bhadrak,SHERGARH,1555,Shergarh,973
157,Kanpur Nagar,72275,Bhadras,GHATAMPUR,1861,Ghatampur,1279
167,Mathura,78030,Bhadravan,MAT,1956,Mat,1374
152,Jaunpur,69310,Bhadraw,BARASATHI,1807,Barasathi,1225
174,Pratapgarh,82719,Bhadri,KUNDA,2034,Kunda,1452
174,Pratapgarh,82848,Bhadrikala,LALGANJ,2036,Lalganj,1454
119,Aligarh,43353,Bhadroi,AKRABAD,1401,Akrabad,818
118,Agra,42813,Bhadroli,BAH,1388,Bah,805
142,Fatehpur,62168,Bhadsari,BHITAURA,1689,Bhitaura,1107
146,Ghazipur,64621,Bhadsen,SAIDPUR,1731,Saidpur,1149
150,Hardoi,67998,Bhadsen,KOTHAWAN,1786,Kothawan,1204
138,Etah,265417,Bhadua,NIDHAULI KALAN,1653,Nidhauli Kalan,1071
147,Gonda,65604,Bhadua Sombansi,PANDRI KRIPAL,1746,Pandri Kripal,1164
147,Gonda,65270,Bhadua Tarhar,JHANJHARI,1741,Jhanjhari,1159
127,Balrampur,269147,Bhadui,GAISRI,1510,Gaisri,927
138,Etah,59535,Bhaduia Math,ALIGANJ,1645,Aliganj,1063
123,Azamgarh,47871,Bhaduli,PALHANI,1463,Palhani,880
146,Ghazipur,64286,Bhadura,MANIHARI,1726,Manihari,1144
127,Balrampur,50617,Bhaduwa Shanker Nager,GAISRI,1510,Gaisri,927
120,Prayagraj,45372,Bhadvan,SAIDABAD,1429,Saidabad,846
151,Jalaun,68651,Bhadvan,JALAUN,1797,Jalaun,1215
134,Bulandshahr,57217,Bhadwan,KHURJA,1608,Khurja,1026
162,Lucknow,75656,Bhadwana,MALIHABAD,1916,Malihabad,1334
125,Bahraich,49401,Bhadwara,RISIA,1487,Risia,904
157,Kanpur Nagar,72090,Bhadwara,BHITARGAON,1858,Bhitargaon,1276
121,Ambedkar Nagar,45980,Bhadya,JAHANGIR GANJ,1437,Jahangir Ganj,854
140,Ayodhya,60913,Bhaeravpur Tikra,BIKAPUR,1669,Bikapur,1087
125,Bahraich,48869,Bhagaha,HUZOORPUR,1479,Huzoorpur,896
147,Gonda,65271,Bhagahar Buland,JHANJHARI,1741,Jhanjhari,1159
147,Gonda,65348,Bhagahariya Puremitai,KATRA BAZAR,1742,Katra Bazar,1160
132,Bijnor,55322,Bhagain,MOHAMMEDPUR DEOMAL,1577,Mohammedpur Deomal,995
137,Deoria,58750,Bhagalpur,BHAGALPUR,1632,Bhagalpur,1050
152,Jaunpur,69692,Bhagamalpur,KHUTHAN,1813,Khuthan,1231
152,Jaunpur,70443,Bhagari,SIRKONI,1823,Sirkoni,1241
165,Mahoba,77110,Bhagari,JAITPUR,1939,Jaitpur,1357
152,Jaunpur,70504,Bhagasa,SUITHA KALA,1824,Suitha Kala,1242
123,Azamgarh,46946,Bhagat Pur,ATRAULIA,1450,Atraulia,867
127,Balrampur,50709,Bhagata,HARRIYA SATGHARWA,1511,Harriya Satgharwa,928
174,Pratapgarh,83301,Bhagatpur,SANGIPUR,2043,Sangipur,1461
133,Budaun,266041,Bhagatpur,BISAULI,1583,Bisauli,1001
170,Mirzapur,79992,Bhagauti Dai,RAJGARH,1992,Rajgarh,1410
183,Sitapur,89376,Bhagautipur,KHAIRABAD,2138,Khairabad,1556
120,Prayagraj,44592,Bhagautipur Khutahana,HOLAGARH,1418,Holagarh,835
134,Bulandshahr,57218,Bhagawanpur,KHURJA,1608,Khurja,1026
168,Mau,78550,Bhagawanpur,KOPAGANJ,1965,Kopaganj,1383
169,Meerut,79083,Bhagawanpur,MAWANA KALAN,1975,Mawana Kalan,1393
159,Kheri,73812,Bhagawant Nagar,PALIA,1887,Palia,1305
134,Bulandshahr,57558,Bhagawantpur,UNCHAGAON,1614,Unchagaon,1032
175,Rae Bareli,83638,Bhagawantpur Chandaniha Mu.,DEENSHAH GAURA,2050,Deenshah Gaura,1468
158,Kaushambi,72946,Bhagawatpur,SARSAWAN,1874,Sarsawan,1292
152,Jaunpur,69311,Bhageri,BARASATHI,1807,Barasathi,1225
120,Prayagraj,44953,Bhagesar,KORAON,1423,Koraon,840
170,Mirzapur,79899,Bhagesar,PAHARI,1990,Pahari,1408
120,Prayagraj,44712,Bhagesar Dehli,KARCHHANA,1420,Karchhana,837
150,Hardoi,272478,Bhaghar,SANDI,1790,Sandi,1208
148,Gorakhpur,66967,Bhaghaura,SAHJANAWA,1767,Sahjanawa,1185
138,Etah,60235,Bhagipur,SHITALPUR,1657,Shitalpur,1075
183,Sitapur,89073,Bhagipur,BISWAN,2134,Biswan,1552
123,Azamgarh,272134,Bhagmalpur,PALHANI,1463,Palhani,880
132,Bijnor,55065,Bhagoda,JALILPUR,1574,Jalilpur,992
147,Gonda,65871,Bhagohar,WAZIRGANJ,1750,Wazirganj,1168
151,Jalaun,68966,Bhagora,MAHEVA,1802,Maheva,1220
119,Aligarh,266248,Bhagosa,AKRABAD,1401,Akrabad,818
124,Baghpat,48653,Bhagot,KHEKRA,1475,Khekra,892
138,Etah,265260,Bhagpur,SHITALPUR,1657,Shitalpur,1075
125,Bahraich,266566,Bhagta Pur Gulhiya,NAWABGANJ,1484,Nawabganj,901
125,Bahraich,49402,Bhagtapur,RISIA,1487,Risia,904
118,Agra,43154,Bhagupur,KHANDAULI,1396,Khandauli,813
633,Kasganj,268307,Bhagupura,AMANPUR,1646,Amanpur,1064
132,Bijnor,55413,Bhaguwala,NAJIBABAD,1578,Najibabad,996
137,Deoria,59378,Bhagvan Majha,RUDRAPUR,1642,Rudrapur,1060
153,Jhansi,265616,Bhagvantpra,GURSARAI,1831,Gursarai,1249
173,Pilibhit,82039,Bhagvantpur Bajhera,LALAURIKHERA,2025,Lalaurikhera,1443
180,Shahjahanpur,86825,Bhagvantpur Udhaupur,BANDA,2098,Banda,1516
140,Ayodhya,61240,Bhagwabhit,PURA BAZAR,1675,Pura Bazar,1093
121,Ambedkar Nagar,45639,Bhagwanpur,AKBARPUR,1433,Akbarpur,850
127,Balrampur,50489,Bhagwanpur,BALRAMPUR,1508,Balrampur,925
148,Gorakhpur,66911,Bhagwanpur,PIPRAULI,1766,Piprauli,1184
125,Bahraich,266571,Bhagwanpur,MAHASI,1482,Mahasi,899
152,Jaunpur,270492,Bhagwanpur,BARASATHI,1807,Barasathi,1225
185,Sultanpur,274182,Bhagwanpur,KUREBHAR,2173,Kurebhar,1591
158,Kaushambi,72880,Bhagwanpur Bahugara,NEVADA,1873,Nevada,1291
169,Meerut,79039,Bhagwanpur Bangar,MACHRA,1974,Machra,1392
169,Meerut,79192,Bhagwanpur Chittawan,RAJPURA,1978,Rajpura,1396
130,Bareilly,53084,Bhagwanpur Dhimri,BITHIRI CHAINPUR,1546,Bithiri Chainpur,964
125,Bahraich,49403,Bhagwanpur Katghara,RISIA,1487,Risia,904
125,Bahraich,48801,Bhagwanpur Mafi,CHITAURA,1478,Chitaura,895
183,Sitapur,271330,Bhagwanpur Mafi,BISWAN,2134,Biswan,1552
121,Ambedkar Nagar,46252,Bhagwanpur Manjharia,RAM NAGAR,1440,Ram Nagar,857
138,Etah,60153,Bhagwantpur,SAKIT,1656,Sakit,1074
157,Kanpur Nagar,72216,Bhagwantpur,CHAUBEYPUR,1860,Chaubeypur,1278
183,Sitapur,89750,Bhagwantpur,PAHALA,2144,Pahala,1562
186,Unnao,92122,Bhagwantpur Gote Pali,BANGARMAU,2184,Bangarmau,1602
123,Azamgarh,270749,Bhagwat,JAHANAGANJ,1454,Jahanaganj,871
661,Hapur,268898,Bhagwati Urf Lisdi,GARH MUKTESHWAR,1713,Garh Mukteshwar,1131
130,Bareilly,53085,Bhagwatipur,BITHIRI CHAINPUR,1546,Bithiri Chainpur,964
166,Mainpuri,77307,Bhagwatipur,BARNAHAL,1942,Barnahal,1360
176,Rampur,84735,Bhagwatipur,SHAHABAD,2070,Shahabad,1488
121,Ambedkar Nagar,271996,Bhagwatipur,AKBARPUR,1433,Akbarpur,850
122,Auraiya,46807,Bhahadur Pur,SAHAR,1448,Sahar,865
187,Varanasi,93474,Bhai,PINDRA,2204,Pindra,1622
137,Deoria,58934,Bhaiari Baghel,BHATPAR RANI,1635,Bhatpar Rani,1053
175,Rae Bareli,268229,Bhaidpur,RAHI,2057,Rahi,1475
170,Mirzapur,268470,Bhaidpur,CHHANVEY,1982,Chhanvey,1400
185,Sultanpur,91177,Bhaie,DUBEPUR,2167,Dubepur,1585
177,Saharanpur,85025,Bhaila Kalan,DEOBAND,2073,Deoband,1491
150,Hardoi,67719,Bhaila Mau,BHARKHANI,1781,Bharkhani,1199
134,Bulandshahr,56756,Bhailai,ANUPSHAHR,1600,Anupshahr,1018
157,Kanpur Nagar,72367,Bhailamau,KALYANPUR,1863,Kalyanpur,1281
161,Lalitpur,75023,Bhailonisuba,BAR,1905,Bar,1323
150,Hardoi,68047,Bhains Mau,MADHOGANJ,1787,Madhoganj,1205
177,Saharanpur,85374,Bhains Rao,NANAUTA,2078,Nanauta,1496
152,Jaunpur,69636,Bhainsa,KERAKAT,1812,Kerakat,1230
169,Meerut,79084,Bhainsa,MAWANA KALAN,1975,Mawana Kalan,1393
170,Mirzapur,79690,Bhainsa,MAJHAWA,1987,Majhawa,1405
168,Mau,78354,Bhainsa Kharag,DOHRI GHAT,1962,Dohri Ghat,1380
152,Jaunpur,70580,Bhainsaha Rampur,SUJAN GANJ,1825,Sujan Ganj,1243
137,Deoria,58639,Bhainsahi,BANKATA,1630,Bankata,1048
148,Gorakhpur,66200,Bhainsahi Naresh,BRAHMPUR,1755,Brahmpur,1173
141,Farrukhabad,61489,Bhainsari,KAIMGANJ,1679,Kaimganj,1097
150,Hardoi,68459,Bhainsari,TANDIYAWAN,1794,Tandiyawan,1212
157,Kanpur Nagar,72515,Bhainsau,SHIVRAJPUR,1866,Shivrajpur,1284
134,Bulandshahr,57527,Bhainsaura,SYANA,1613,Syana,1031
149,Hamirpur,67380,Bhainshay,SARILA,1775,Sarila,1193
186,Unnao,92775,Bhainshi Koyalpur,SIKANDARPUR KARAN,2195,Sikandarpur Karan,1613
186,Unnao,92776,Bhainshi Naubasta,SIKANDARPUR KARAN,2195,Sikandarpur Karan,1613
176,Rampur,84385,Bhainsia Jwalapur,BILASPUR,2066,Bilaspur,1484
163,Hathras,265980,Bhainsmai,SIKANDRARAO,1925,Sikandrarao,1343
149,Hamirpur,67243,Bhainsmari,MAUDAHA,1772,Maudaha,1190
122,Auraiya,46428,Bhainsol,ACHCHALDA,1442,Achchalda,859
186,Unnao,92587,Bhainsora,NAWABGANJ,2192,Nawabganj,1610
176,Rampur,84552,Bhainsori,MILAK,2068,Milak,1486
139,Etawah,60631,Bhainsrai,JASWANTNAGAR,1664,Jaswantnagar,1082
134,Bulandshahr,57219,Bhaipur,KHURJA,1608,Khurja,1026
134,Bulandshahr,57335,Bhaipur,PAHASU,1610,Pahasu,1028
140,Ayodhya,61030,Bhaipur,MASODHA,1671,Masodha,1089
170,Mirzapur,79511,Bhaipur Kala,JAMALPUR,1984,Jamalpur,1402
170,Mirzapur,79512,Bhaipur Khurd,JAMALPUR,1984,Jamalpur,1402
161,Lalitpur,75256,Bhaira,MEHRONI,1909,Mehroni,1327
157,Kanpur Nagar,72577,Bhairam Pur,VIDHUNU,1867,Vidhunu,1285
159,Kheri,73759,Bhairam Pur,NIGHASAN,1886,Nighasan,1304
127,Balrampur,51090,Bhairampur,UTRAULA,1516,Utraula,933
147,Gonda,65141,Bhairampur,HALDHARMAU,1739,Haldharmau,1157
147,Gonda,65811,Bhairampur,TARABGANJ,1749,Tarabganj,1167
175,Rae Bareli,268968,Bhairampur,BACHHARAWAN,2046,Bachharawan,1464
150,Hardoi,272387,Bhairampur,BILGRAM,1782,Bilgram,1200
124,Baghpat,48654,Bhairapur,KHEKRA,1475,Khekra,892
127,Balrampur,50880,Bhairawa,REHERA BAZAAR,1513,Rehera Bazaar,930
140,Ayodhya,61106,Bhairi Pur,MAYA BAZAR,1673,Maya Bazar,1091
177,Saharanpur,85305,Bhairmau,NAKUR,2077,Nakur,1495
152,Jaunpur,69230,Bhairo Pur,BAKSHA,1806,Baksha,1224
123,Azamgarh,47327,Bhairodaspur,KOILSA,1455,Koilsa,872
148,Gorakhpur,65930,Bhairopur,BANSGAON,1751,Bansgaon,1169
123,Azamgarh,270566,Bhairopur,KOILSA,1455,Koilsa,872
123,Azamgarh,46868,Bhairopur Dargah,AHIRAULA,1449,Ahiraula,866
168,Mau,78290,Bhairopur Khurma,BADRAON,1961,Badraon,1379
168,Mau,78355,Bhairopur Mu.Mittupur,DOHRI GHAT,1962,Dohri Ghat,1380
130,Bareilly,52944,Bhairpura Khajuriya,BHOJIPURA,1544,Bhojipura,962
142,Fatehpur,62366,Bhairwa,HASWA,1692,Haswa,1110
148,Gorakhpur,66141,Bhairwa,BHATHAT,1754,Bhathat,1172
132,Bijnor,55595,Bhaisa,NOORPUR,1580,Noorpur,998
131,Basti,54109,Bhaisa Chaube,HARRAIYA,1561,Harraiya,979
152,Jaunpur,69312,Bhaisaha,BARASATHI,1807,Barasathi,1225
183,Sitapur,90111,Bhaisaha,SAKRAN,2149,Sakran,1567
133,Budaun,264002,Bhaisamai,SALARPUR,1594,Salarpur,1012
174,Pratapgarh,82470,Bhaisana,BABAGANJ,2030,Babaganj,1448
174,Pratapgarh,83303,Bhaisana,SANGIPUR,2043,Sangipur,1461
152,Jaunpur,69547,Bhaisani,KARANJA KALA,1811,Karanja Kala,1229
152,Jaunpur,70505,Bhaisauli,SUITHA KALA,1824,Suitha Kala,1242
136,Chitrakoot,58236,Bhaisaundha,KARWI,1624,Karwi,1042
156,Kanpur Dehat,71925,Bhaisayna,RASULABAD,1855,Rasulabad,1273
139,Etawah,60632,Bhaishan,JASWANTNAGAR,1664,Jaswantnagar,1082
123,Azamgarh,48408,Bhaishankur,THEKMA,1470,Thekma,887
155,Kannauj,268208,Bhaisiyapur,TALGRAM,1846,Talgram,1264
122,Auraiya,46808,Bhaisodi,SAHAR,1448,Sahar,865
170,Mirzapur,79443,Bhaisodwalai Pahar,HALLIA,1983,Hallia,1401
186,Unnao,92891,Bhaiya Khera,SUMERPUR,2197,Sumerpur,1615
119,Aligarh,43772,Bhaiyan,GONDA,1407,Gonda,824
176,Rampur,265563,Bhajanpur,SHAHABAD,2070,Shahabad,1488
150,Hardoi,68048,Bhajehata Tigawan,MADHOGANJ,1787,Madhoganj,1205
183,Sitapur,271503,Bhajipur,RAMPUR MATHURA,2147,Rampur Mathura,1565
183,Sitapur,271465,Bhajjupur Chaudia,PAHALA,2144,Pahala,1562
130,Bareilly,267972,Bhajnai,MAJHGAWAN,1551,Majhgawan,969
119,Aligarh,43630,Bhakari Ahivasi,DHANIPUR,1405,Dhanipur,822
163,Hathras,75990,Bhakari Nagla Bhoja,MURSAN,1921,Mursan,1339
153,Jhansi,70801,Bhakauro,BANGRA,1829,Bangra,1247
130,Bareilly,52792,Bhakawa,BAHERI,1542,Baheri,960
118,Agra,43194,Bhaker,KHERAGARH,1397,Kheragarh,814
140,Ayodhya,60847,Bhakhauli,AMANIGANJ,1668,Amaniganj,1086
125,Bahraich,49009,Bhakhrauli Kanpurwa,KAISARGANJ,1481,Kaisarganj,898
125,Bahraich,49010,Bhakhrauli Mugespur,KAISARGANJ,1481,Kaisarganj,898
151,Jalaun,266678,Bhakraul,NADIGAON,1803,Nadigaon,1221
155,Kannauj,71433,Bhakrauli,UMARDA,1847,Umarda,1265
177,Saharanpur,266557,Bhakroad,MUZAFFARABAD,2075,Muzaffarabad,1493
148,Gorakhpur,66201,Bhakurha,BRAHMPUR,1755,Brahmpur,1173
156,Kanpur Dehat,71863,Bhal,RAJPUR,1854,Rajpur,1272
146,Ghazipur,64425,Bhala,MOHAMMADABAD,1728,Mohammadabad,1146
146,Ghazipur,64545,Bhala Buzurg,SADAT,1730,Sadat,1148
139,Etawah,60768,Bhalasaiyed,SEFAI,1666,Sefai,1084
138,Etah,59776,Bhalaul,JAITHARA,1649,Jaithara,1067
142,Fatehpur,62169,Bhalewan,BHITAURA,1689,Bhitaura,1107
137,Deoria,58570,Bhali Chaur,BAITALPUR,1629,Baitalpur,1047
162,Lucknow,75549,Bhaliya,KAKORI,1914,Kakori,1332
118,Agra,42974,Bhalokhara,FATEHABAD,1392,Fatehabad,809
134,Bulandshahr,57336,Bhalolpur,PAHASU,1610,Pahasu,1028
177,Saharanpur,84960,Bhalsa Issapur,BALLIA KHERI,2072,Ballia Kheri,1490
169,Meerut,79311,Bhalsauna,SARURPUR KHURD,1981,Sarurpur Khurd,1399
120,Prayagraj,44954,Bhalua,KORAON,1423,Koraon,840
137,Deoria,59006,Bhalua,DEORIA SADAR,1636,Deoria Sadar,1054
148,Gorakhpur,66142,Bhaluhi,BHATHAT,1754,Bhathat,1172
125,Bahraich,48745,Bhaluhiya Bharat,BALAHA,1477,Balaha,894
168,Mau,269992,Bhaluidih,KOPAGANJ,1965,Kopaganj,1383
170,Mirzapur,79818,Bhalwa,NARAINPUR,1989,Narainpur,1407
120,Prayagraj,45219,Bhamae Husamganj,PHULPUR,1427,Phulpur,844
123,Azamgarh,48173,Bhamahaur,SATHIYAON,1467,Sathiyaon,884
136,Chitrakoot,58237,Bhamai,KARWI,1624,Karwi,1042
173,Pilibhit,82099,Bhamaura,MARORI,2026,Marori,1444
138,Etah,265686,Bhamaura,JAITHARA,1649,Jaithara,1067
180,Shahjahanpur,87201,Bhamauri,KHUDAGANJ KATRA,2105,Khudaganj Katra,1523
119,Aligarh,43493,Bhamauri Khurd,BIJAULI,1403,Bijauli,820
135,Chandauli,57756,Bhamhaura,CHAKIYA,1617,Chakiya,1035
169,Meerut,79274,Bhamori,SARDHANA,1980,Sardhana,1398
119,Aligarh,43700,Bhamori Buzurg,GANGIRI,1406,Gangiri,823
134,Bulandshahr,57118,Bhamra,GULAOTHI,1606,Gulaothi,1024
134,Bulandshahr,56995,Bhamraua,DANPUR,1604,Danpur,1022
119,Aligarh,43973,Bhamraula,KHAIR,1410,Khair,827
134,Bulandshahr,266179,Bhamrauli,JAHANGIRABAD,1607,Jahangirabad,1025
119,Aligarh,43494,Bhamsoi Husainpur,BIJAULI,1403,Bijauli,820
173,Pilibhit,82040,Bhan Dandi,LALAURIKHERA,2025,Lalaurikhera,1443
159,Kheri,73813,Bhan Puri Colony,PALIA,1887,Palia,1305
174,Pratapgarh,82327,Bhanaipur,ASPUR DEOSARA,2028,Aspur Deosara,1446
152,Jaunpur,70211,Bhanapur,RAM PUR,1820,Ram Pur,1238
150,Hardoi,68223,Bhanapur Jainamau,SANDI,1790,Sandi,1208
119,Aligarh,43974,Bhanauli,KHAIR,1410,Khair,827
147,Gonda,65072,Bhanbhuwa,COLONELGANJ,1738,Colonelganj,1156
187,Varanasi,93230,Bhandaha Kala,CHOLAPUR,2201,Cholapur,1619
118,Agra,42860,Bhandai,BARAULI AHIR,1389,Barauli Ahir,806
185,Sultanpur,91633,Bhandar Parasrampur,KURWAR,2174,Kurwar,1592
165,Mahoba,77166,Bhandara,KABRAI,1940,Kabrai,1358
156,Kanpur Dehat,71979,Bhandemau,SANDALPUR,1856,Sandalpur,1274
180,Shahjahanpur,87166,Bhanderi,KANTH,2104,Kanth,1522
180,Shahjahanpur,87463,Bhanderi,SINDHAULI,2111,Sindhauli,1529
186,Unnao,271964,Bhandi,BICHHIYA,2185,Bichhiya,1603
120,Prayagraj,45450,Bhandivar,SHANKARGARH,1430,Shankargarh,847
183,Sitapur,89305,Bhandiya,KASMANDA,2137,Kasmanda,1555
176,Rampur,84479,Bhandpura,CHAMRAON,2067,Chamraon,1485
153,Jhansi,70973,Bhandra,MAURANIPUR,1832,Mauranipur,1250
120,Prayagraj,44383,Bhandra Umar Ganj,CHAKA,1415,Chaka,832
130,Bareilly,53087,Bhandsar,BITHIRI CHAINPUR,1546,Bithiri Chainpur,964
159,Kheri,73438,Bhandsaria,LAKHIMPUR,1882,Lakhimpur,1300
120,Prayagraj,44296,Bhane Mau,BAHRIA,1414,Bahria,831
132,Bijnor,55148,Bhanera,KIRATPUR,1575,Kiratpur,993
120,Prayagraj,45220,Bhanewara,PHULPUR,1427,Phulpur,844
151,Jalaun,68910,Bhanga,MADHOGARH,1801,Madhogarh,1219
147,Gonda,65728,Bhangaha,RUPAIDEEH,1748,Rupaideeh,1166
127,Balrampur,51000,Bhangha Kalan,TULSIPUR,1515,Tulsipur,932
174,Pratapgarh,83103,Bhangwa,PRATAPGARH (SADAR),2040,Pratapgarh (Sadar),1458
177,Saharanpur,85375,Bhanhera Khemchand,NANAUTA,2078,Nanauta,1496
177,Saharanpur,85492,Bhankla,RAMPUR MANIHARAN,2080,Rampur Maniharan,1498
147,Gonda,65812,Bhanpur,TARABGANJ,1749,Tarabganj,1167
150,Hardoi,67959,Bhanpur,KACHAUNA,1785,Kachauna,1203
152,Jaunpur,70212,Bhanpur,RAM PUR,1820,Ram Pur,1238
159,Kheri,73189,Bhanpur,BIJUWA,1878,Bijuwa,1296
159,Kheri,73439,Bhanpur,LAKHIMPUR,1882,Lakhimpur,1300
162,Lucknow,75602,Bhanpur,MAL,1915,Mal,1333
187,Varanasi,93475,Bhanpur,PINDRA,2204,Pindra,1622
186,Unnao,274120,Bhanpur,HASANGANJ,2189,Hasanganj,1607
183,Sitapur,88995,Bhanpur Mallapur,BEHTA,2133,Behta,1551
118,Agra,43296,Bhanpura,SHAMSABAD,1400,Shamsabad,817
153,Jhansi,70974,Bhanpura,MAURANIPUR,1832,Mauranipur,1250
180,Shahjahanpur,87022,Bhanpura,JAITIPUR,2101,Jaitipur,1519
