block_code,block_name,district_code,tehsil_code,tehsil_name,resolution,source
1302,Mohammadi,159,800,Mohammdi,derived_village,village_gram_panchayat_mapping.csv
1302,Mohammadi,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1303,Nakaha,159,801,Lakhimpur,derived_village,village_gram_panchayat_mapping.csv
1304,Nighasan,159,797,Nighasan,derived_village,village_gram_panchayat_mapping.csv
1304,Nighasan,159,802,Dhaurahara,derived_village,village_gram_panchayat_mapping.csv
1305,Palia,159,798,Palia,derived_village,village_gram_panchayat_mapping.csv
1306,Pasgawan,159,799,Gola Gokaran Nath,derived_village,village_gram_panchayat_mapping.csv
1306,Pasgawan,159,800,Mohammdi,derived_village,village_gram_panchayat_mapping.csv
1306,Pasgawan,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1307,Phoolbehar,159,801,Lakhimpur,derived_village,village_gram_panchayat_mapping.csv
1308,Ramia Behar,159,797,Nighasan,derived_village,village_gram_panchayat_mapping.csv
1308,Ramia Behar,159,802,Dhaurahara,derived_village,village_gram_panchayat_mapping.csv
1308,Ramia Behar,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1309,Dudhahi,160,958,Tamkuhi Raj,derived_village,village_gram_panchayat_mapping.csv
1310,Fazilnagar,160,957,Kasya,derived_village,village_gram_panchayat_mapping.csv
1310,Fazilnagar,160,958,Tamkuhi Raj,derived_village,village_gram_panchayat_mapping.csv
1311,Hata,160,956,Hata,derived_village,village_gram_panchayat_mapping.csv
1311,Hata,160,957,Kasya,derived_village,village_gram_panchayat_mapping.csv
1312,Kaptainganj,160,956,Hata,derived_village,village_gram_panchayat_mapping.csv
1312,Kaptainganj,160,958,Tamkuhi Raj,derived_village,village_gram_panchayat_mapping.csv
1312,Kaptainganj,160,6879,Kaptanganj,derived_village,village_gram_panchayat_mapping.csv
1313,Kasaya,160,957,Kasya,derived_village,village_gram_panchayat_mapping.csv
1314,Khadda,160,6878,Khadda,derived_village,village_gram_panchayat_mapping.csv
1315,Motichak,160,956,Hata,derived_village,village_gram_panchayat_mapping.csv
1315,Motichak,160,957,Kasya,derived_village,village_gram_panchayat_mapping.csv
1315,Motichak,160,6879,Kaptanganj,derived_village,village_gram_panchayat_mapping.csv
1316,Nebua Naurangia,160,955,Padrauna,derived_village,village_gram_panchayat_mapping.csv
1316,Nebua Naurangia,160,6878,Khadda,derived_village,village_gram_panchayat_mapping.csv
1317,Padrauna,160,955,Padrauna,derived_village,village_gram_panchayat_mapping.csv
1317,Padrauna,160,957,Kasya,derived_village,village_gram_panchayat_mapping.csv
1318,Ramkola,160,956,Hata,derived_village,village_gram_panchayat_mapping.csv
1318,Ramkola,160,957,Kasya,derived_village,village_gram_panchayat_mapping.csv
1318,Ramkola,160,958,Tamkuhi Raj,derived_village,village_gram_panchayat_mapping.csv
1318,Ramkola,160,6879,Kaptanganj,derived_village,village_gram_panchayat_mapping.csv
1319,Seorahi,160,958,Tamkuhi Raj,derived_village,village_gram_panchayat_mapping.csv
1320,Sukrauli,160,956,Hata,derived_village,village_gram_panchayat_mapping.csv
1320,Sukrauli,160,958,Tamkuhi Raj,derived_village,village_gram_panchayat_mapping.csv
1321,Tamkuhiraj,160,956,Hata,derived_village,village_gram_panchayat_mapping.csv
1321,Tamkuhiraj,160,957,Kasya,derived_village,village_gram_panchayat_mapping.csv
1321,Tamkuhiraj,160,958,Tamkuhi Raj,derived_village,village_gram_panchayat_mapping.csv
1322,Vishunpura,160,955,Padrauna,derived_village,village_gram_panchayat_mapping.csv
1322,Vishunpura,160,956,Hata,derived_village,village_gram_panchayat_mapping.csv
1323,Bar,161,861,Talbehat,derived_village,village_gram_panchayat_mapping.csv
1323,Bar,161,863,Mahroni,derived_village,village_gram_panchayat_mapping.csv
1323,Bar,161,6369,Mdawara,derived_village,village_gram_panchayat_mapping.csv
1324,Birdha,161,862,Lalitpur,derived_village,village_gram_panchayat_mapping.csv
1324,Birdha,161,6881,Pali,derived_village,village_gram_panchayat_mapping.csv
1325,Jakhaura,161,861,Talbehat,derived_village,village_gram_panchayat_mapping.csv
1325,Jakhaura,161,862,Lalitpur,derived_village,village_gram_panchayat_mapping.csv
1326,Mandawara,161,863,Mahroni,derived_village,village_gram_panchayat_mapping.csv
1326,Mandawara,161,6369,Mdawara,derived_village,village_gram_panchayat_mapping.csv
1326,Mandawara,161,6881,Pali,derived_village,village_gram_panchayat_mapping.csv
1327,Mehroni,161,863,Mahroni,derived_village,village_gram_panchayat_mapping.csv
1327,Mehroni,161,6369,Mdawara,derived_village,village_gram_panchayat_mapping.csv
1327,Mehroni,161,6881,Pali,derived_village,village_gram_panchayat_mapping.csv
1328,Talbehat,161,861,Talbehat,derived_village,village_gram_panchayat_mapping.csv
1329,Bakshi-Ka-Talab,162,820,Bakshi Ka Talab,derived_village,village_gram_panchayat_mapping.csv
1330,Chinhat,162,820,Bakshi Ka Talab,derived_village,village_gram_panchayat_mapping.csv
1330,Chinhat,162,821,Sadar,derived_village,village_gram_panchayat_mapping.csv
1330,Chinhat,162,6094,Sarojani Nagar,derived_village,village_gram_panchayat_mapping.csv
1331,Gosaiganj,162,822,Mohanlalganj,derived_village,village_gram_panchayat_mapping.csv
1332,Kakori,162,821,Sadar,derived_village,village_gram_panchayat_mapping.csv
1332,Kakori,162,6094,Sarojani Nagar,derived_village,village_gram_panchayat_mapping.csv
1333,Mal,162,819,Malihabad,derived_village,village_gram_panchayat_mapping.csv
1334,Malihabad,162,819,Malihabad,derived_village,village_gram_panchayat_mapping.csv
1335,Mohanlalganj,162,822,Mohanlalganj,derived_village,village_gram_panchayat_mapping.csv
1336,Sarojaninagar,162,6094,Sarojani Nagar,derived_village,village_gram_panchayat_mapping.csv
1337,Hasayan,163,758,Sikandra Rao,derived_village,village_gram_panchayat_mapping.csv
1338,Hathras,163,759,Hathras,derived_village,village_gram_panchayat_mapping.csv
1339,Mursan,163,759,Hathras,derived_village,village_gram_panchayat_mapping.csv
1340,Sadabad,163,760,Sadabad,derived_village,village_gram_panchayat_mapping.csv
1341,Sasni,163,757,Sasni,derived_village,village_gram_panchayat_mapping.csv
1342,Sehpau,163,760,Sadabad,derived_village,village_gram_panchayat_mapping.csv
1343,Sikandrarao,163,758,Sikandra Rao,derived_village,village_gram_panchayat_mapping.csv
1344,Bridgemanganj,164,946,Pharenda,derived_village,village_gram_panchayat_mapping.csv
1345,Dhani,164,946,Pharenda,derived_village,village_gram_panchayat_mapping.csv
1346,Ghughli,164,947,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1347,Lakshmipur,164,944,Nautanwa,derived_village,village_gram_panchayat_mapping.csv
1348,Mahrajganj,164,947,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1349,Mithaura,164,945,Nichlaul,derived_village,village_gram_panchayat_mapping.csv
1349,Mithaura,164,947,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1350,Nautanwa,164,944,Nautanwa,derived_village,village_gram_panchayat_mapping.csv
1351,Nichlaul,164,945,Nichlaul,derived_village,village_gram_panchayat_mapping.csv
1352,Paniyara,164,947,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1353,Partawal,164,947,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1354,Pharenda,164,944,Nautanwa,derived_village,village_gram_panchayat_mapping.csv
1354,Pharenda,164,946,Pharenda,derived_village,village_gram_panchayat_mapping.csv
1355,Siswa,164,945,Nichlaul,derived_village,village_gram_panchayat_mapping.csv
1355,Siswa,164,947,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1356,Charkhari,165,869,Charkhari,derived_village,village_gram_panchayat_mapping.csv
1357,Jaitpur,165,868,Kulpahar,derived_village,village_gram_panchayat_mapping.csv
1358,Kabrai,165,870,Mahoba,derived_village,village_gram_panchayat_mapping.csv
1359,Panwari,165,868,Kulpahar,derived_village,village_gram_panchayat_mapping.csv
1360,Barnahal,166,776,Karhal,derived_village,village_gram_panchayat_mapping.csv
1360,Barnahal,166,6873,Ghiror,derived_village,village_gram_panchayat_mapping.csv
1361,Bewar,166,777,Bhogaon,derived_village,village_gram_panchayat_mapping.csv
1361,Bewar,166,6872,Kishni,derived_village,village_gram_panchayat_mapping.csv
1362,Ghiror,166,775,Mainpuri,derived_village,village_gram_panchayat_mapping.csv
1362,Ghiror,166,6873,Ghiror,derived_village,village_gram_panchayat_mapping.csv
1362,Ghiror,166,6874,Kurawali,derived_village,village_gram_panchayat_mapping.csv
1363,Jageer,166,777,Bhogaon,derived_village,village_gram_panchayat_mapping.csv
1364,Karhal,166,776,Karhal,derived_village,village_gram_panchayat_mapping.csv
1364,Karhal,166,6872,Kishni,derived_village,village_gram_panchayat_mapping.csv
1365,Kishni,166,777,Bhogaon,derived_village,village_gram_panchayat_mapping.csv
1365,Kishni,166,6872,Kishni,derived_village,village_gram_panchayat_mapping.csv
1366,Kuraoli,166,775,Mainpuri,derived_village,village_gram_panchayat_mapping.csv
1366,Kuraoli,166,6874,Kurawali,derived_village,village_gram_panchayat_mapping.csv
1367,Mainpuri,166,775,Mainpuri,derived_village,village_gram_panchayat_mapping.csv
1367,Mainpuri,166,6874,Kurawali,derived_village,village_gram_panchayat_mapping.csv
1368,Sultanganj,166,777,Bhogaon,derived_village,village_gram_panchayat_mapping.csv
1368,Sultanganj,166,6874,Kurawali,derived_village,village_gram_panchayat_mapping.csv
1369,Baldeo,167,763,Mahavan,derived_village,village_gram_panchayat_mapping.csv
1370,Chaumuha,167,761,Chhata,derived_village,village_gram_panchayat_mapping.csv
1370,Chaumuha,167,6832,Govardhan,derived_village,village_gram_panchayat_mapping.csv
1371,Chhata,167,761,Chhata,derived_village,village_gram_panchayat_mapping.csv
1372,Farah,167,764,Mathura,derived_village,village_gram_panchayat_mapping.csv
1372,Farah,167,6832,Govardhan,derived_village,village_gram_panchayat_mapping.csv
1373,Govardhan,167,6832,Govardhan,derived_village,village_gram_panchayat_mapping.csv
1374,Mat,167,762,Mat,derived_village,village_gram_panchayat_mapping.csv
1375,Mathura,167,764,Mathura,derived_village,village_gram_panchayat_mapping.csv
1375,Mathura,167,6832,Govardhan,derived_village,village_gram_panchayat_mapping.csv
1376,Nandgaon,167,761,Chhata,derived_village,village_gram_panchayat_mapping.csv
1376,Nandgaon,167,6832,Govardhan,derived_village,village_gram_panchayat_mapping.csv
1377,Nohjhil,167,762,Mat,derived_village,village_gram_panchayat_mapping.csv
1378,Raya,167,762,Mat,derived_village,village_gram_panchayat_mapping.csv
1378,Raya,167,763,Mahavan,derived_village,village_gram_panchayat_mapping.csv
1379,Badraon,168,971,Ghosi,derived_village,village_gram_panchayat_mapping.csv
1380,Dohri Ghat,168,971,Ghosi,derived_village,village_gram_panchayat_mapping.csv
1380,Dohri Ghat,168,972,Madhuban,derived_village,village_gram_panchayat_mapping.csv
1381,Fatehpur Madaun,168,972,Madhuban,derived_village,village_gram_panchayat_mapping.csv
1382,Ghosi,168,971,Ghosi,derived_village,village_gram_panchayat_mapping.csv
1382,Ghosi,168,972,Madhuban,derived_village,village_gram_panchayat_mapping.csv
1383,Kopaganj,168,973,Maunath Bhanjan,derived_village,village_gram_panchayat_mapping.csv
1384,Mohammadabad Gohana,168,974,Muhammadabad Gohna,derived_village,village_gram_panchayat_mapping.csv
1385,Pardaha,168,973,Maunath Bhanjan,derived_village,village_gram_panchayat_mapping.csv
1386,Ranipur,168,974,Muhammadabad Gohna,derived_village,village_gram_panchayat_mapping.csv
1387,Ratanpura,168,973,Maunath Bhanjan,derived_village,village_gram_panchayat_mapping.csv
1388,Daurala,169,732,Sardhana,derived_village,village_gram_panchayat_mapping.csv
1389,Hastinapur,169,733,Mawana,derived_village,village_gram_panchayat_mapping.csv
1390,Janikhurd,169,734,Meerut,derived_village,village_gram_panchayat_mapping.csv
1391,Kharkhoda,169,734,Meerut,derived_village,village_gram_panchayat_mapping.csv
1392,Machra,169,733,Mawana,derived_village,village_gram_panchayat_mapping.csv
1393,Mawana Kalan,169,733,Mawana,derived_village,village_gram_panchayat_mapping.csv
1394,Meerut,169,734,Meerut,derived_village,village_gram_panchayat_mapping.csv
1395,Parikshitgarh,169,733,Mawana,derived_village,village_gram_panchayat_mapping.csv
1396,Rajpura,169,734,Meerut,derived_village,village_gram_panchayat_mapping.csv
1397,Rohta,169,734,Meerut,derived_village,village_gram_panchayat_mapping.csv
1398,Sardhana,169,732,Sardhana,derived_village,village_gram_panchayat_mapping.csv
1399,Sarurpur Khurd,169,732,Sardhana,derived_village,village_gram_panchayat_mapping.csv
1400,Chhanvey,170,1000,Mirzapur,derived_village,village_gram_panchayat_mapping.csv
1400,Chhanvey,170,1001,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1401,Hallia,170,1001,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1402,Jamalpur,170,1003,Chunar,derived_village,village_gram_panchayat_mapping.csv
1403,Kon,170,1000,Mirzapur,derived_village,village_gram_panchayat_mapping.csv
1404,Lalganj,170,1001,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1405,Majhawa,170,1000,Mirzapur,derived_village,village_gram_panchayat_mapping.csv
1406,Nagar (City),170,1000,Mirzapur,derived_village,village_gram_panchayat_mapping.csv
1407,Narainpur,170,1003,Chunar,derived_village,village_gram_panchayat_mapping.csv
1408,Pahari,170,1000,Mirzapur,derived_village,village_gram_panchayat_mapping.csv
1409,Patehra,170,1002,Marihan,derived_village,village_gram_panchayat_mapping.csv
1410,Rajgarh,170,1002,Marihan,derived_village,village_gram_panchayat_mapping.csv
1410,Rajgarh,170,1003,Chunar,derived_village,village_gram_panchayat_mapping.csv
1411,Shikhar,170,1003,Chunar,derived_village,village_gram_panchayat_mapping.csv
1412,Asmauli,659,721,Sambhal,derived_village,village_gram_panchayat_mapping.csv
1413,Bahjoi,659,722,Chandausi,derived_village,village_gram_panchayat_mapping.csv
1414,Baniyakhera,659,722,Chandausi,derived_village,village_gram_panchayat_mapping.csv
1415,Bhagatpur Tanda,171,719,Moradabad,derived_village,village_gram_panchayat_mapping.csv
1416,Bilari,171,720,Bilari,derived_village,village_gram_panchayat_mapping.csv
1417,Chhajlet,171,718,Kanth,derived_village,village_gram_panchayat_mapping.csv
1418,Dilari,171,717,Thakurdwara,derived_village,village_gram_panchayat_mapping.csv
1418,Dilari,171,718,Kanth,derived_village,village_gram_panchayat_mapping.csv
1419,Kundarki,171,720,Bilari,derived_village,village_gram_panchayat_mapping.csv
1420,Moradabad,171,719,Moradabad,derived_village,village_gram_panchayat_mapping.csv
1421,Munda Pandey,171,719,Moradabad,derived_village,village_gram_panchayat_mapping.csv
1422,Panwasa,659,721,Sambhal,derived_village,village_gram_panchayat_mapping.csv
1422,Panwasa,659,722,Chandausi,derived_village,village_gram_panchayat_mapping.csv
1423,Sambhal,659,721,Sambhal,derived_village,village_gram_panchayat_mapping.csv
1424,Thakurdwara,171,717,Thakurdwara,derived_village,village_gram_panchayat_mapping.csv
1424,Thakurdwara,171,718,Kanth,derived_village,village_gram_panchayat_mapping.csv
1425,Baghara,172,708,Muzaffarnagar,derived_village,village_gram_panchayat_mapping.csv
1426,Budhana,172,709,Budhana,derived_village,village_gram_panchayat_mapping.csv
1427,Charthawal,172,708,Muzaffarnagar,derived_village,village_gram_panchayat_mapping.csv
1428,Jansath,172,711,Jansath,derived_village,village_gram_panchayat_mapping.csv
1429,Kairana,660,706,Kairana,derived_village,village_gram_panchayat_mapping.csv
1429,Kairana,660,707,Shamli,derived_village,village_gram_panchayat_mapping.csv
1430,Kandhla,660,706,Kairana,derived_village,village_gram_panchayat_mapping.csv
1430,Kandhla,660,707,Shamli,derived_village,village_gram_panchayat_mapping.csv
1431,Khatauli,172,710,Khatauli,derived_village,village_gram_panchayat_mapping.csv
1431,Khatauli,172,711,Jansath,derived_village,village_gram_panchayat_mapping.csv
1432,Morna,172,711,Jansath,derived_village,village_gram_panchayat_mapping.csv
1433,Muzaffarnagar,172,708,Muzaffarnagar,derived_village,village_gram_panchayat_mapping.csv
1434,Purkaji,172,708,Muzaffarnagar,derived_village,village_gram_panchayat_mapping.csv
1435,Shahpur,172,709,Budhana,derived_village,village_gram_panchayat_mapping.csv
1435,Shahpur,172,710,Khatauli,derived_village,village_gram_panchayat_mapping.csv
1436,Shamli,660,707,Shamli,derived_village,village_gram_panchayat_mapping.csv
1437,Thana Bhawan,660,707,Shamli,derived_village,village_gram_panchayat_mapping.csv
1437,Thana Bhawan,660,6159,Un,derived_village,village_gram_panchayat_mapping.csv
1438,Un,660,706,Kairana,derived_village,village_gram_panchayat_mapping.csv
1438,Un,660,707,Shamli,derived_village,village_gram_panchayat_mapping.csv
1438,Un,660,6159,Un,derived_village,village_gram_panchayat_mapping.csv
1439,Amariya,173,790,Pilibhit,derived_village,village_gram_panchayat_mapping.csv
1439,Amariya,173,6867,Amariya,derived_village,village_gram_panchayat_mapping.csv
1440,Barkhera,173,791,Bisalpur,derived_village,village_gram_panchayat_mapping.csv
1441,Bilsanda,173,791,Bisalpur,derived_village,village_gram_panchayat_mapping.csv
1442,Bisalpur,173,791,Bisalpur,derived_village,village_gram_panchayat_mapping.csv
1443,Lalaurikhera,173,790,Pilibhit,derived_village,village_gram_panchayat_mapping.csv
1444,Marori,173,790,Pilibhit,derived_village,village_gram_panchayat_mapping.csv
1444,Marori,173,6867,Amariya,derived_village,village_gram_panchayat_mapping.csv
1445,Puranpur,173,792,Puranpur,derived_village,village_gram_panchayat_mapping.csv
1445,Puranpur,173,6866,Kalinagar,derived_village,village_gram_panchayat_mapping.csv
1446,Aspur Deosara,174,883,Patti,derived_village,village_gram_panchayat_mapping.csv
1447,Baba Belkharnath Dham,174,883,Patti,derived_village,village_gram_panchayat_mapping.csv
1447,Baba Belkharnath Dham,174,884,Raniganj,derived_village,village_gram_panchayat_mapping.csv
1448,Babaganj,174,880,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1448,Babaganj,174,881,Kunda,derived_village,village_gram_panchayat_mapping.csv
1449,Bihar,174,881,Kunda,derived_village,village_gram_panchayat_mapping.csv
1450,Gaura,174,884,Raniganj,derived_village,village_gram_panchayat_mapping.csv
1451,Kalakankar,174,881,Kunda,derived_village,village_gram_panchayat_mapping.csv
1452,Kunda,174,881,Kunda,derived_village,village_gram_panchayat_mapping.csv
1453,Lakshamanpur,174,880,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1454,Lalganj,174,880,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1455,Magraura,174,883,Patti,derived_village,village_gram_panchayat_mapping.csv
1456,Mandhata,174,882,Pratapgarh,derived_village,village_gram_panchayat_mapping.csv
1456,Mandhata,174,884,Raniganj,derived_village,village_gram_panchayat_mapping.csv
1457,Patti,174,883,Patti,derived_village,village_gram_panchayat_mapping.csv
1458,Pratapgarh (Sadar),174,882,Pratapgarh,derived_village,village_gram_panchayat_mapping.csv
1458,Pratapgarh (Sadar),174,884,Raniganj,derived_village,village_gram_panchayat_mapping.csv
1459,Rampur Sanramgarh,174,880,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1459,Rampur Sanramgarh,174,881,Kunda,derived_village,village_gram_panchayat_mapping.csv
1460,Sandwa Chandrika,174,882,Pratapgarh,derived_village,village_gram_panchayat_mapping.csv
1461,Sangipur,174,880,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1462,Shivgarh,174,884,Raniganj,derived_village,village_gram_panchayat_mapping.csv
1463,Amawan,175,823,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1463,Amawan,175,825,Rae Bareli,derived_village,village_gram_panchayat_mapping.csv
1464,Bachharawan,175,823,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1465,Bahadurpur,640,824,Tiloi,derived_village,village_gram_panchayat_mapping.csv
1466,Chhatoh,175,829,Salon,derived_village,village_gram_panchayat_mapping.csv
1467,Dalmau,175,827,Dalmau,derived_village,village_gram_panchayat_mapping.csv
1468,Deenshah Gaura,175,827,Dalmau,derived_village,village_gram_panchayat_mapping.csv
1469,Dih,175,829,Salon,derived_village,village_gram_panchayat_mapping.csv
1470,Harchandpur,175,825,Rae Bareli,derived_village,village_gram_panchayat_mapping.csv
1471,Jagatpur,175,828,Unchahar,derived_village,village_gram_panchayat_mapping.csv
1472,Khiron,175,826,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1473,Lalganj,175,826,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1474,Mahrajganj,175,823,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1475,Rahi,175,825,Rae Bareli,derived_village,village_gram_panchayat_mapping.csv
1476,Rohania,175,828,Unchahar,derived_village,village_gram_panchayat_mapping.csv
1477,Salon,175,829,Salon,derived_village,village_gram_panchayat_mapping.csv
1478,Sareni,175,826,Lalganj,derived_village,village_gram_panchayat_mapping.csv
1479,Sataon,175,825,Rae Bareli,derived_village,village_gram_panchayat_mapping.csv
1480,Shivgarh,175,823,Maharajganj,derived_village,village_gram_panchayat_mapping.csv
1481,Singhpur,640,824,Tiloi,derived_village,village_gram_panchayat_mapping.csv
1482,Tiloi,640,824,Tiloi,derived_village,village_gram_panchayat_mapping.csv
1483,Unchahar,175,828,Unchahar,derived_village,village_gram_panchayat_mapping.csv
1484,Bilaspur,176,723,Suar,derived_village,village_gram_panchayat_mapping.csv
1484,Bilaspur,176,725,Bilaspur,derived_village,village_gram_panchayat_mapping.csv
1485,Chamraon,176,726,Rampur,derived_village,village_gram_panchayat_mapping.csv
1486,Milak,176,728,Milak,derived_village,village_gram_panchayat_mapping.csv
1487,Saidnagar,176,724,Tanda,derived_village,village_gram_panchayat_mapping.csv
1487,Saidnagar,176,726,Rampur,derived_village,village_gram_panchayat_mapping.csv
1488,Shahabad,176,727,Shahabad,derived_village,village_gram_panchayat_mapping.csv
1489,Suar,176,723,Suar,derived_village,village_gram_panchayat_mapping.csv
1489,Suar,176,724,Tanda,derived_village,village_gram_panchayat_mapping.csv
1490,Ballia Kheri,177,702,Saharanpur,derived_village,village_gram_panchayat_mapping.csv
1491,Deoband,177,704,Deoband,derived_village,village_gram_panchayat_mapping.csv
1492,Gangoh,177,703,Nakur,derived_village,village_gram_panchayat_mapping.csv
1493,Muzaffarabad,177,701,Behat,derived_village,village_gram_panchayat_mapping.csv
1493,Muzaffarabad,177,702,Saharanpur,derived_village,village_gram_panchayat_mapping.csv
1494,Nagal,177,704,Deoband,derived_village,village_gram_panchayat_mapping.csv
1495,Nakur,177,703,Nakur,derived_village,village_gram_panchayat_mapping.csv
1496,Nanauta,177,705,Rampur Maniharan,derived_village,village_gram_panchayat_mapping.csv
1497,Puwarka,177,702,Saharanpur,derived_village,village_gram_panchayat_mapping.csv
1498,Rampur Maniharan,177,705,Rampur Maniharan,derived_village,village_gram_panchayat_mapping.csv
1499,Sadauli Qadeem,177,701,Behat,derived_village,village_gram_panchayat_mapping.csv
1500,Sarsawan,177,702,Saharanpur,derived_village,village_gram_panchayat_mapping.csv
1500,Sarsawan,177,703,Nakur,derived_village,village_gram_panchayat_mapping.csv
1501,Baghauli,178,942,Khalilabad,derived_village,village_gram_panchayat_mapping.csv
1502,Belhar Kala,178,941,Mehdawal,derived_village,village_gram_panchayat_mapping.csv
1502,Belhar Kala,178,942,Khalilabad,derived_village,village_gram_panchayat_mapping.csv
1503,Hainsar Bazar,178,943,Ghanghata,derived_village,village_gram_panchayat_mapping.csv
1504,Khalilabad,178,942,Khalilabad,derived_village,village_gram_panchayat_mapping.csv
1505,Mehdawal,178,941,Mehdawal,derived_village,village_gram_panchayat_mapping.csv
1506,Nath Nagar,178,943,Ghanghata,derived_village,village_gram_panchayat_mapping.csv
1507,Pauli,178,943,Ghanghata,derived_village,village_gram_panchayat_mapping.csv
1508,Santha,178,941,Mehdawal,derived_village,village_gram_panchayat_mapping.csv
1509,Semariyawan,178,942,Khalilabad,derived_village,village_gram_panchayat_mapping.csv
1510,Abhauli,179,997,Bhadohi,derived_village,village_gram_panchayat_mapping.csv
1510,Abhauli,179,998,Gyanpur,derived_village,village_gram_panchayat_mapping.csv
1511,Aurai,179,998,Gyanpur,derived_village,village_gram_panchayat_mapping.csv
1511,Aurai,179,999,Aurai,derived_village,village_gram_panchayat_mapping.csv
1512,Bhadohi,179,997,Bhadohi,derived_village,village_gram_panchayat_mapping.csv
1512,Bhadohi,179,999,Aurai,derived_village,village_gram_panchayat_mapping.csv
1513,Deegh,179,998,Gyanpur,derived_village,village_gram_panchayat_mapping.csv
1514,Gyanpur,179,997,Bhadohi,derived_village,village_gram_panchayat_mapping.csv
1514,Gyanpur,179,998,Gyanpur,derived_village,village_gram_panchayat_mapping.csv
1515,Suriyavan,179,997,Bhadohi,derived_village,village_gram_panchayat_mapping.csv
1516,Banda,180,793,Powayan,derived_village,village_gram_panchayat_mapping.csv
1517,Bhawal Khera,180,795,Shahjahanpur,derived_village,village_gram_panchayat_mapping.csv
1518,Dadrol,180,795,Shahjahanpur,derived_village,village_gram_panchayat_mapping.csv
1519,Jaitipur,180,794,Tilhar,derived_village,village_gram_panchayat_mapping.csv
1520,Jalalabad,180,796,Jalalabad,derived_village,village_gram_panchayat_mapping.csv
1520,Jalalabad,180,6882,Kalan,derived_village,village_gram_panchayat_mapping.csv
1521,Kalan,180,6882,Kalan,derived_village,village_gram_panchayat_mapping.csv
1522,Kanth,180,795,Shahjahanpur,derived_village,village_gram_panchayat_mapping.csv
1523,Khudaganj Katra,180,794,Tilhar,derived_village,village_gram_panchayat_mapping.csv
1524,Khutar,180,793,Powayan,derived_village,village_gram_panchayat_mapping.csv
1525,Madnapur,180,794,Tilhar,derived_village,village_gram_panchayat_mapping.csv
1525,Madnapur,180,795,Shahjahanpur,derived_village,village_gram_panchayat_mapping.csv
1525,Madnapur,180,796,Jalalabad,derived_village,village_gram_panchayat_mapping.csv
1526,Mirzapur,180,796,Jalalabad,derived_village,village_gram_panchayat_mapping.csv
1526,Mirzapur,180,6882,Kalan,derived_village,village_gram_panchayat_mapping.csv
1527,Nigohi,180,794,Tilhar,derived_village,village_gram_panchayat_mapping.csv
1528,Powayan,180,793,Powayan,derived_village,village_gram_panchayat_mapping.csv
1529,Sindhauli,180,793,Powayan,derived_village,village_gram_panchayat_mapping.csv
1530,Tilhar,180,794,Tilhar,derived_village,village_gram_panchayat_mapping.csv
1531,Ekona,181,924,Ikauna,derived_village,village_gram_panchayat_mapping.csv
1532,Gilaula,181,924,Ikauna,derived_village,village_gram_panchayat_mapping.csv
1532,Gilaula,181,6164,Jamunaha,derived_village,village_gram_panchayat_mapping.csv
1533,Hariharpur Rani,181,923,Bhinga,derived_village,village_gram_panchayat_mapping.csv
1534,Jamunaha,181,923,Bhinga,derived_village,village_gram_panchayat_mapping.csv
1534,Jamunaha,181,6164,Jamunaha,derived_village,village_gram_panchayat_mapping.csv
1535,Sirsiya,181,923,Bhinga,derived_village,village_gram_panchayat_mapping.csv
1536,Bansi,182,934,Bansi,derived_village,village_gram_panchayat_mapping.csv
1537,Barhni,182,932,Shohratgarh,derived_village,village_gram_panchayat_mapping.csv
1538,Bhanwapur,182,935,Itwa,derived_village,village_gram_panchayat_mapping.csv
1538,Bhanwapur,182,936,Domariyaganj,derived_village,village_gram_panchayat_mapping.csv
1539,Birdpur,182,932,Shohratgarh,derived_village,village_gram_panchayat_mapping.csv
1539,Birdpur,182,933,Naugarh,derived_village,village_gram_panchayat_mapping.csv
1540,Domariyaganj,182,936,Domariyaganj,derived_village,village_gram_panchayat_mapping.csv
1541,Itwa,182,935,Itwa,derived_village,village_gram_panchayat_mapping.csv
1542,Jogia,182,932,Shohratgarh,derived_village,village_gram_panchayat_mapping.csv
1542,Jogia,182,933,Naugarh,derived_village,village_gram_panchayat_mapping.csv
