district_code,gram_panchayat_code,block_code,resolution
119,43723,823,exact_name
119,43724,823,exact_name
119,43725,823,exact_name
119,43726,823,exact_name
119,43727,823,exact_name
119,43728,823,exact_name
119,43729,823,exact_name
119,43730,823,exact_name
119,43731,823,exact_name
119,43732,823,exact_name
119,43733,823,exact_name
119,43734,823,exact_name
119,43735,823,exact_name
119,43736,823,exact_name
119,43737,823,exact_name
119,43738,823,exact_name
119,43739,823,exact_name
119,43740,823,exact_name
119,43741,823,exact_name
119,43742,823,exact_name
119,43743,823,exact_name
119,43744,823,exact_name
119,43745,823,exact_name
119,43746,823,exact_name
119,43747,823,exact_name
119,43748,823,exact_name
119,43749,823,exact_name
119,43750,823,exact_name
119,43751,823,exact_name
119,43752,823,exact_name
119,43753,823,exact_name
119,43754,823,exact_name
119,43755,823,exact_name
119,43756,823,exact_name
119,43757,823,exact_name
119,43758,823,exact_name
119,43759,823,exact_name
119,43760,823,exact_name
119,43761,823,exact_name
119,43762,823,exact_name
119,43763,823,exact_name
119,43764,823,exact_name
119,266403,824,exact_name
119,266405,824,exact_name
119,266408,824,exact_name
119,266409,824,exact_name
119,266412,824,exact_name
119,266413,824,exact_name
119,43765,824,exact_name
119,43766,824,exact_name
119,43767,824,exact_name
119,43768,824,exact_name
119,43769,824,exact_name
119,43770,824,exact_name
119,43771,824,exact_name
119,43772,824,exact_name
119,43773,824,exact_name
119,43774,824,exact_name
119,43775,824,exact_name
119,43776,824,exact_name
119,43777,824,exact_name
119,43778,824,exact_name
119,43779,824,exact_name
119,43780,824,exact_name
119,43781,824,exact_name
119,43782,824,exact_name
119,43783,824,exact_name
119,43784,824,exact_name
119,43785,824,exact_name
119,43786,824,exact_name
119,43787,824,exact_name
119,43788,824,exact_name
119,43789,824,exact_name
119,43790,824,exact_name
119,43791,824,exact_name
119,43792,824,exact_name
119,43793,824,exact_name
119,43794,824,exact_name
