district_code,tehsil_code,village_code,village_name,gram_panchayat_code,gram_panchayat_name
146,990,205700,Bishambharpur Soem,64705,Bibi Pur Khas
146,987,203456,Bishmbhar Pur,64112,Majhnpur Kala
146,990,205962,Bishun Pura Urf Raghubarganj,64426,Bishun Pura Urf Raghubarganj
146,989,205269,Bishunpur Gangbarar,267893,Bisunpur Uperwar
146,988,204449,Bishunpur Kala,63993,Rasulpur Kolawar
146,987,203767,Bishunpur Koyaran,64300,Firozshah
146,988,204322,Bishunpur Mathura,64627,Ramrepur
146,989,205270,Bishunpur Uparwar,267893,Bisunpur Uperwar
146,988,204088,Bishunpur Zunadar,64572,Kandar
146,989,205066,Bishunpura Piparahi,64024,Bishunpura Piparahi
146,987,203775,Bishwanath Pur,64337,Agapur
146,988,204265,Biskalan,64666,Mahamudpur
146,991,206573,Bisun Baksot,64831,Gaighat
146,988,204594,Bisun Pura,63942,Bisun Pura
146,987,203912,Bisunpur,64595,Raipur
146,989,204934,Bisunpur Datta,64025,Subhakharpur
146,987,203548,Bisunpur Ghurhu,64088,Gosaiyan
146,989,205102,Bisunpur Jamin Bidiapara,64059,Ruhipur
146,6834,205375,Bisunpur M. Sonbarsa,269293,Bisunpur
146,990,205886,Bisunpur Mu. Husaynpur Kothiya,64427,Bisunpura
146,990,206336,Bisunpur Mu. Sukhdehra,63894,Lochin
146,988,204508,Bisunpur Padari,63954,Dhari Khurd
146,987,203846,Bisunpur Tarwa,64287,Bisunpur Tarwa
146,988,204028,Bizarva,64549,Bizarva
146,989,204928,Boeri,64368,Boeri
146,989,204683,Bogana,64775,Bogana
146,988,204626,Bojh,270522,Manjharia
146,989,204979,Borsia,64028,Chaurahi
146,988,204081,Borvan Kalan,64550,Borvan Kalan
146,6834,205935,Brahamdas Pur,64428,Brahamdas Pur
146,6834,205936,Breji,64429,Breji
146,987,203960,Brindaban,64551,Brindaban
146,991,206625,Budadeeh,64501,Gaura
146,987,203746,Buddhpur,270449,Todarpur
146,990,206289,Budhala Khas Ta. Amarupur,63871,Amaropur
146,987,203683,Budhan Pur,270438,Baran Pur
146,988,204425,Budhanipur,63941,Bhitari Taraphhatim
146,6834,205447,Budhanpur,64217,Horilpur Baresar
146,988,204538,Budhanpur,63943,Budhanpur
146,988,204562,Budhauli,270552,Garatholi
146,989,204961,Budhui Buzurg,64015,Barikpur
146,990,205734,Burahn Pur T. Narayan Pur,64738,Narayan Pur
146,987,203610,Buranpur,64075,Buranpur
146,987,203813,Buranpur,64288,Buran Pur
146,6834,205399,Buranpur,64204,Chawanpur Gani
