local_body_code,district_code,district_name,source
249481,123,Azamgarh,PMAY-Urban List of ULB
249482,123,Azamgarh,PMAY-Urban List of ULB
249483,168,Mau,PMAY-Urban List of ULB
249484,168,Mau,PMAY-Urban List of ULB
249485,168,Mau,PMAY-Urban List of ULB
249486,168,Mau,PMAY-Urban List of ULB
249487,168,Mau,PMAY-Urban List of ULB
249488,168,Mau,PMAY-Urban List of ULB
249490,168,Mau,PMAY-Urban List of ULB
249492,126,Ballia,PMAY-Urban List of ULB
249493,126,Ballia,PMAY-Urban List of ULB
249494,126,Ballia,PMAY-Urban List of ULB
249495,126,Ballia,PMAY-Urban List of ULB
249496,126,Ballia,PMAY-Urban List of ULB
249497,126,Ballia,PMAY-Urban List of ULB
249498,126,Ballia,PMAY-Urban List of ULB
249499,126,Ballia,PMAY-Urban List of ULB
249500,126,Ballia,PMAY-Urban List of ULB
249501,152,Jaunpur,PMAY-Urban List of ULB
249502,152,Jaunpur,PMAY-Urban List of ULB
249503,152,Jaunpur,PMAY-Urban List of ULB
249504,152,Jaunpur,PMAY-Urban List of ULB
249505,152,Jaunpur,PMAY-Urban List of ULB
249507,152,Jaunpur,PMAY-Urban List of ULB
249508,152,Jaunpur,PMAY-Urban List of ULB
249509,146,Ghazipur,PMAY-Urban List of ULB
249510,146,Ghazipur,PMAY-Urban List of ULB
249511,146,Ghazipur,PMAY-Urban List of ULB
249512,146,Ghazipur,PMAY-Urban List of ULB
249513,146,Ghazipur,PMAY-Urban List of ULB
249514,146,Ghazipur,PMAY-Urban List of ULB
249515,146,Ghazipur,PMAY-Urban List of ULB
249516,146,Ghazipur,PMAY-Urban List of ULB
249518,135,Chandauli,PMAY-Urban List of ULB
249520,135,Chandauli,PMAY-Urban List of ULB
249521,135,Chandauli,PMAY-Urban List of ULB
249522,135,Chandauli,PMAY-Urban List of ULB
249524,187,Varanasi,PMAY-Urban List of ULB
249531,187,Varanasi,PMAY-Urban List of ULB
249533,179,Bhadohi,PMAY-Urban List of ULB
249534,179,Bhadohi,PMAY-Urban List of ULB
249535,179,Bhadohi,PMAY-Urban List of ULB
249536,179,Bhadohi,PMAY-Urban List of ULB
249537,179,Bhadohi,PMAY-Urban List of ULB
249538,179,Bhadohi,PMAY-Urban List of ULB
249539,179,Bhadohi,PMAY-Urban List of ULB
249540,170,Mirzapur,PMAY-Urban List of ULB
249542,170,Mirzapur,PMAY-Urban List of ULB
249543,170,Mirzapur,PMAY-Urban List of ULB
249545,170,Mirzapur,PMAY-Urban List of ULB
249546,184,Sonbhadra,PMAY-Urban List of ULB
249547,184,Sonbhadra,PMAY-Urban List of ULB
249548,184,Sonbhadra,PMAY-Urban List of ULB
249549,184,Sonbhadra,PMAY-Urban List of ULB
249550,184,Sonbhadra,PMAY-Urban List of ULB
249551,184,Sonbhadra,PMAY-Urban List of ULB
249552,184,Sonbhadra,PMAY-Urban List of ULB
249553,184,Sonbhadra,PMAY-Urban List of ULB
253113,142,Fatehpur,PMAY-Urban List of ULB
253131,129,Bara Banki,PMAY-Urban List of ULB
257826,182,Siddharthnagar,PMAY-Urban List of ULB
263348,156,Kanpur Dehat,PMAY-Urban List of ULB
263350,659,Sambhal,PMAY-Urban List of ULB
263351,162,Lucknow,PMAY-Urban List of ULB
263352,156,Kanpur Dehat,PMAY-Urban List of ULB
263353,156,Kanpur Dehat,PMAY-Urban List of ULB
263354,156,Kanpur Dehat,PMAY-Urban List of ULB
263355,156,Kanpur Dehat,PMAY-Urban List of ULB
263356,123,Azamgarh,PMAY-Urban List of ULB
263358,152,Jaunpur,PMAY-Urban List of ULB
263359,131,Basti,PMAY-Urban List of ULB
270654,168,Mau,PMAY-Urban List of ULB
274820,145,Ghaziabad,PMAY-Urban List of ULB
274822,144,Gautam Buddha Nagar,PMAY-Urban List of ULB
274823,144,Gautam Buddha Nagar,PMAY-Urban List of ULB
276425,640,Amethi,PMAY-Urban List of ULB
277139,164,Mahrajganj,PMAY-Urban List of ULB
277185,126,Ballia,PMAY-Urban List of ULB
277186,129,Bara Banki,PMAY-Urban List of ULB
277188,143,Firozabad,PMAY-Urban List of ULB
277189,168,Mau,PMAY-Urban List of ULB
277192,174,Pratapgarh,PMAY-Urban List of ULB
277255,118,Agra,PMAY-Urban List of ULB
277256,120,Prayagraj,PMAY-Urban List of ULB
277258,130,Bareilly,PMAY-Urban List of ULB
277263,140,Ayodhya,PMAY-Urban List of ULB
277264,157,Kanpur Nagar,PMAY-Urban List of ULB
277266,141,Farrukhabad,PMAY-Urban List of ULB
277269,162,Lucknow,PMAY-Urban List of ULB
277270,167,Mathura,PMAY-Urban List of ULB
277271,169,Meerut,PMAY-Urban List of ULB
277277,180,Shahjahanpur,PMAY-Urban List of ULB
277278,187,Varanasi,PMAY-Urban List of ULB
277288,153,Jhansi,PMAY-Urban List of ULB
277293,153,Jhansi,PMAY-Urban List of ULB
277531,175,Rae Bareli,PMAY-Urban List of ULB
281989,137,Deoria,PMAY-Urban List of ULB
289237,131,Basti,PMAY-Urban List of ULB
290250,171,Moradabad,PMAY-Urban List of ULB
290251,171,Moradabad,PMAY-Urban List of ULB
296986,177,Saharanpur,PMAY-Urban List of ULB
297020,160,Kushinagar,PMAY-Urban List of ULB
297022,186,Unnao,PMAY-Urban List of ULB
297023,124,Baghpat,PMAY-Urban List of ULB
297024,160,Kushinagar,PMAY-Urban List of ULB
297025,181,Shrawasti,PMAY-Urban List of ULB
297026,133,Budaun,PMAY-Urban List of ULB
297027,154,Amroha,PMAY-Urban List of ULB
297029,148,Gorakhpur,PMAY-Urban List of ULB
297031,131,Basti,PMAY-Urban List of ULB
297032,141,Farrukhabad,PMAY-Urban List of ULB
297033,119,Aligarh,PMAY-Urban List of ULB
297034,152,Jaunpur,PMAY-Urban List of ULB
297036,160,Kushinagar,PMAY-Urban List of ULB
297037,156,Kanpur Dehat,PMAY-Urban List of ULB
297038,185,Sultanpur,PMAY-Urban List of ULB
297039,162,Lucknow,PMAY-Urban List of ULB
297040,164,Mahrajganj,PMAY-Urban List of ULB
297041,164,Mahrajganj,PMAY-Urban List of ULB
297042,174,Pratapgarh,PMAY-Urban List of ULB
297044,184,Sonbhadra,PMAY-Urban List of ULB
297045,119,Aligarh,PMAY-Urban List of ULB
297046,173,Pilibhit,verified special mapping
297047,176,Rampur,PMAY-Urban List of ULB
297048,162,Lucknow,PMAY-Urban List of ULB
297049,180,Shahjahanpur,PMAY-Urban List of ULB
297050,182,Siddharthnagar,PMAY-Urban List of ULB
297051,182,Siddharthnagar,PMAY-Urban List of ULB
297053,178,Sant Kabir Nagar,PMAY-Urban List of ULB
297054,174,Pratapgarh,PMAY-Urban List of ULB
297055,151,Jalaun,PMAY-Urban List of ULB
297056,182,Siddharthnagar,PMAY-Urban List of ULB
297057,180,Shahjahanpur,PMAY-Urban List of ULB
297058,166,Mainpuri,PMAY-Urban List of ULB
297059,178,Sant Kabir Nagar,PMAY-Urban List of ULB
297060,131,Basti,PMAY-Urban List of ULB
297061,182,Siddharthnagar,PMAY-Urban List of ULB
297062,164,Mahrajganj,PMAY-Urban List of ULB
297063,133,Budaun,PMAY-Urban List of ULB
297064,158,Kaushambi,PMAY-Urban List of ULB
297065,160,Kushinagar,PMAY-Urban List of ULB
297066,131,Basti,PMAY-Urban List of ULB
297067,182,Siddharthnagar,PMAY-Urban List of ULB
297068,152,Jaunpur,PMAY-Urban List of ULB
297070,125,Bahraich,PMAY-Urban List of ULB
297071,171,Moradabad,PMAY-Urban List of ULB
297073,131,Basti,PMAY-Urban List of ULB
297075,123,Azamgarh,PMAY-Urban List of ULB
297076,119,Aligarh,PMAY-Urban List of ULB
297077,160,Kushinagar,PMAY-Urban List of ULB
297078,160,Kushinagar,PMAY-Urban List of ULB
297079,169,Meerut,PMAY-Urban List of ULB
297081,143,Firozabad,PMAY-Urban List of ULB
297083,126,Ballia,PMAY-Urban List of ULB
297084,175,Rae Bareli,PMAY-Urban List of ULB
297085,159,Kheri,PMAY-Urban List of ULB
297086,158,Kaushambi,PMAY-Urban List of ULB
297087,174,Pratapgarh,PMAY-Urban List of ULB
297088,152,Jaunpur,PMAY-Urban List of ULB
297089,156,Kanpur Dehat,PMAY-Urban List of ULB
297090,176,Rampur,PMAY-Urban List of ULB
297091,152,Jaunpur,PMAY-Urban List of ULB
297495,148,Gorakhpur,PMAY-Urban List of ULB
297623,142,Fatehpur,PMAY-Urban List of ULB
297651,156,Kanpur Dehat,PMAY-Urban List of ULB
297714,154,Amroha,PMAY-Urban List of ULB
297735,141,Farrukhabad,PMAY-Urban List of ULB
297756,140,Ayodhya,PMAY-Urban List of ULB
297758,140,Ayodhya,PMAY-Urban List of ULB
297802,180,Shahjahanpur,PMAY-Urban List of ULB
297807,180,Shahjahanpur,PMAY-Urban List of ULB
297820,124,Baghpat,PMAY-Urban List of ULB
297861,126,Ballia,PMAY-Urban List of ULB
297864,156,Kanpur Dehat,PMAY-Urban List of ULB
297922,186,Unnao,PMAY-Urban List of ULB
298093,131,Basti,PMAY-Urban List of ULB
298095,131,Basti,PMAY-Urban List of ULB
298096,131,Basti,PMAY-Urban List of ULB
298115,119,Aligarh,PMAY-Urban List of ULB
298915,164,Mahrajganj,PMAY-Urban List of ULB
298935,121,Ambedkar Nagar,PMAY-Urban List of ULB
299009,158,Kaushambi,PMAY-Urban List of ULB
299010,136,Chitrakoot,PMAY-Urban List of ULB
299012,174,Pratapgarh,PMAY-Urban List of ULB
299013,174,Pratapgarh,PMAY-Urban List of ULB
299017,125,Bahraich,PMAY-Urban List of ULB
299018,119,Aligarh,PMAY-Urban List of ULB
299023,119,Aligarh,PMAY-Urban List of ULB
299027,171,Moradabad,PMAY-Urban List of ULB
299053,184,Sonbhadra,PMAY-Urban List of ULB
299069,176,Rampur,PMAY-Urban List of ULB
299071,168,Mau,PMAY-Urban List of ULB
299081,129,Bara Banki,PMAY-Urban List of ULB
300509,121,Ambedkar Nagar,PMAY-Urban List of ULB
300510,123,Azamgarh,PMAY-Urban List of ULB
300511,125,Bahraich,PMAY-Urban List of ULB
300512,127,Balrampur,PMAY-Urban List of ULB
300532,178,Sant Kabir Nagar,PMAY-Urban List of ULB
300651,141,Farrukhabad,PMAY-Urban List of ULB
300652,141,Farrukhabad,PMAY-Urban List of ULB
300693,174,Pratapgarh,PMAY-Urban List of ULB
300705,160,Kushinagar,PMAY-Urban List of ULB
300707,174,Pratapgarh,PMAY-Urban List of ULB
300713,138,Etah,PMAY-Urban List of ULB
300719,159,Kheri,PMAY-Urban List of ULB
300721,148,Gorakhpur,PMAY-Urban List of ULB
300729,137,Deoria,PMAY-Urban List of ULB
300739,175,Rae Bareli,verified special mapping
300750,148,Gorakhpur,PMAY-Urban List of ULB
300768,137,Deoria,PMAY-Urban List of ULB
300772,174,Pratapgarh,PMAY-Urban List of ULB
300774,174,Pratapgarh,PMAY-Urban List of ULB
300776,174,Pratapgarh,PMAY-Urban List of ULB
300779,137,Deoria,PMAY-Urban List of ULB
300782,137,Deoria,PMAY-Urban List of ULB
300789,137,Deoria,PMAY-Urban List of ULB
300807,137,Deoria,PMAY-Urban List of ULB
300833,142,Fatehpur,PMAY-Urban List of ULB
300839,142,Fatehpur,PMAY-Urban List of ULB
300865,140,Ayodhya,PMAY-Urban List of ULB
300930,125,Bahraich,PMAY-Urban List of ULB
301012,147,Gonda,PMAY-Urban List of ULB
301014,147,Gonda,PMAY-Urban List of ULB
301016,147,Gonda,PMAY-Urban List of ULB
301210,144,Gautam Buddha Nagar,PMAY-Urban List of ULB
301241,153,Jhansi,PMAY-Urban List of ULB
301242,187,Varanasi,PMAY-Urban List of ULB
301243,135,Chandauli,PMAY-Urban List of ULB
301244,184,Sonbhadra,PMAY-Urban List of ULB
301245,147,Gonda,PMAY-Urban List of ULB
301249,184,Sonbhadra,PMAY-Urban List of ULB
301253,123,Azamgarh,PMAY-Urban List of ULB
301254,168,Mau,PMAY-Urban List of ULB
301349,169,Meerut,PMAY-Urban List of ULB
301363,178,Sant Kabir Nagar,PMAY-Urban List of ULB
301364,169,Meerut,PMAY-Urban List of ULB
301389,129,Bara Banki,PMAY-Urban List of ULB
301390,182,Siddharthnagar,PMAY-Urban List of ULB
