municipal_body_code,ward_code,ward_number,ward_name
248901,23842,1,Jansath (NP) - Ward No.1
248901,23851,10,Jansath (NP) - Ward No.10
248901,23852,11,Jansath (NP) - Ward No.11
248901,23853,12,Jansath (NP) - Ward No.12
248901,23843,2,Jansath (NP) - Ward No.2
248901,23844,3,Jansath (NP) - Ward No.3
248901,23845,4,Jansath (NP) - Ward No.4
248901,23846,5,Jansath (NP) - Ward No.5
248901,23847,6,Jansath (NP) - Ward No.6
248901,23848,7,Jansath (NP) - Ward No.7
248901,23849,8,Jansath (NP) - Ward No.8
248901,23850,9,Jansath (NP) - Ward No.9
248902,23854,1,Bhokarhedi (NP) - Ward No.1
248902,23948,10,Bhokarhedi (NP) - Ward No.10
248902,23949,11,Bhokarhedi (NP) - Ward No.11
248902,23950,12,Bhokarhedi (NP) - Ward No.12
248902,23951,13,Bhokarhedi (NP) - Ward No.13
248902,23855,2,Bhokarhedi (NP) - Ward No.2
248902,23856,3,Bhokarhedi (NP) - Ward No.3
248902,23857,4,Bhokarhedi (NP) - Ward No.4
248902,23858,5,Bhokarhedi (NP) - Ward No.5
248902,23859,6,Bhokarhedi (NP) - Ward No.6
248902,23945,7,Bhokarhedi (NP) - Ward No.7
248902,23946,8,Bhokarhedi (NP) - Ward No.8
248902,23947,9,Bhokarhedi (NP) - Ward No.9
248903,23952,1,Miranpur (NP) - Ward No.1
248903,23961,10,Miranpur (NP) - Ward No.10
248903,23962,11,Miranpur (NP) - Ward No.11
248903,23963,12,Miranpur (NP) - Ward No.12
248903,23964,13,Miranpur (NP) - Ward No.13
248903,23965,14,Miranpur (NP) - Ward No.14
248903,23966,15,Miranpur (NP) - Ward No.15
248903,23967,16,Miranpur (NP) - Ward No.16
248903,23953,2,Miranpur (NP) - Ward No.2
248903,23954,3,Miranpur (NP) - Ward No.3
248903,23955,4,Miranpur (NP) - Ward No.4
248903,23956,5,Miranpur (NP) - Ward No.5
248903,23957,6,Miranpur (NP) - Ward No.6
248903,23958,7,Miranpur (NP) - Ward No.7
248903,23959,8,Miranpur (NP) - Ward No.8
248903,23960,9,Miranpur (NP) - Ward No.9
248904,63131,1,Sahanpur (NP) - Ward No.1
248904,63140,10,Sahanpur (NP) - Ward No.10
248904,63141,11,Sahanpur (NP) - Ward No.11
248904,63142,12,Sahanpur (NP) - Ward No.12
248904,63143,13,Sahanpur (NP) - Ward No.13
248904,63132,2,Sahanpur (NP) - Ward No.2
248904,63133,3,Sahanpur (NP) - Ward No.3
248904,63134,4,Sahanpur (NP) - Ward No.4
248904,63135,5,Sahanpur (NP) - Ward No.5
248904,63136,6,Sahanpur (NP) - Ward No.6
248904,63137,7,Sahanpur (NP) - Ward No.7
248904,63138,8,Sahanpur (NP) - Ward No.8
248904,63139,9,Sahanpur (NP) - Ward No.9
248905,23968,1,Najibabad (MB) - Ward No.1
248905,23977,10,Najibabad (MB) - Ward No.10
248905,23978,11,Najibabad (MB) - Ward No.11
248905,23979,12,Najibabad (MB) - Ward No.12
248905,23980,13,Najibabad (MB) - Ward No.13
248905,23981,14,Najibabad (MB) - Ward No.14
248905,23982,15,Najibabad (MB) - Ward No.15
248905,23983,16,Najibabad (MB) - Ward No.16
248905,23984,17,Najibabad (MB) - Ward No.17
248905,23985,18,Najibabad (MB) - Ward No.18
248905,23986,19,Najibabad (MB) - Ward No.19
248905,23969,2,Najibabad (MB) - Ward No.2
248905,23987,20,Najibabad (MB) - Ward No.20
248905,23988,21,Najibabad (MB) - Ward No.21
248905,23989,22,Najibabad (MB) - Ward No.22
248905,23990,23,Najibabad (MB) - Ward No.23
248905,23991,24,Najibabad (MB) - Ward No.24
248905,23992,25,Najibabad (MB) - Ward No.25
248905,23970,3,Najibabad (MB) - Ward No.3
248905,23971,4,Najibabad (MB) - Ward No.4
248905,23972,5,Najibabad (MB) - Ward No.5
248905,23973,6,Najibabad (MB) - Ward No.6
248905,23974,7,Najibabad (MB) - Ward No.7
248905,23975,8,Najibabad (MB) - Ward No.8
248905,23976,9,Najibabad (MB) - Ward No.9
248907,23994,1,Jalalabad (NP) - Ward No.1
248907,24003,10,Jalalabad (NP) - Ward No.10
248907,24004,11,Jalalabad (NP) - Ward No.11
248907,24005,12,Jalalabad (NP) - Ward No.12
248907,23995,2,Jalalabad (NP) - Ward No.2
248907,23996,3,Jalalabad (NP) - Ward No.3
248907,23997,4,Jalalabad (NP) - Ward No.4
248907,23998,5,Jalalabad (NP) - Ward No.5
248907,23999,6,Jalalabad (NP) - Ward No.6
248907,24000,7,Jalalabad (NP) - Ward No.7
248907,24001,8,Jalalabad (NP) - Ward No.8
248907,24002,9,Jalalabad (NP) - Ward No.9
248908,24006,1,Kiratpur (MB) - Ward No.1
248908,24015,10,Kiratpur (MB) - Ward No.10
248908,24016,11,Kiratpur (MB) - Ward No.11
248908,24017,12,Kiratpur (MB) - Ward No.12
248908,24018,13,Kiratpur (MB) - Ward No.13
248908,24019,14,Kiratpur (MB) - Ward No.14
248908,24020,15,Kiratpur (MB) - Ward No.15
248908,24021,16,Kiratpur (MB) - Ward No.16
248908,24022,17,Kiratpur (MB) - Ward No.17
248908,24023,18,Kiratpur (MB) - Ward No.18
248908,24024,19,Kiratpur (MB) - Ward No.19
248908,24007,2,Kiratpur (MB) - Ward No.2
248908,24025,20,Kiratpur (MB) - Ward No.20
248908,24026,21,Kiratpur (MB) - Ward No.21
248908,24027,22,Kiratpur (MB) - Ward No.22
248908,24028,23,Kiratpur (MB) - Ward No.23
248908,24029,24,Kiratpur (MB) - Ward No.24
248908,24030,25,Kiratpur (MB) - Ward No.25
248908,24031,26,Canal Colony (OG) - Ward No.26
248908,24032,27,Ambedkar Nagar (OG) - Ward No.27
248908,24008,3,Kiratpur (MB) - Ward No.3
248908,24009,4,Kiratpur (MB) - Ward No.4
248908,24010,5,Kiratpur (MB) - Ward No.5
248908,24011,6,Kiratpur (MB) - Ward No.6
248908,24012,7,Kiratpur (MB) - Ward No.7
248908,24013,8,Kiratpur (MB) - Ward No.8
248908,24014,9,Kiratpur (MB) - Ward No.9
248909,63144,1,Mandawar (NP) - Ward No.1
248909,63153,10,Mandawar (NP) - Ward No.10
248909,63154,11,Mandawar (NP) - Ward No.11
248909,63155,12,Mandawar (NP) - Ward No.12
248909,63156,13,Mandawar (NP) - Ward No.13
248909,63145,2,Mandawar (NP) - Ward No.2
248909,63146,3,Mandawar (NP) - Ward No.3
248909,63147,4,Mandawar (NP) - Ward No.4
248909,63148,5,Mandawar (NP) - Ward No.5
248909,63149,6,Mandawar (NP) - Ward No.6
248909,63150,7,Mandawar (NP) - Ward No.7
248909,63151,8,Mandawar (NP) - Ward No.8
248909,63152,9,Mandawar (NP) - Ward No.9
248910,24033,1,Bijnor (MB) - Ward No.1
248910,24143,10,Bijnor (MB) - Ward No.10
248910,24144,11,Bijnor (MB) - Ward No.11
248910,24145,12,Bijnor (MB) - Ward No.12
248910,24146,13,Bijnor (MB) - Ward No.13
248910,24147,14,Bijnor (MB) - Ward No.14
248910,24148,15,Bijnor (MB) - Ward No.15
248910,24149,16,Bijnor (MB) - Ward No.16
248910,24150,17,Bijnor (MB) - Ward No.17
248910,24151,18,Bijnor (MB) - Ward No.18
248910,24152,19,Bijnor (MB) - Ward No.19
248910,24034,2,Bijnor (MB) - Ward No.2
248910,24153,20,Bijnor (MB) - Ward No.20
248910,24154,21,Bijnor (MB) - Ward No.21
248910,24155,22,Bijnor (MB) - Ward No.22
248910,24156,23,Bijnor (MB) - Ward No.23
248910,24157,24,Bijnor (MB) - Ward No.24
248910,24158,25,Bijnor (MB) - Ward No.25
248910,24035,3,Bijnor (MB) - Ward No.3
248910,24036,4,Bijnor (MB) - Ward No.4
248910,24037,5,Bijnor (MB) - Ward No.5
248910,24038,6,Bijnor (MB) - Ward No.6
248910,24140,7,Bijnor (MB) - Ward No.7
248910,24141,8,Bijnor (MB) - Ward No.8
248910,24142,9,Bijnor (MB) - Ward No.9
248913,24161,1,Jhalu (NP) - Ward No.1
248913,24170,10,Jhalu (NP) - Ward No.10
248913,24171,11,Jhalu (NP) - Ward No.11
248913,24172,12,Jhalu (NP) - Ward No.12
248913,24173,13,Jhalu (NP) - Ward No.13
248913,24162,2,Jhalu (NP) - Ward No.2
248913,24163,3,Jhalu (NP) - Ward No.3
248913,24164,4,Jhalu (NP) - Ward No.4
248913,24165,5,Jhalu (NP) - Ward No.5
248913,24166,6,Jhalu (NP) - Ward No.6
248913,24167,7,Jhalu (NP) - Ward No.7
248913,24168,8,Jhalu (NP) - Ward No.8
248913,24169,9,Jhalu (NP) - Ward No.9
248914,24174,1,Haldaur (MB) - Ward No.1
248914,24183,10,Haldaur (MB) - Ward No.10
248914,24184,11,Haldaur (MB) - Ward No.11
248914,24185,12,Haldaur (MB) - Ward No.12
248914,24186,13,Haldaur (MB) - Ward No.13
248914,24187,14,Haldaur (MB) - Ward No.14
248914,24188,15,Haldaur (MB) - Ward No.15
248914,24189,16,Haldaur (MB) - Ward No.16
248914,24190,17,Haldaur (MB) - Ward No.17
248914,24191,18,Haldaur (MB) - Ward No.18
248914,24192,19,Haldaur (MB) - Ward No.19
248914,24175,2,Haldaur (MB) - Ward No.2
248914,24193,20,Haldaur (MB) - Ward No.20
248914,24194,21,Haldaur (MB) - Ward No.21
248914,24195,22,Haldaur (MB) - Ward No.22
248914,24196,23,Haldaur (MB) - Ward No.23
248914,24197,24,Haldaur (MB) - Ward No.24
248914,24198,25,Haldaur (MB) - Ward No.25
248914,24176,3,Haldaur (MB) - Ward No.3
248914,24177,4,Haldaur (MB) - Ward No.4
248914,24178,5,Haldaur (MB) - Ward No.5
248914,24179,6,Haldaur (MB) - Ward No.6
248914,24180,7,Haldaur (MB) - Ward No.7
248914,24181,8,Haldaur (MB) - Ward No.8
248914,24182,9,Haldaur (MB) - Ward No.9
248915,24199,1,Nagina (MB) - Ward No.1
248915,24208,10,Nagina (MB) - Ward No.10
248915,24209,11,Nagina (MB) - Ward No.11
248915,24210,12,Nagina (MB) - Ward No.12
248915,24211,13,Nagina (MB) - Ward No.13
248915,24212,14,Nagina (MB) - Ward No.14
248915,24213,15,Nagina (MB) - Ward No.15
248915,24214,16,Nagina (MB) - Ward No.16
248915,24215,17,Nagina (MB) - Ward No.17
248915,24216,18,Nagina (MB) - Ward No.18
248915,24217,19,Nagina (MB) - Ward No.19
248915,24200,2,Nagina (MB) - Ward No.2
248915,24218,20,Nagina (MB) - Ward No.20
248915,24219,21,Nagina (MB) - Ward No.21
248915,24220,22,Nagina (MB) - Ward No.22
248915,24221,23,Nagina (MB) - Ward No.23
248915,24222,24,Nagina (MB) - Ward No.24
248915,24223,25,Nagina (MB) - Ward No.25
248915,24201,3,Nagina (MB) - Ward No.3
248915,24202,4,Nagina (MB) - Ward No.4
248915,24203,5,Nagina (MB) - Ward No.5
248915,24204,6,Nagina (MB) - Ward No.6
248915,24205,7,Nagina (MB) - Ward No.7
248915,24206,8,Nagina (MB) - Ward No.8
248915,24207,9,Nagina (MB) - Ward No.9
248916,24224,1,Warhapur (NP) - Ward No.1
248916,24233,10,Warhapur (NP) - Ward No.10
248916,24234,11,Warhapur (NP) - Ward No.11
248916,24235,12,Warhapur (NP) - Ward No.12
248916,24236,13,Warhapur (NP) - Ward No.13
248916,24237,14,Warhapur (NP) - Ward No.14
248916,24225,2,Warhapur (NP) - Ward No.2
248916,24226,3,Warhapur (NP) - Ward No.3
248916,24227,4,Warhapur (NP) - Ward No.4
248916,24228,5,Warhapur (NP) - Ward No.5
248916,24229,6,Warhapur (NP) - Ward No.6
248916,24230,7,Warhapur (NP) - Ward No.7
248916,24231,8,Warhapur (NP) - Ward No.8
248916,24232,9,Warhapur (NP) - Ward No.9
248917,24238,1,Afzalgarh (MB) - Ward No.1
248917,24247,10,Afzalgarh (MB) - Ward No.10
248917,24248,11,Afzalgarh (MB) - Ward No.11
248917,24249,12,Afzalgarh (MB) - Ward No.12
248917,24250,13,Afzalgarh (MB) - Ward No.13
248917,24251,14,Afzalgarh (MB) - Ward No.14
248917,24252,15,Afzalgarh (MB) - Ward No.15
248917,24253,16,Afzalgarh (MB) - Ward No.16
248917,24254,17,Afzalgarh (MB) - Ward No.17
248917,24255,18,Afzalgarh (MB) - Ward No.18
248917,24256,19,Afzalgarh (MB) - Ward No.19
248917,24239,2,Afzalgarh (MB) - Ward No.2
248917,24257,20,Afzalgarh (MB) - Ward No.20
248917,24258,21,Afzalgarh (MB) - Ward No.21
248917,24259,22,Afzalgarh (MB) - Ward No.22
248917,24260,23,Afzalgarh (MB) - Ward No.23
248917,24261,24,Afzalgarh (MB) - Ward No.24
248917,24262,25,Afzalgarh (MB) - Ward No.25
248917,24240,3,Afzalgarh (MB) - Ward No.3
248917,24241,4,Afzalgarh (MB) - Ward No.4
248917,24242,5,Afzalgarh (MB) - Ward No.5
248917,24243,6,Afzalgarh (MB) - Ward No.6
248917,24244,7,Afzalgarh (MB) - Ward No.7
248917,24245,8,Afzalgarh (MB) - Ward No.8
248917,24246,9,Afzalgarh (MB) - Ward No.9
248918,24263,1,Sherkot (MB) - Ward No.1
248918,24272,10,Sherkot (MB) - Ward No.10
248918,24273,11,Sherkot (MB) - Ward No.11
248918,24274,12,Sherkot (MB) - Ward No.12
248918,24275,13,Sherkot (MB) - Ward No.13
248918,24276,14,Sherkot (MB) - Ward No.14
248918,24277,15,Sherkot (MB) - Ward No.15
248918,24278,16,Sherkot (MB) - Ward No.16
248918,24279,17,Sherkot (MB) - Ward No.17
248918,24280,18,Sherkot (MB) - Ward No.18
248918,24281,19,Sherkot (MB) - Ward No.19
248918,24264,2,Sherkot (MB) - Ward No.2
248918,24282,20,Sherkot (MB) - Ward No.20
248918,24283,21,Sherkot (MB) - Ward No.21
248918,24284,22,Sherkot (MB) - Ward No.22
248918,24285,23,Sherkot (MB) - Ward No.23
248918,24286,24,Sherkot (MB) - Ward No.24
248918,24287,25,Sherkot (MB) - Ward No.25
248918,24265,3,Sherkot (MB) - Ward No.3
248918,24266,4,Sherkot (MB) - Ward No.4
248918,24267,5,Sherkot (MB) - Ward No.5
248918,24268,6,Sherkot (MB) - Ward No.6
248918,24269,7,Sherkot (MB) - Ward No.7
248918,24270,8,Sherkot (MB) - Ward No.8
248918,24271,9,Sherkot (MB) - Ward No.9
248919,63157,1,Dhampur (MB) - Ward No.1
248919,63166,10,Dhampur (MB) - Ward No.10
248919,63167,11,Dhampur (MB) - Ward No.11
248919,63168,12,Dhampur (MB) - Ward No.12
248919,63169,13,Dhampur (MB) - Ward No.13
248919,63170,14,Dhampur (MB) - Ward No.14
248919,63171,15,Dhampur (MB) - Ward No.15
248919,63172,16,Dhampur (MB) - Ward No.16
248919,63173,17,Dhampur (MB) - Ward No.17
248919,63174,18,Dhampur (MB) - Ward No.18
248919,63175,19,Dhampur (MB) - Ward No.19
248919,63158,2,Dhampur (MB) - Ward No.2
248919,63176,20,Dhampur (MB) - Ward No.20
248919,63177,21,Dhampur (MB) - Ward No.21
248919,63178,22,Dhampur (MB) - Ward No.22
248919,63179,23,Dhampur (MB) - Ward No.23
248919,63180,24,Dhampur (MB) - Ward No.24
248919,63181,25,Dhampur (MB) - Ward No.25
248919,63159,3,Dhampur (MB) - Ward No.3
248919,63160,4,Dhampur (MB) - Ward No.4
248919,63161,5,Dhampur (MB) - Ward No.5
248919,63162,6,Dhampur (MB) - Ward No.6
248919,63163,7,Dhampur (MB) - Ward No.7
248919,63164,8,Dhampur (MB) - Ward No.8
248919,63165,9,Dhampur (MB) - Ward No.9
248920,24288,1,Nehtaur (MB) - Ward No.1
248920,24297,10,Nehtaur (MB) - Ward No.10
248920,24298,11,Nehtaur (MB) - Ward No.11
248920,24299,12,Nehtaur (MB) - Ward No.12
248920,24300,13,Nehtaur (MB) - Ward No.13
248920,24301,14,Nehtaur (MB) - Ward No.14
248920,24302,15,Nehtaur (MB) - Ward No.15
248920,24303,16,Nehtaur (MB) - Ward No.16
248920,24304,17,Nehtaur (MB) - Ward No.17
248920,24305,18,Nehtaur (MB) - Ward No.18
248920,24306,19,Nehtaur (MB) - Ward No.19
248920,24289,2,Nehtaur (MB) - Ward No.2
248920,24307,20,Nehtaur (MB) - Ward No.20
248920,24308,21,Nehtaur (MB) - Ward No.21
248920,24309,22,Nehtaur (MB) - Ward No.22
248920,24310,23,Nehtaur (MB) - Ward No.23
248920,24311,24,Nehtaur (MB) - Ward No.24
248920,24312,25,Nehtaur (MB) - Ward No.25
248920,24290,3,Nehtaur (MB) - Ward No.3
248920,24291,4,Nehtaur (MB) - Ward No.4
248920,24292,5,Nehtaur (MB) - Ward No.5
248920,24293,6,Nehtaur (MB) - Ward No.6
248920,24294,7,Nehtaur (MB) - Ward No.7
248920,24295,8,Nehtaur (MB) - Ward No.8
248920,24296,9,Nehtaur (MB) - Ward No.9
248921,24313,1,Seohara (MB) - Ward No.1
248921,24322,10,Seohara (MB) - Ward No.10
248921,24323,11,Seohara (MB) - Ward No.11
248921,24324,12,Seohara (MB) - Ward No.12
248921,24325,13,Seohara (MB) - Ward No.13
248921,24326,14,Seohara (MB) - Ward No.14
248921,24327,15,Seohara (MB) - Ward No.15
248921,24328,16,Seohara (MB) - Ward No.16
248921,24329,17,Seohara (MB) - Ward No.17
248921,24330,18,Seohara (MB) - Ward No.18
248921,24331,19,Seohara (MB) - Ward No.19
248921,24314,2,Seohara (MB) - Ward No.2
248921,24332,20,Seohara (MB) - Ward No.20
248921,24333,21,Seohara (MB) - Ward No.21
248921,24334,22,Seohara (MB) - Ward No.22
248921,24416,23,Seohara (MB) - Ward No.23
248921,24417,24,Seohara (MB) - Ward No.24
248921,24418,25,Seohara (MB) - Ward No.25
248921,24419,26,"Usmannagar,Bijli Colony and Nai Abadi (OG) - Ward No.26"
248921,24315,3,Seohara (MB) - Ward No.3
248921,24316,4,Seohara (MB) - Ward No.4
248921,24317,5,Seohara (MB) - Ward No.5
248921,24318,6,Seohara (MB) - Ward No.6
248921,24319,7,Seohara (MB) - Ward No.7
248921,24320,8,Seohara (MB) - Ward No.8
248921,24321,9,Seohara (MB) - Ward No.9
248922,24420,1,Sahaspur (NP) - Ward No.1
248922,24429,10,Sahaspur (NP) - Ward No.10
248922,24430,11,Sahaspur (NP) - Ward No.11
248922,24431,12,Sahaspur (NP) - Ward No.12
248922,24432,13,Sahaspur (NP) - Ward No.13
248922,24433,14,Sahaspur (NP) - Ward No.14
248922,24421,2,Sahaspur (NP) - Ward No.2
248922,24422,3,Sahaspur (NP) - Ward No.3
248922,24423,4,Sahaspur (NP) - Ward No.4
248922,24424,5,Sahaspur (NP) - Ward No.5
248922,24425,6,Sahaspur (NP) - Ward No.6
248922,24426,7,Sahaspur (NP) - Ward No.7
248922,24427,8,Sahaspur (NP) - Ward No.8
248922,24428,9,Sahaspur (NP) - Ward No.9
248923,29224,1,Noorpur (MB) - Ward No.1
248923,29233,10,Noorpur (MB) - Ward No.10
248923,29234,11,Noorpur (MB) - Ward No.11
248923,29235,12,Noorpur (MB) - Ward No.12
248923,29236,13,Noorpur (MB) - Ward No.13
248923,29237,14,Noorpur (MB) - Ward No.14
248923,29238,15,Noorpur (MB) - Ward No.15
248923,29239,16,Noorpur (MB) - Ward No.16
248923,29240,17,Noorpur (MB) - Ward No.17
248923,29241,18,Noorpur (MB) - Ward No.18
248923,29242,19,Noorpur (MB) - Ward No.19
248923,29225,2,Noorpur (MB) - Ward No.2
248923,29243,20,Noorpur (MB) - Ward No.20
248923,29244,21,Noorpur (MB) - Ward No.21
248923,29245,22,Noorpur (MB) - Ward No.22
248923,29246,23,Noorpur (MB) - Ward No.23
248923,29247,24,Noorpur (MB) - Ward No.24
248923,29248,25,Noorpur (MB) - Ward No.25
248923,29226,3,Noorpur (MB) - Ward No.3
248923,29227,4,Noorpur (MB) - Ward No.4
248923,29228,5,Noorpur (MB) - Ward No.5
248923,29229,6,Noorpur (MB) - Ward No.6
248923,29230,7,Noorpur (MB) - Ward No.7
248923,29231,8,Noorpur (MB) - Ward No.8
248923,29232,9,Noorpur (MB) - Ward No.9
248924,65894,1,Chandpur (MB) - Ward No.1
248924,65903,10,Chandpur (MB) - Ward No.10
248924,65904,11,Chandpur (MB) - Ward No.11
248924,65905,12,Chandpur (MB) - Ward No.12
248924,65906,13,Chandpur (MB) - Ward No.13
248924,65907,14,Chandpur (MB) - Ward No.14
248924,65908,15,Chandpur (MB) - Ward No.15
248924,65909,16,Chandpur (MB) - Ward No.16
248924,65910,17,Chandpur (MB) - Ward No.17
248924,65911,18,Chandpur (MB) - Ward No.18
248924,65912,19,Chandpur (MB) - Ward No.19
248924,65895,2,Chandpur (MB) - Ward No.2
248924,65913,20,Chandpur (MB) - Ward No.20
248924,65914,21,Chandpur (MB) - Ward No.21
248924,65915,22,Chandpur (MB) - Ward No.22
248924,65916,23,Chandpur (MB) - Ward No.23
248924,65917,24,Chandpur (MB) - Ward No.24
248924,65918,25,Chandpur (MB) - Ward No.25
248924,65896,3,Chandpur (MB) - Ward No.3
248924,65897,4,Chandpur (MB) - Ward No.4
248924,65898,5,Chandpur (MB) - Ward No.5
248924,65899,6,Chandpur (MB) - Ward No.6
248924,65900,7,Chandpur (MB) - Ward No.7
248924,65901,8,Chandpur (MB) - Ward No.8
248924,65902,9,Chandpur (MB) - Ward No.9
248925,66105,1,Thakurdwara (MB) - Ward No.1
248925,66114,10,Thakurdwara (MB) - Ward No.10
248925,66115,11,Thakurdwara (MB) - Ward No.11
248925,66116,12,Thakurdwara (MB) - Ward No.12
248925,66117,13,Thakurdwara (MB) - Ward No.13
248925,66118,14,Thakurdwara (MB) - Ward No.14
248925,66119,15,Thakurdwara (MB) - Ward No.15
248925,66120,16,Thakurdwara (MB) - Ward No.16
248925,66121,17,Thakurdwara (MB) - Ward No.17
248925,66122,18,Thakurdwara (MB) - Ward No.18
248925,66123,19,Thakurdwara (MB) - Ward No.19
248925,66106,2,Thakurdwara (MB) - Ward No.2
248925,66124,20,Thakurdwara (MB) - Ward No.20
248925,66125,21,Thakurdwara (MB) - Ward No.21
248925,66126,22,Thakurdwara (MB) - Ward No.22
248925,66127,23,Thakurdwara (MB) - Ward No.23
248925,66128,24,Thakurdwara (MB) - Ward No.24
248925,66129,25,Thakurdwara (MB) - Ward No.25
248925,66107,3,Thakurdwara (MB) - Ward No.3
248925,66108,4,Thakurdwara (MB) - Ward No.4
248925,66109,5,Thakurdwara (MB) - Ward No.5
248925,66110,6,Thakurdwara (MB) - Ward No.6
248925,66111,7,Thakurdwara (MB) - Ward No.7
248925,66112,8,Thakurdwara (MB) - Ward No.8
248925,66113,9,Thakurdwara (MB) - Ward No.9
248926,29249,1,Kanth (NP) - Ward No.1
248926,29258,10,Kanth (NP) - Ward No.10
248926,29259,11,Kanth (NP) - Ward No.11
248926,29260,12,Kanth (NP) - Ward No.12
248926,29261,13,Kanth (NP) - Ward No.13
248926,29262,14,Kanth (NP) - Ward No.14
248926,29263,15,Kanth (NP) - Ward No.15
248926,29264,16,Kanth (NP) - Ward No.16
248926,29250,2,Kanth (NP) - Ward No.2
248926,29251,3,Kanth (NP) - Ward No.3
248926,29252,4,Kanth (NP) - Ward No.4
248926,29253,5,Kanth (NP) - Ward No.5
248926,29254,6,Kanth (NP) - Ward No.6
248926,29255,7,Kanth (NP) - Ward No.7
248926,29256,8,Kanth (NP) - Ward No.8
248926,29257,9,Kanth (NP) - Ward No.9
248927,66130,1,Umri Kalan (NP) - Ward No.1
248927,66139,10,Umri Kalan (NP) - Ward No.10
248927,66140,11,Umri Kalan (NP) - Ward No.11
248927,66131,2,Umri Kalan (NP) - Ward No.2
248927,66132,3,Umri Kalan (NP) - Ward No.3
248927,66133,4,Umri Kalan (NP) - Ward No.4
248927,66134,5,Umri Kalan (NP) - Ward No.5
248927,66135,6,Umri Kalan (NP) - Ward No.6
248927,66136,7,Umri Kalan (NP) - Ward No.7
248927,66137,8,Umri Kalan (NP) - Ward No.8
248927,66138,9,Umri Kalan (NP) - Ward No.9
248928,29265,1,Bhojpur Dharampur (NP) - Ward No.1
248928,29274,10,Bhojpur Dharampur (NP) - Ward No.10
248928,29275,11,Bhojpur Dharampur (NP) - Ward No.11
248928,29276,12,Bhojpur Dharampur (NP) - Ward No.12
248928,29277,13,Bhojpur Dharampur (NP) - Ward No.13
248928,29278,14,Bhojpur Dharampur (NP) - Ward No.14
248928,29266,2,Bhojpur Dharampur (NP) - Ward No.2
248928,29267,3,Bhojpur Dharampur (NP) - Ward No.3
248928,29268,4,Bhojpur Dharampur (NP) - Ward No.4
248928,29269,5,Bhojpur Dharampur (NP) - Ward No.5
248928,29270,6,Bhojpur Dharampur (NP) - Ward No.6
248928,29271,7,Bhojpur Dharampur (NP) - Ward No.7
248928,29272,8,Bhojpur Dharampur (NP) - Ward No.8
248928,29273,9,Bhojpur Dharampur (NP) - Ward No.9
248929,66141,1,Moradabad (M Corp.) - Ward No.1
