municipal_body_code,ward_code,ward_number,ward_name
249082,68934,11,Shikohabad (MB) - Ward No.11
249082,68935,12,Shikohabad (MB) - Ward No.12
249082,68936,13,Shikohabad (MB) - Ward No.13
249082,68937,14,Shikohabad (MB) - Ward No.14
249082,68938,15,Shikohabad (MB) - Ward No.15
249082,68939,16,Shikohabad (MB) - Ward No.16
249082,68940,17,Shikohabad (MB) - Ward No.17
249082,68941,18,Shikohabad (MB) - Ward No.18
249082,68942,19,Shikohabad (MB) - Ward No.19
249082,68925,2,Shikohabad (MB) - Ward No.2
249082,68943,20,Shikohabad (MB) - Ward No.20
249082,68944,21,Shikohabad (MB) - Ward No.21
249082,68945,22,Shikohabad (MB) - Ward No.22
249082,68946,23,Shikohabad (MB) - Ward No.23
249082,68947,24,Shikohabad (MB) - Ward No.24
249082,68948,25,Shikohabad (MB) - Ward No.25
249082,68926,3,Shikohabad (MB) - Ward No.3
249082,68927,4,Shikohabad (MB) - Ward No.4
249082,68928,5,Shikohabad (MB) - Ward No.5
249082,68929,6,Shikohabad (MB) - Ward No.6
249082,68930,7,Shikohabad (MB) - Ward No.7
249082,68931,8,Shikohabad (MB) - Ward No.8
249082,68932,9,Shikohabad (MB) - Ward No.9
249083,29463,1,Sirsaganj (MB) - Ward No.1
249083,29472,10,Sirsaganj (MB) - Ward No.10
249083,29473,11,Sirsaganj (MB) - Ward No.11
249083,29474,12,Sirsaganj (MB) - Ward No.12
249083,29475,13,Sirsaganj (MB) - Ward No.13
249083,29476,14,Sirsaganj (MB) - Ward No.14
249083,29477,15,Sirsaganj (MB) - Ward No.15
249083,29478,16,Sirsaganj (MB) - Ward No.16
249083,29479,17,Sirsaganj (MB) - Ward No.17
249083,29480,18,Sirsaganj (MB) - Ward No.18
249083,29481,19,Sirsaganj (MB) - Ward No.19
249083,29464,2,Sirsaganj (MB) - Ward No.2
249083,29482,20,Sirsaganj (MB) - Ward No.20
249083,29483,21,Sirsaganj (MB) - Ward No.21
249083,29484,22,Sirsaganj (MB) - Ward No.22
249083,29485,23,Sirsaganj (MB) - Ward No.23
249083,29486,24,Sirsaganj (MB) - Ward No.24
249083,29487,25,Sirsaganj (MB) - Ward No.25
249083,29488,26,"Etawah-Karhal Road, Southara Kunjpura Road., Pengu Araon Road. Adhayapak Nagar, Agra Road, Khemganj and Sarai Mohanganj (OG) - Ward No.26"
249083,29465,3,Sirsaganj (MB) - Ward No.3
249083,29466,4,Sirsaganj (MB) - Ward No.4
249083,29467,5,Sirsaganj (MB) - Ward No.5
249083,29468,6,Sirsaganj (MB) - Ward No.6
249083,29469,7,Sirsaganj (MB) - Ward No.7
249083,29470,8,Sirsaganj (MB) - Ward No.8
249083,29471,9,Sirsaganj (MB) - Ward No.9
249084,29489,1,Soron (MB) - Ward No.1
249084,29498,10,Soron (MB) - Ward No.10
249084,29499,11,Soron (MB) - Ward No.11
249084,29500,12,Soron (MB) - Ward No.12
249084,29501,13,Soron (MB) - Ward No.13
249084,29502,14,Soron (MB) - Ward No.14
249084,29503,15,Soron (MB) - Ward No.15
249084,29504,16,Soron (MB) - Ward No.16
249084,29505,17,Soron (MB) - Ward No.17
249084,29506,18,Soron (MB) - Ward No.18
249084,29507,19,Soron (MB) - Ward No.19
249084,29490,2,Soron (MB) - Ward No.2
249084,29508,20,Soron (MB) - Ward No.20
249084,29509,21,Soron (MB) - Ward No.21
249084,29510,22,Soron (MB) - Ward No.22
249084,29511,23,Soron (MB) - Ward No.23
249084,29512,24,Soron (MB) - Ward No.24
249084,29513,25,Soron (MB) - Ward No.25
249084,29491,3,Soron (MB) - Ward No.3
249084,29492,4,Soron (MB) - Ward No.4
249084,29493,5,Soron (MB) - Ward No.5
249084,29494,6,Soron (MB) - Ward No.6
249084,29495,7,Soron (MB) - Ward No.7
249084,29496,8,Soron (MB) - Ward No.8
249084,29497,9,Soron (MB) - Ward No.9
249085,29514,1,Bilram (NP) - Ward No.1
249085,29523,10,Bilram (NP) - Ward No.10
249085,29515,2,Bilram (NP) - Ward No.2
249085,29516,3,Bilram (NP) - Ward No.3
249085,29517,4,Bilram (NP) - Ward No.4
249085,29518,5,Bilram (NP) - Ward No.5
249085,29519,6,Bilram (NP) - Ward No.6
249085,29520,7,Bilram (NP) - Ward No.7
249085,29521,8,Bilram (NP) - Ward No.8
249085,29522,9,Bilram (NP) - Ward No.9
249086,68949,1,Kasganj (MB) - Ward No.1
249086,68958,10,Kasganj (MB) - Ward No.10
249086,68959,11,Kasganj (MB) - Ward No.11
249086,68960,12,Kasganj (MB) - Ward No.12
249086,68961,13,Kasganj (MB) - Ward No.13
249086,68962,14,Kasganj (MB) - Ward No.14
249086,68963,15,Kasganj (MB) - Ward No.15
249086,68964,16,Kasganj (MB) - Ward No.16
249086,68965,17,Kasganj (MB) - Ward No.17
249086,68966,18,Kasganj (MB) - Ward No.18
249086,68967,19,Kasganj (MB) - Ward No.19
249086,68950,2,Kasganj (MB) - Ward No.2
249086,68968,20,Kasganj (MB) - Ward No.20
249086,68969,21,Kasganj (MB) - Ward No.21
249086,68970,22,Kasganj (MB) - Ward No.22
249086,68971,23,Kasganj (MB) - Ward No.23
249086,69347,24,Kasganj (MB) - Ward No.24
249086,69348,25,Kasganj (MB) - Ward No.25
249086,68951,3,Kasganj (MB) - Ward No.3
249086,68952,4,Kasganj (MB) - Ward No.4
249086,68953,5,Kasganj (MB) - Ward No.5
249086,68954,6,Kasganj (MB) - Ward No.6
249086,68955,7,Kasganj (MB) - Ward No.7
249086,68956,8,Kasganj (MB) - Ward No.8
249086,68957,9,Kasganj (MB) - Ward No.9
249087,69349,1,Sahawar (NP) - Ward No.1
249087,69358,10,Sahawar (NP) - Ward No.10
249087,69359,11,Sahawar (NP) - Ward No.11
249087,69360,12,Sahawar (NP) - Ward No.12
249087,69361,13,Sahawar (NP) - Ward No.13
249087,69362,14,Sahawar (NP) - Ward No.14
249087,69350,2,Sahawar (NP) - Ward No.2
249087,69351,3,Sahawar (NP) - Ward No.3
249087,69352,4,Sahawar (NP) - Ward No.4
249087,69353,5,Sahawar (NP) - Ward No.5
249087,69354,6,Sahawar (NP) - Ward No.6
249087,69355,7,Sahawar (NP) - Ward No.7
249087,69356,8,Sahawar (NP) - Ward No.8
249087,69357,9,Sahawar (NP) - Ward No.9
249088,29524,1,Amanpur (NP) - Ward No.1
249088,29533,10,Amanpur (NP) - Ward No.10
249088,29525,2,Amanpur (NP) - Ward No.2
249088,29526,3,Amanpur (NP) - Ward No.3
249088,29527,4,Amanpur (NP) - Ward No.4
249088,29528,5,Amanpur (NP) - Ward No.5
249088,29529,6,Amanpur (NP) - Ward No.6
249088,29530,7,Amanpur (NP) - Ward No.7
249088,29531,8,Amanpur (NP) - Ward No.8
249088,29532,9,Amanpur (NP) - Ward No.9
249089,29534,1,Mohanpur (NP) - Ward No.1
249089,29543,10,Mohanpur (NP) - Ward No.10
249089,29535,2,Mohanpur (NP) - Ward No.2
249089,29536,3,Mohanpur (NP) - Ward No.3
249089,29537,4,Mohanpur (NP) - Ward No.4
249089,29538,5,Mohanpur (NP) - Ward No.5
249089,29539,6,Mohanpur (NP) - Ward No.6
249089,29540,7,Mohanpur (NP) - Ward No.7
249089,29541,8,Mohanpur (NP) - Ward No.8
249089,29542,9,Mohanpur (NP) - Ward No.9
249090,29544,1,Ganj Dundwara (MB) - Ward No.1
249090,29553,10,Ganj Dundwara (MB) - Ward No.10
249090,29554,11,Ganj Dundwara (MB) - Ward No.11
249090,29555,12,Ganj Dundwara (MB) - Ward No.12
249090,29556,13,Ganj Dundwara (MB) - Ward No.13
249090,29557,14,Ganj Dundwara (MB) - Ward No.14
249090,29558,15,Ganj Dundwara (MB) - Ward No.15
249090,29559,16,Ganj Dundwara (MB) - Ward No.16
249090,29560,17,Ganj Dundwara (MB) - Ward No.17
249090,29561,18,Ganj Dundwara (MB) - Ward No.18
249090,29562,19,Ganj Dundwara (MB) - Ward No.19
249090,29545,2,Ganj Dundwara (MB) - Ward No.2
249090,29563,20,Ganj Dundwara (MB) - Ward No.20
249090,29564,21,Ganj Dundwara (MB) - Ward No.21
249090,29565,22,Ganj Dundwara (MB) - Ward No.22
249090,29566,23,Ganj Dundwara (MB) - Ward No.23
249090,29567,24,Ganj Dundwara (MB) - Ward No.24
249090,29568,25,Ganj Dundwara (MB) - Ward No.25
249090,29546,3,Ganj Dundwara (MB) - Ward No.3
249090,29547,4,Ganj Dundwara (MB) - Ward No.4
249090,29548,5,Ganj Dundwara (MB) - Ward No.5
249090,29549,6,Ganj Dundwara (MB) - Ward No.6
249090,29550,7,Ganj Dundwara (MB) - Ward No.7
249090,29551,8,Ganj Dundwara (MB) - Ward No.8
249090,29552,9,Ganj Dundwara (MB) - Ward No.9
249091,29569,1,Patiyali (NP) - Ward No.1
249091,29578,10,Patiyali (NP) - Ward No.10
249091,29570,2,Patiyali (NP) - Ward No.2
249091,29571,3,Patiyali (NP) - Ward No.3
249091,29572,4,Patiyali (NP) - Ward No.4
249091,29573,5,Patiyali (NP) - Ward No.5
249091,29574,6,Patiyali (NP) - Ward No.6
249091,29575,7,Patiyali (NP) - Ward No.7
249091,29576,8,Patiyali (NP) - Ward No.8
249091,29577,9,Patiyali (NP) - Ward No.9
249092,29579,1,Sidhpura (NP) - Ward No.1
249092,29588,10,Sidhpura (NP) - Ward No.10
249092,29580,2,Sidhpura (NP) - Ward No.2
249092,29581,3,Sidhpura (NP) - Ward No.3
249092,29582,4,Sidhpura (NP) - Ward No.4
249092,29583,5,Sidhpura (NP) - Ward No.5
249092,29584,6,Sidhpura (NP) - Ward No.6
249092,29585,7,Sidhpura (NP) - Ward No.7
249092,29586,8,Sidhpura (NP) - Ward No.8
249092,29587,9,Sidhpura (NP) - Ward No.9
249093,29589,1,Bhargain (NP) - Ward No.1
249093,29598,10,Bhargain (NP) - Ward No.10
249093,29599,11,Bhargain (NP) - Ward No.11
249093,29600,12,Bhargain (NP) - Ward No.12
249093,29601,13,Bhargain (NP) - Ward No.13
249093,29602,14,Bhargain (NP) - Ward No.14
249093,29590,2,Bhargain (NP) - Ward No.2
249093,29591,3,Bhargain (NP) - Ward No.3
249093,29592,4,Bhargain (NP) - Ward No.4
249093,29593,5,Bhargain (NP) - Ward No.5
249093,29594,6,Bhargain (NP) - Ward No.6
249093,29595,7,Bhargain (NP) - Ward No.7
249093,29596,8,Bhargain (NP) - Ward No.8
249093,29597,9,Bhargain (NP) - Ward No.9
249094,29603,1,Raja ka Rampur (NP) - Ward No.1
249094,29612,10,Raja ka Rampur (NP) - Ward No.10
249094,29604,2,Raja ka Rampur (NP) - Ward No.2
249094,29605,3,Raja ka Rampur (NP) - Ward No.3
249094,29606,4,Raja ka Rampur (NP) - Ward No.4
249094,29607,5,Raja ka Rampur (NP) - Ward No.5
249094,29608,6,Raja ka Rampur (NP) - Ward No.6
249094,29609,7,Raja ka Rampur (NP) - Ward No.7
249094,29610,8,Raja ka Rampur (NP) - Ward No.8
249094,29611,9,Raja ka Rampur (NP) - Ward No.9
249095,29613,1,Aliganj (MB) - Ward No.1
249095,29622,10,Aliganj (MB) - Ward No.10
249095,29623,11,Aliganj (MB) - Ward No.11
249095,29624,12,Aliganj (MB) - Ward No.12
249095,29625,13,Aliganj (MB) - Ward No.13
249095,29626,14,Aliganj (MB) - Ward No.14
249095,29627,15,Aliganj (MB) - Ward No.15
249095,29628,16,Aliganj (MB) - Ward No.16
249095,29629,17,Aliganj (MB) - Ward No.17
249095,29630,18,Aliganj (MB) - Ward No.18
249095,29631,19,Aliganj (MB) - Ward No.19
249095,29614,2,Aliganj (MB) - Ward No.2
249095,29632,20,Aliganj (MB) - Ward No.20
249095,29633,21,Aliganj (MB) - Ward No.21
249095,29634,22,Aliganj (MB) - Ward No.22
249095,29635,23,Aliganj (MB) - Ward No.23
249095,29636,24,Aliganj (MB) - Ward No.24
249095,29637,25,Aliganj (MB) - Ward No.25
249095,29615,3,Aliganj (MB) - Ward No.3
249095,29616,4,Aliganj (MB) - Ward No.4
249095,29617,5,Aliganj (MB) - Ward No.5
249095,29618,6,Aliganj (MB) - Ward No.6
249095,29619,7,Aliganj (MB) - Ward No.7
249095,29620,8,Aliganj (MB) - Ward No.8
249095,29621,9,Aliganj (MB) - Ward No.9
249096,29638,1,Jaithara (NP) - Ward No.1
249096,29647,10,Jaithara (NP) - Ward No.10
249096,29639,2,Jaithara (NP) - Ward No.2
249096,29640,3,Jaithara (NP) - Ward No.3
249096,29641,4,Jaithara (NP) - Ward No.4
249096,29642,5,Jaithara (NP) - Ward No.5
249096,29643,6,Jaithara (NP) - Ward No.6
249096,29644,7,Jaithara (NP) - Ward No.7
249096,29645,8,Jaithara (NP) - Ward No.8
249096,29646,9,Jaithara (NP) - Ward No.9
249097,29648,1,Sakit (NP) - Ward No.1
249097,29657,10,Sakit (NP) - Ward No.10
249097,29649,2,Sakit (NP) - Ward No.2
249097,29650,3,Sakit (NP) - Ward No.3
249097,29651,4,Sakit (NP) - Ward No.4
249097,29652,5,Sakit (NP) - Ward No.5
249097,29653,6,Sakit (NP) - Ward No.6
249097,29654,7,Sakit (NP) - Ward No.7
249097,29655,8,Sakit (NP) - Ward No.8
249097,29656,9,Sakit (NP) - Ward No.9
249098,29658,1,Etah (MB) - Ward No.1
249098,29667,10,Etah (MB) - Ward No.10
249098,29668,11,Etah (MB) - Ward No.11
249098,29669,12,Etah (MB) - Ward No.12
249098,29670,13,Etah (MB) - Ward No.13
249098,29671,14,Etah (MB) - Ward No.14
249098,29672,15,Etah (MB) - Ward No.15
249098,29673,16,Etah (MB) - Ward No.16
249098,29674,17,Etah (MB) - Ward No.17
249098,29675,18,Etah (MB) - Ward No.18
249098,29676,19,Etah (MB) - Ward No.19
249098,29659,2,Etah (MB) - Ward No.2
249098,29677,20,Etah (MB) - Ward No.20
249098,29678,21,Etah (MB) - Ward No.21
249098,29679,22,Etah (MB) - Ward No.22
249098,29680,23,Etah (MB) - Ward No.23
249098,29681,24,Etah (MB) - Ward No.24
249098,29682,25,Etah (MB) - Ward No.25
249098,29660,3,Etah (MB) - Ward No.3
249098,29661,4,Etah (MB) - Ward No.4
249098,29662,5,Etah (MB) - Ward No.5
249098,29663,6,Etah (MB) - Ward No.6
249098,29664,7,Etah (MB) - Ward No.7
249098,29665,8,Etah (MB) - Ward No.8
249098,29666,9,Etah (MB) - Ward No.9
249099,29683,1,Marehra (MB) - Ward No.1
249099,29692,10,Marehra (MB) - Ward No.10
249099,29693,11,Marehra (MB) - Ward No.11
249099,29694,12,Marehra (MB) - Ward No.12
249099,29695,13,Marehra (MB) - Ward No.13
249099,29696,14,Marehra (MB) - Ward No.14
249099,29697,15,Marehra (MB) - Ward No.15
249099,29698,16,Marehra (MB) - Ward No.16
249099,29699,17,Marehra (MB) - Ward No.17
249099,29700,18,Marehra (MB) - Ward No.18
249099,29701,19,Marehra (MB) - Ward No.19
249099,29684,2,Marehra (MB) - Ward No.2
249099,29702,20,Marehra (MB) - Ward No.20
249099,29703,21,Marehra (MB) - Ward No.21
249099,29704,22,Marehra (MB) - Ward No.22
249099,29705,23,Marehra (MB) - Ward No.23
249099,29706,24,Marehra (MB) - Ward No.24
249099,29707,25,Marehra (MB) - Ward No.25
249099,29685,3,Marehra (MB) - Ward No.3
249099,29686,4,Marehra (MB) - Ward No.4
249099,29687,5,Marehra (MB) - Ward No.5
249099,29688,6,Marehra (MB) - Ward No.6
249099,29689,7,Marehra (MB) - Ward No.7
249099,29690,8,Marehra (MB) - Ward No.8
249099,29691,9,Marehra (MB) - Ward No.9
249100,29708,1,Nidhauli Kalan (NP) - Ward No.1
249100,29717,10,Nidhauli Kalan (NP) - Ward No.10
249100,29709,2,Nidhauli Kalan (NP) - Ward No.2
249100,29710,3,Nidhauli Kalan (NP) - Ward No.3
249100,29711,4,Nidhauli Kalan (NP) - Ward No.4
249100,29712,5,Nidhauli Kalan (NP) - Ward No.5
249100,29713,6,Nidhauli Kalan (NP) - Ward No.6
249100,29714,7,Nidhauli Kalan (NP) - Ward No.7
249100,29715,8,Nidhauli Kalan (NP) - Ward No.8
249100,29716,9,Nidhauli Kalan (NP) - Ward No.9
249101,69363,1,Jalesar (MB) - Ward No.1
249101,69372,10,Jalesar (MB) - Ward No.10
249101,69373,11,Jalesar (MB) - Ward No.11
249101,69374,12,Jalesar (MB) - Ward No.12
249101,69375,13,Jalesar (MB) - Ward No.13
249101,69376,14,Jalesar (MB) - Ward No.14
249101,69377,15,Jalesar (MB) - Ward No.15
249101,69378,16,Jalesar (MB) - Ward No.16
249101,69379,17,Jalesar (MB) - Ward No.17
249101,69380,18,Jalesar (MB) - Ward No.18
249101,69381,19,Jalesar (MB) - Ward No.19
249101,69364,2,Jalesar (MB) - Ward No.2
249101,69382,20,Jalesar (MB) - Ward No.20
249101,69383,21,Jalesar (MB) - Ward No.21
249101,69384,22,Jalesar (MB) - Ward No.22
249101,69385,23,Jalesar (MB) - Ward No.23
249101,69386,24,Jalesar (MB) - Ward No.24
249101,69387,25,Jalesar (MB) - Ward No.25
249101,69365,3,Jalesar (MB) - Ward No.3
249101,69366,4,Jalesar (MB) - Ward No.4
249101,69367,5,Jalesar (MB) - Ward No.5
249101,69368,6,Jalesar (MB) - Ward No.6
249101,69369,7,Jalesar (MB) - Ward No.7
249101,69370,8,Jalesar (MB) - Ward No.8
249101,69371,9,Jalesar (MB) - Ward No.9
249102,29718,1,Awagarh (NP) - Ward No.1
249102,29727,10,Awagarh (NP) - Ward No.10
249102,29719,2,Awagarh (NP) - Ward No.2
249102,29720,3,Awagarh (NP) - Ward No.3
249102,29721,4,Awagarh (NP) - Ward No.4
249102,29722,5,Awagarh (NP) - Ward No.5
249102,29723,6,Awagarh (NP) - Ward No.6
249102,29724,7,Awagarh (NP) - Ward No.7
249102,29725,8,Awagarh (NP) - Ward No.8
249102,29726,9,Awagarh (NP) - Ward No.9
249103,29728,1,Kuraoli (NP) - Ward No.1
249103,29737,10,Kuraoli (NP) - Ward No.10
249103,29738,11,Kuraoli (NP) - Ward No.11
249103,29739,12,Kuraoli (NP) - Ward No.12
249103,29740,13,Kuraoli (NP) - Ward No.13
249103,29741,14,Kuraoli (NP) - Ward No.14
249103,29729,2,Kuraoli (NP) - Ward No.2
249103,29730,3,Kuraoli (NP) - Ward No.3
249103,29731,4,Kuraoli (NP) - Ward No.4
249103,29732,5,Kuraoli (NP) - Ward No.5
249103,29733,6,Kuraoli (NP) - Ward No.6
249103,29734,7,Kuraoli (NP) - Ward No.7
249103,29735,8,Kuraoli (NP) - Ward No.8
249103,29736,9,Kuraoli (NP) - Ward No.9
249104,29742,1,Jyoti Khuria (NP) - Ward No.1
249104,29751,10,Jyoti Khuria (NP) - Ward No.10
249104,29743,2,Jyoti Khuria (NP) - Ward No.2
249104,29744,3,Jyoti Khuria (NP) - Ward No.3
249104,29745,4,Jyoti Khuria (NP) - Ward No.4
249104,29746,5,Jyoti Khuria (NP) - Ward No.5
249104,29747,6,Jyoti Khuria (NP) - Ward No.6
249104,29748,7,Jyoti Khuria (NP) - Ward No.7
249104,29749,8,Jyoti Khuria (NP) - Ward No.8
249104,29750,9,Jyoti Khuria (NP) - Ward No.9
249105,29752,1,Ghiraur (NP) - Ward No.1
249105,29761,10,Ghiraur (NP) - Ward No.10
249105,29753,2,Ghiraur (NP) - Ward No.2
249105,29754,3,Ghiraur (NP) - Ward No.3
249105,29755,4,Ghiraur (NP) - Ward No.4
249105,29756,5,Ghiraur (NP) - Ward No.5
249105,29757,6,Ghiraur (NP) - Ward No.6
249105,29758,7,Ghiraur (NP) - Ward No.7
249105,29759,8,Ghiraur (NP) - Ward No.8
249105,29760,9,Ghiraur (NP) - Ward No.9
249106,29762,1,Mainpuri (MB) - Ward No.1
249106,29771,10,Mainpuri (MB) - Ward No.10
249106,29772,11,Mainpuri (MB) - Ward No.11
249106,29773,12,Mainpuri (MB) - Ward No.12
249106,29774,13,Mainpuri (MB) - Ward No.13
249106,29775,14,Mainpuri (MB) - Ward No.14
249106,29776,15,Mainpuri (MB) - Ward No.15
249106,29777,16,Mainpuri (MB) - Ward No.16
249106,29778,17,Mainpuri (MB) - Ward No.17
249106,29779,18,Mainpuri (MB) - Ward No.18
249106,29780,19,Mainpuri (MB) - Ward No.19
249106,29763,2,Mainpuri (MB) - Ward No.2
249106,29781,20,Mainpuri (MB) - Ward No.20
249106,29782,21,Mainpuri (MB) - Ward No.21
249106,29783,22,Mainpuri (MB) - Ward No.22
249106,29784,23,Mainpuri (MB) - Ward No.23
249106,29785,24,Mainpuri (MB) - Ward No.24
249106,29786,25,Mainpuri (MB) - Ward No.25
249106,29787,26,Railway Colony and Power House Colony (OG) - Ward No.26
249106,29788,27,Nagla Rate and Ram Lila Maidan (OG) - Ward No.27
249106,29764,3,Mainpuri (MB) - Ward No.3
249106,29765,4,Mainpuri (MB) - Ward No.4
249106,29766,5,Mainpuri (MB) - Ward No.5
249106,29767,6,Mainpuri (MB) - Ward No.6
249106,29768,7,Mainpuri (MB) - Ward No.7
249106,29769,8,Mainpuri (MB) - Ward No.8
249106,29770,9,Mainpuri (MB) - Ward No.9
249107,29789,1,Karhal (NP) - Ward No.1
249107,29798,10,Karhal (NP) - Ward No.10
249107,29799,11,Karhal (NP) - Ward No.11
249107,29800,12,Karhal (NP) - Ward No.12
249107,29801,13,Karhal (NP) - Ward No.13
249107,29802,14,Karhal (NP) - Ward No.14
249107,29803,15,Karhal (NP) - Ward No.15
249107,29790,2,Karhal (NP) - Ward No.2
249107,29791,3,Karhal (NP) - Ward No.3
249107,29792,4,Karhal (NP) - Ward No.4
249107,29793,5,Karhal (NP) - Ward No.5
249107,29794,6,Karhal (NP) - Ward No.6
249107,29795,7,Karhal (NP) - Ward No.7
249107,29796,8,Karhal (NP) - Ward No.8
249107,29797,9,Karhal (NP) - Ward No.9
249108,29804,1,Bhogaon (NP) - Ward No.1
249108,29813,10,Bhogaon (NP) - Ward No.10
249108,29814,11,Bhogaon (NP) - Ward No.11
249108,29815,12,Bhogaon (NP) - Ward No.12
249108,29816,13,Bhogaon (NP) - Ward No.13
249108,29817,14,Bhogaon (NP) - Ward No.14
249108,29818,15,Bhogaon (NP) - Ward No.15
249108,29805,2,Bhogaon (NP) - Ward No.2
249108,29806,3,Bhogaon (NP) - Ward No.3
249108,29807,4,Bhogaon (NP) - Ward No.4
249108,29808,5,Bhogaon (NP) - Ward No.5
249108,29809,6,Bhogaon (NP) - Ward No.6
249108,29810,7,Bhogaon (NP) - Ward No.7
249108,29811,8,Bhogaon (NP) - Ward No.8
249108,29812,9,Bhogaon (NP) - Ward No.9
249109,29819,1,Bewar (NP) - Ward No.1
249109,29828,10,Bewar (NP) - Ward No.10
249109,29829,11,Bewar (NP) - Ward No.11
249109,29830,12,Bewar (NP) - Ward No.12
249109,29831,13,Bewar (NP) - Ward No.13
249109,29820,2,Bewar (NP) - Ward No.2
249109,29821,3,Bewar (NP) - Ward No.3
249109,29822,4,Bewar (NP) - Ward No.4
249109,29823,5,Bewar (NP) - Ward No.5
249109,29824,6,Bewar (NP) - Ward No.6
249109,29825,7,Bewar (NP) - Ward No.7
249109,29826,8,Bewar (NP) - Ward No.8
249109,29827,9,Bewar (NP) - Ward No.9
249110,69388,1,Kusmara (NP) - Ward No.1
249110,69397,10,Kusmara (NP) - Ward No.10
249110,69389,2,Kusmara (NP) - Ward No.2
249110,69390,3,Kusmara (NP) - Ward No.3
249110,69391,4,Kusmara (NP) - Ward No.4
249110,69392,5,Kusmara (NP) - Ward No.5
249110,69393,6,Kusmara (NP) - Ward No.6
249110,69394,7,Kusmara (NP) - Ward No.7
249110,69395,8,Kusmara (NP) - Ward No.8
249110,69396,9,Kusmara (NP) - Ward No.9
249111,29832,1,Kishni (NP) - Ward No.1
249111,29841,10,Kishni (NP) - Ward No.10
249111,29833,2,Kishni (NP) - Ward No.2
249111,29834,3,Kishni (NP) - Ward No.3
249111,29835,4,Kishni (NP) - Ward No.4
249111,29836,5,Kishni (NP) - Ward No.5
249111,29837,6,Kishni (NP) - Ward No.6
249111,29838,7,Kishni (NP) - Ward No.7
249111,29839,8,Kishni (NP) - Ward No.8
249111,29840,9,Kishni (NP) - Ward No.9
249112,29842,1,Gawan (NP) - Ward No.1
249112,29851,10,Gawan (NP) - Ward No.10
249112,29843,2,Gawan (NP) - Ward No.2
249112,29844,3,Gawan (NP) - Ward No.3
249112,29845,4,Gawan (NP) - Ward No.4
249112,29846,5,Gawan (NP) - Ward No.5
249112,29847,6,Gawan (NP) - Ward No.6
249112,29848,7,Gawan (NP) - Ward No.7
249112,29849,8,Gawan (NP) - Ward No.8
249112,29850,9,Gawan (NP) - Ward No.9
249114,69408,1,Gunnaur (NP) - Ward No.1
249114,69417,10,Gunnaur (NP) - Ward No.10
249114,69418,11,Gunnaur (NP) - Ward No.11
249114,69419,12,Gunnaur (NP) - Ward No.12
249114,69420,13,Gunnaur (NP) - Ward No.13
249114,69421,14,Gunnaur (NP) - Ward No.14
249114,69409,2,Gunnaur (NP) - Ward No.2
249114,69410,3,Gunnaur (NP) - Ward No.3
249114,69411,4,Gunnaur (NP) - Ward No.4
249114,69412,5,Gunnaur (NP) - Ward No.5
249114,69413,6,Gunnaur (NP) - Ward No.6
249114,69414,7,Gunnaur (NP) - Ward No.7
249114,69415,8,Gunnaur (NP) - Ward No.8
249114,69416,9,Gunnaur (NP) - Ward No.9
249115,29852,1,Islamnagar (NP) - Ward No.1
249115,29861,10,Islamnagar (NP) - Ward No.10
249115,29862,11,Islamnagar (NP) - Ward No.11
249115,29863,12,Islamnagar (NP) - Ward No.12
249115,29864,13,Islamnagar (NP) - Ward No.13
249115,29865,14,Islamnagar (NP) - Ward No.14
249115,29866,15,Islamnagar (NP) - Ward No.15
249115,3664,16,Islamnagar (NP) - Ward No.16
249115,29853,2,Islamnagar (NP) - Ward No.2
249115,29854,3,Islamnagar (NP) - Ward No.3
249115,29855,4,Islamnagar (NP) - Ward No.4
249115,29856,5,Islamnagar (NP) - Ward No.5
249115,29857,6,Islamnagar (NP) - Ward No.6
249115,29858,7,Islamnagar (NP) - Ward No.7
249115,29859,8,Islamnagar (NP) - Ward No.8
249115,29860,9,Islamnagar (NP) - Ward No.9
249116,29867,1,Faizganj (NP) - Ward No.1
249116,29876,10,Faizganj (NP) - Ward No.10
249116,3663,11,Faizganj (NP) - Ward No.11
249116,29868,2,Faizganj (NP) - Ward No.2
249116,29869,3,Faizganj (NP) - Ward No.3
249116,29870,4,Faizganj (NP) - Ward No.4
249116,29871,5,Faizganj (NP) - Ward No.5
249116,29872,6,Faizganj (NP) - Ward No.6
249116,29873,7,Faizganj (NP) - Ward No.7
249116,29874,8,Faizganj (NP) - Ward No.8
249116,29875,9,Faizganj (NP) - Ward No.9
249117,29877,1,Mundia (NP) - Ward No.1
249117,29886,10,Mundia (NP) - Ward No.10
249117,29878,2,Mundia (NP) - Ward No.2
249117,29879,3,Mundia (NP) - Ward No.3
249117,29880,4,Mundia (NP) - Ward No.4
249117,29881,5,Mundia (NP) - Ward No.5
249117,29882,6,Mundia (NP) - Ward No.6
249117,29883,7,Mundia (NP) - Ward No.7
249117,29884,8,Mundia (NP) - Ward No.8
249117,29885,9,Mundia (NP) - Ward No.9
249118,29887,1,Bisauli (MB) - Ward No.1
249118,29896,10,Bisauli (MB) - Ward No.10
249118,29897,11,Bisauli (MB) - Ward No.11
249118,29898,12,Bisauli (MB) - Ward No.12
249118,29899,13,Bisauli (MB) - Ward No.13
249118,29900,14,Bisauli (MB) - Ward No.14
249118,29901,15,Bisauli (MB) - Ward No.15
249118,29902,16,Bisauli (MB) - Ward No.16
249118,29903,17,Bisauli (MB) - Ward No.17
249118,29904,18,Bisauli (MB) - Ward No.18
